Siruta,Localitate,Judet,Categorie
151246,Zamostea,sv,Barbati_45-64
151344,Zvoristea,sv,Barbati_45-64
151433,Comanesti,sv,Barbati_45-64
151442,Iaslovat,sv,Barbati_45-64
151451,Ciocanesti,sv,Barbati_45-64
151460,Serbauti,sv,Barbati_45-64
151479,Horodnic De Sus,sv,Barbati_45-64
151488,Fantana Mare,sv,Barbati_45-64
151497,Cosna,sv,Barbati_45-64
151503,Capu Campului,sv,Barbati_45-64
151512,Hantesti,sv,Barbati_45-64
151521,Burla,sv,Barbati_45-64
151530,Balaceana,sv,Barbati_45-64
151549,Hartop,sv,Barbati_45-64
151558,Voitinel,sv,Barbati_45-64
151567,Ciprian Porumbescu,sv,Barbati_45-64
151576,Berchisesti,sv,Barbati_45-64
151585,Poieni-Solca,sv,Barbati_45-64
151683,Municipiul Turnu Magurele,tr,Barbati_45-64
151709,Ciuperceni,tr,Femei_65_
151736,Islaz,tr,Barbati_45-64
151763,Lita,tr,Barbati_45-64
151790,Municipiul Alexandria,tr,Barbati_45-64
151816,Nanov,tr,Barbati_45-64
151834,Poroschia,tr,Barbati_45-64
151870,Municipiul Rosiori De Vede,tr,Barbati_45-64
151905,Oras Videle,tr,Barbati_45-64
151932,Crevenicu,tr,Barbati_45-64
151978,Oras Zimnicea,tr,Femei_45-64
151996,Balaci,tr,Femei_65_
152038,Babaita,tr,Barbati_45-64
152083,Blejesti,tr,Barbati_45-64
152127,Bogdana,tr,Femei_65_
152172,Botoroaga,tr,Femei_65_
152234,Bragadiru,tr,Barbati_45-64
152252,Branceni,tr,Barbati_45-64
152270,Bujoreni,tr,Barbati_45-64
152314,Bujoru,tr,Barbati_45-64
152332,Buzescu,tr,Barbati_45-64
152350,Calinesti,tr,Femei_65_
152412,Calmatuiu,tr,Barbati_45-64
152467,Calmatuiu De Sus,tr,Barbati_45-64
152500,Cervenia,tr,Barbati_65_
152528,Ciolanesti,tr,Femei_65_
152564,Contesti,tr,Femei_65_
152582,Cosmesti,tr,Barbati_45-64
152617,Crangeni,tr,Barbati_45-64
152662,Crangu,tr,Barbati_45-64
152724,Didesti,tr,Barbati_45-64
152760,Dobrotesti,tr,Barbati_45-64
152797,Dracsenei,tr,Femei_65_
152868,Draganesti De Vede,tr,Barbati_45-64
152902,Draganesti-Vlasca,tr,Barbati_45-64
152948,Furculesti,tr,Barbati_45-64
152993,Frumoasa,tr,Barbati_45-64
153026,Galateni,tr,Barbati_45-64
153062,Gratia,tr,Barbati_45-64
153106,Izvoarele,tr,Barbati_45-64
153124,Lisa,tr,Barbati_45-64
153151,Lunca,tr,Barbati_45-64
153204,Mavrodin,tr,Barbati_45-64
153240,Magura,tr,Barbati_45-64
153277,Maldaeni,tr,Barbati_45-64
153295,Mereni,tr,Barbati_45-64
153339,Marzanesti,tr,Barbati_45-64
153384,Mosteni,tr,Femei_65_
153400,Nasturelu,tr,Barbati_45-64
153437,Necsesti,tr,Femei_65_
153473,Olteni,tr,Barbati_45-64
153507,Orbeasca,tr,Barbati_45-64
153543,Peretu,tr,Barbati_45-64
153561,Piatra,tr,Barbati_45-64
153589,Pietrosani,tr,Barbati_45-64
153605,Plosca,tr,Barbati_45-64
153623,Plopii-Slavitesti,tr,Femei_65_
153696,Poeni,tr,Barbati_45-64
153776,Vitanesti,tr,Barbati_45-64
153829,Putineiu,tr,Barbati_45-64
153865,Radoiesti,tr,Barbati_45-64
153909,Rasmiresti,tr,Barbati_45-64
153936,Salcia,tr,Femei_65_
153972,Saceni,tr,Femei_65_
154013,Scrioastea,tr,Barbati_45-64
154068,Scurtu Mare,tr,Barbati_45-64
154139,Seaca,tr,Barbati_45-64
154166,Sfintesti,tr,Barbati_45-64
154184,Segarcea-Vale,tr,Barbati_45-64
154228,Silistea,tr,Barbati_45-64
154282,Silistea-Gumesti,tr,Barbati_45-64
154308,Sarbeni,tr,Barbati_45-64
154344,Slobozia Mandra,tr,Barbati_65_
154380,Smardioasa,tr,Barbati_45-64
154415,Stejaru,tr,Femei_65_
154460,Suhaia,tr,Barbati_45-64
154497,Storobaneasa,tr,Barbati_65_
154521,Talpa,tr,Femei_65_
154585,Tatarastii De Jos,tr,Barbati_45-64
154665,Tatarastii De Sus,tr,Barbati_45-64
154709,Toporu,gr,Femei_65_
154736,Traian,tr,Femei_65_
154754,Trivalea-Mosteni,tr,Barbati_45-64
154790,Troianul,tr,Barbati_45-64
154834,Tiganesti,tr,Barbati_45-64
154852,Vedea,tr,Barbati_45-64
154914,Viisoara,tr,Barbati_45-64
154932,Vartoape,tr,Barbati_45-64
154978,Zambreasca,tr,Barbati_65_
154996,Nenciulesti,tr,Barbati_45-64
155083,Beciu,tr,Barbati_45-64
155092,Beuca,tr,Barbati_45-64
155109,Dracea,tr,Femei_65_
155118,Fantanele,tr,Barbati_45-64
155127,Frasinet,tr,Barbati_45-64
155136,Purani,tr,Barbati_45-64
155145,Saelele,tr,Barbati_45-64
155154,Uda-Clocociov,tr,Femei_65_
155243,Municipiul Timisoara,tm,Barbati_45-64
155261,Dumbravita,tm,Barbati_35-44
155289,Ghiroda,tm,Barbati_45-64
155314,Giroc,tm,Barbati_35-44
155350,Municipiul Lugoj,tm,Barbati_45-64
155403,Oras Buzias,tm,Barbati_45-64
155458,Oras Deta,tm,Barbati_45-64
155494,Oras Jimbolia,tm,Barbati_45-64
155528,Oras Sannicolau Mare,tm,Barbati_45-64
155546,Balint,tm,Barbati_45-64
155591,Banloc,tm,Barbati_45-64
155662,Bara,tm,Femei_45-64
155724,Beba Veche,tm,Barbati_45-64
155760,Becicherecu Mic,tm,Barbati_45-64
155797,Belint,tm,Barbati_45-64
155840,Bethausen,tm,Barbati_45-64
155911,Biled,tm,Barbati_45-64
155957,Barna,tm,Barbati_45-64
156035,Bogda,tm,Femei_65_
156106,Boldur,tm,Barbati_45-64
156151,Brestovat,tm,Barbati_45-64
156213,Carpinis,tm,Barbati_45-64
156259,Cenad,tm,Barbati_45-64
156277,Cenei,tm,Barbati_45-64
156311,Cheveresu Mare,tm,Barbati_45-64
156357,Oras Ciacova,tm,Barbati_45-64
156437,Comlosu Mare,tm,Barbati_45-64
156473,Costeiu,tm,Barbati_45-64
156534,Criciova,tm,Barbati_45-64
156589,Curtea,tm,Femei_45-64
156623,Darova,tm,Barbati_45-64
156669,Denta,tm,Barbati_45-64
156712,Dudestii Vechi,tm,Barbati_45-64
156767,Dumbrava,tm,Barbati_45-64
156801,Oras Faget,tm,Barbati_45-64
156927,Fardea,tm,Barbati_45-64
157004,Foeni,tm,Barbati_45-64
157031,Gavojdia,tm,Barbati_45-64
157086,Oras Gataia,tm,Barbati_45-64
157193,Ghizela,tm,Barbati_45-64
157246,Giarmata,tm,Barbati_45-64
157273,Giera,tm,Barbati_45-64
157317,Giulvaz,tm,Barbati_45-64
157362,Jamu Mare,tm,Barbati_45-64
157424,Jebel,tm,Barbati_45-64
157451,Lenauheim,tm,Barbati_45-64
157497,Liebling,tm,Barbati_45-64
157530,Lovrin,tm,Barbati_45-64
157585,Margina,tm,Barbati_45-64
157683,Masloc,tm,Barbati_45-64
157736,Manastiur,tm,Barbati_45-64
157781,Moravita,tm,Barbati_45-64
157834,Mosnita Noua,tm,Barbati_35-44
157898,Nadrag,tm,Barbati_45-64
157923,Nitchidorf,tm,Barbati_45-64
157969,Ohaba Lunga,tm,Femei_45-64
158010,Ortisoara,tm,Barbati_45-64
158065,Peciu Nou,tm,Barbati_45-64
158109,Periam,tm,Barbati_45-64
158136,Pietroasa,tm,Barbati_45-64
158181,Pischia,tm,Barbati_45-64
158243,Racovita,tm,Barbati_45-64
158314,Oras Recas,tm,Barbati_45-64
158396,Remetea Mare,tm,Barbati_45-64
158449,Sacosu Turcesc,tm,Barbati_45-64
158528,Satchinez,tm,Barbati_45-64
158564,Sacalaz,tm,Barbati_45-64
158608,Secas,tm,Barbati_45-64
158653,Sanandrei,tm,Barbati_45-64
158699,Sanmihaiu Roman,tm,Barbati_45-64
158733,Sanpetru Mare,tm,Barbati_45-64
158779,Sag,tm,Barbati_45-64
158804,Stiuca,tm,Barbati_45-64
158859,Teremia Mare,tm,Barbati_45-64
158895,Tomesti,tm,Barbati_45-64
158966,Topolovatu Mare,tm,Barbati_45-64
159035,Tormac,tm,Barbati_45-64
159071,Traian Vuia,tm,Barbati_45-64
159142,Uivar,tm,Barbati_45-64
159213,Varias,tm,Barbati_45-64
159259,Victor Vlad Delamarina,tm,Barbati_45-64
159339,Voiteg,tm,Barbati_45-64
159366,Birda,tm,Barbati_45-64
159375,Checea,tm,Barbati_45-64
159384,Dudestii Noi,tm,Barbati_45-64
159393,Fibis,tm,Barbati_45-64
159400,Ghilad,tm,Barbati_45-64
159419,Gottlob,tm,Barbati_45-64
159428,Iecea Mare,tm,Barbati_45-64
159437,Parta,tm,Barbati_45-64
159446,Padureni,tm,Barbati_45-64
159455,Saravale,tm,Barbati_45-64
159464,Sandra,tm,Barbati_45-64
159473,Tomnatic,tm,Barbati_45-64
159482,Valcani,tm,Barbati_45-64
159491,Livezile,tm,Femei_45-64
159507,Pesac,tm,Barbati_45-64
159516,Bucovat,tm,Barbati_45-64
159525,Otelec,tm,Barbati_45-64
159614,Municipiul Tulcea,tl,Femei_45-64
159650,Oras Babadag,tl,Barbati_45-64
159687,Oras Isaccea,tl,Femei_45-64
159730,Oras Macin,tl,Barbati_45-64
159767,Oras Sulina,tl,Barbati_45-64
159785,Baia,tl,Barbati_45-64
159847,Beidaud,tl,Barbati_45-64
159883,C.a. Rosetti,tl,Barbati_45-64
159945,Carcaliu,tl,Barbati_65_
159963,Casimcea,tl,Barbati_45-64
160047,Ceatalchioi,tl,Barbati_45-64
160092,Ceamurlia De Jos,tl,Barbati_45-64
160127,Cerna,tl,Barbati_45-64
160172,Chilia Veche,tl,Barbati_45-64
160225,Ciucurova,tl,Barbati_45-64
160261,Crisan,tl,Barbati_45-64
160305,Daeni,tl,Barbati_45-64
160323,Dorobantu,tl,Barbati_45-64
160387,Frecatei,tl,Barbati_45-64
160430,Greci,tl,Barbati_45-64
160458,Grindu,tl,Barbati_45-64
160476,Hamcearca,tl,Barbati_45-64
160528,Horia,tl,Barbati_45-64
160564,Izvoarele,tl,Barbati_65_
160617,Jijila,tl,Barbati_45-64
160644,Jurilovca,tl,Barbati_45-64
160680,Luncavita,tl,Barbati_45-64
160724,Mahmudia,tl,Barbati_45-64
160779,Maliuc,tl,Barbati_45-64
160831,Mihai Bravu,tl,Barbati_45-64
160877,Mihail Kogalniceanu,tl,Barbati_45-64
160911,Murighiol,tl,Femei_45-64
160993,Nalbant,tl,Barbati_45-64
161035,Niculitel,tl,Barbati_45-64
161053,Nufaru,tl,Barbati_45-64
161106,Ostrov,tl,Barbati_45-64
161133,Pardina,tl,Barbati_45-64
161151,Peceneaga,tl,Barbati_45-64
161179,Sarichioi,tl,Barbati_45-64
161231,Sfantu Gheorghe,tl,Barbati_45-64
161259,Slava Cercheza,tl,Barbati_45-64
161286,Smardan,tl,Barbati_45-64
161302,Somova,tl,Barbati_45-64
161348,Stejaru,tl,Barbati_45-64
161384,Topolog,tl,Barbati_45-64
161464,Turcoaia,tl,Barbati_45-64
161482,Valea Nucarilor,tl,Barbati_45-64
161525,I.c.bratianu,tl,Barbati_45-64
161543,Vacareni,tl,Barbati_45-64
161552,Bestepe,tl,Barbati_45-64
161561,Valea Teilor,tl,Barbati_45-64
161794,Municipiul Barlad,vs,Femei_45-64
161829,Municipiul Husi,vs,Femei_45-64
161856,Oras Negresti,vs,Barbati_45-64
161945,Municipiul Vaslui,vs,Femei_45-64
162014,Albesti,vs,Barbati_45-64
162069,Alexandru Vlahuta,vs,Barbati_45-64
162149,Arsura,vs,Barbati_45-64
162194,Banca,vs,Barbati_45-64
162327,Bacani,vs,Barbati_45-64
162381,Bacesti,vs,Barbati_45-64
162452,Balteni,vs,Barbati_45-64
162498,Berezeni,vs,Barbati_45-64
162559,Blagesti,vs,Barbati_45-64
162595,Bogdana,vs,Barbati_45-64
162693,Bogdanesti,vs,Barbati_45-64
162791,Bogdanita,vs,Barbati_45-64
162871,Botesti,vs,Barbati_45-64
162924,Bunesti-Averesti,vs,Barbati_45-64
163002,Codaesti,vs,Barbati_45-64
163057,Coroiesti,vs,Barbati_45-64
163137,Costesti,vs,Barbati_45-64
163208,Cretesti,vs,Barbati_45-64
163253,Danesti,vs,Barbati_45-64
163324,Deleni,vs,Barbati_45-64
163379,Delesti,vs,Barbati_45-64
163486,Dragomiresti,vs,Barbati_45-64
163618,Dranceni,vs,Barbati_45-64
163681,Duda-Epureni,vs,Barbati_45-64
163734,Dumesti,vs,Barbati_45-64
163789,Epureni,vs,Barbati_45-64
163832,Falciu,vs,Barbati_45-64
163903,Gagesti,vs,Barbati_45-64
163967,Gherghesti,vs,Barbati_45-64
164062,Garceni,vs,Barbati_45-64
164133,Grivita,vs,Barbati_45-64
164197,Hoceni,vs,Barbati_45-64
164277,Dimitrie Cantemir,vs,Barbati_45-64
164339,Iana,vs,Barbati_45-64
164393,Ivanesti,vs,Barbati_45-64
164543,Ivesti,vs,Barbati_45-64
164598,Laza,vs,Barbati_45-64
164687,Lipovat,vs,Barbati_45-64
164749,Lunca Banului,vs,Barbati_45-64
164829,Malusteni,vs,Barbati_45-64
164892,Miclesti,vs,Barbati_45-64
164936,Muntenii De Jos,vs,Barbati_45-64
164981,Oras Murgeni,vs,Barbati_45-64
165069,Oltenesti,vs,Barbati_45-64
165130,Osesti,vs,Barbati_45-64
165185,Padureni,vs,Barbati_45-64
165274,Perieni,vs,Barbati_45-64
165336,Poienesti,vs,Barbati_45-64
165416,Pogana,vs,Barbati_45-64
165470,Puiesti,vs,Barbati_45-64
165611,Pungesti,vs,Barbati_45-64
165719,Rebricea,vs,Barbati_45-64
165817,Rosiesti,vs,Barbati_45-64
165899,Solesti,vs,Barbati_45-64
165979,Stanilesti,vs,Barbati_45-64
166057,Stefan Cel Mare,vs,Barbati_45-64
166137,Suletea,vs,Barbati_45-64
166182,Tanacu,vs,Barbati_45-64
166235,Tacuta,vs,Barbati_45-64
166315,Tatarani,vs,Barbati_45-64
166413,Todiresti,vs,Barbati_45-64
166529,Tutova,vs,Barbati_45-64
166636,Valeni,vs,Barbati_45-64
166672,Vetrisoaia,vs,Femei_65_
166707,Viisoara,vs,Barbati_45-64
166770,Vinderei,vs,Barbati_45-64
166869,Voinesti,vs,Barbati_45-64
166985,Vulturesti,vs,Barbati_45-64
167035,Vutcani,vs,Barbati_45-64
167071,Zapodeni,vs,Barbati_45-64
167179,Zorleni,vs,Barbati_45-64
167222,Ibanesti,vs,Barbati_45-64
167231,Fruntiseni,vs,Barbati_45-64
167240,Rafaila,vs,Barbati_45-64
167259,Pogonesti,vs,Barbati_45-64
167268,Ciocani,vs,Barbati_45-64
167277,Cozmesti,vs,Barbati_45-64
167286,Dodesti,vs,Barbati_45-64
167295,Feresti,vs,Barbati_45-64
167302,Muntenii De Sus,vs,Barbati_45-64
167311,Pochidia,vs,Barbati_45-64
167320,Puscasi,vs,Barbati_45-64
167473,Municipiul Ramnicu Valcea,vl,Femei_45-64
167641,Oras Baile Govora,vl,Barbati_45-64
167696,Oras Baile Olanesti,vl,Barbati_45-64
167794,Oras Brezoi,vl,Barbati_45-64
167909,Oras Calimanesti,vl,Femei_45-64
167981,Municipiul Dragasani,vl,Femei_45-64
168041,Oras Horezu,vl,Femei_45-64
168130,Oras Ocnele Mari,vl,Barbati_45-64
168229,Alunu,vl,Barbati_45-64
168309,Amarasti,vl,Barbati_45-64
168372,Oras Babeni,vl,Barbati_45-64
168452,Oras Balcesti,vl,Barbati_45-64
168559,Barbatesti,vl,Barbati_45-64
168602,Oras Berbesti,vl,Barbati_45-64
168675,Berislavesti,vl,Barbati_45-64
168755,Boisoara,vl,Barbati_45-64
168791,Budesti,vl,Barbati_45-64
168880,Bujoreni,vl,Barbati_45-64
168960,Bunesti,vl,Barbati_45-64
169039,Cernisoara,vl,Barbati_45-64
169119,Caineni,vl,Barbati_45-64
169182,Copaceni,vl,Barbati_45-64
169253,Costesti,vl,Barbati_45-64
169306,Creteni,vl,Barbati_45-64
169351,Daesti,vl,Barbati_45-64
169404,Danicei,vl,Barbati_45-64
169547,Dragoesti,vl,Barbati_45-64
169583,Fauresti,vl,Barbati_45-64
169681,Fartatesti,vl,Barbati_45-64
169896,Francesti,vl,Barbati_45-64
169994,Galicea,vl,Barbati_45-64
170097,Ghioroiu,vl,Barbati_45-64
170168,Glavile,vl,Barbati_65_
170220,Golesti,vl,Barbati_45-64
170346,Gradistea,vl,Barbati_45-64
170444,Gusoeni,vl,Barbati_45-64
170514,Ionesti,vl,Barbati_45-64
170612,Lalosu,vl,Barbati_45-64
170685,Ladesti,vl,Barbati_45-64
170792,Lapusata,vl,Barbati_45-64
170872,Livezi,vl,Barbati_45-64
170952,Lungesti,vl,Barbati_45-64
171021,Malaia,vl,Barbati_45-64
171067,Mateesti,vl,Barbati_45-64
171101,Maciuca,vl,Barbati_45-64
171209,Madulari,vl,Femei_65_
171272,Maldaresti,vl,Barbati_45-64
171325,Mihaesti,vl,Barbati_45-64
171469,Milcoiu,vl,Barbati_45-64
171539,Muereasca,vl,Barbati_45-64
171628,Nicolae Balcescu,vl,Barbati_45-64
171806,Olanu,vl,Barbati_45-64
171879,Orlesti,vl,Barbati_45-64
171931,Otesani,vl,Barbati_45-64
171995,Pausesti,vl,Barbati_45-64
172082,Pausesti-Maglasi,vl,Barbati_45-64
172153,Perisani,vl,Barbati_45-64
172279,Pesceana,vl,Barbati_45-64
172340,Pietrari,vl,Barbati_45-64
172377,Popesti,vl,Barbati_45-64
172457,Prundeni,vl,Barbati_45-64
172509,Racovita,vl,Barbati_45-64
172581,Roesti,vl,Barbati_45-64
172698,Rosiile,vl,Barbati_45-64
172812,Runcu,vl,Barbati_45-64
172894,Salatrucel,vl,Barbati_45-64
172947,Scundu,vl,Barbati_45-64
172992,Sinesti,vl,Barbati_45-64
173061,Slatioara,vl,Barbati_45-64
173132,Stanesti,vl,Barbati_45-64
173230,Stoenesti,vl,Barbati_45-64
173374,Stoilesti,vl,Barbati_45-64
173533,Stroesti,vl,Barbati_45-64
173597,Sutesti,vl,Barbati_45-64
173686,Sirineasa,vl,Barbati_45-64
173748,Stefanesti,vl,Barbati_45-64
173793,Susani,vl,Barbati_45-64
173855,Tetoiu,vl,Barbati_45-64
173935,Tomsani,vl,Barbati_45-64
174021,Vaideeni,vl,Barbati_45-64
174085,Valea Mare,vl,Barbati_45-64
174156,Vladesti,vl,Barbati_45-64
174218,Voicesti,vl,Barbati_45-64
174254,Voineasa,vl,Barbati_45-64
174290,Zatreni,vl,Barbati_45-64
174496,Titesti,vl,Femei_65_
174502,Diculesti,vl,Barbati_45-64
174511,Lacusteni,vl,Barbati_45-64
174520,Mitrofani,vl,Barbati_45-64
174744,Municipiul Focsani,vn,Femei_45-64
174780,Campineanca,vn,Barbati_45-64
174824,Golesti,vn,Barbati_45-64
174860,Municipiul Adjud,vn,Femei_45-64
174922,Oras Marasesti,vn,Barbati_45-64
175019,Oras Odobesti,vn,Femei_45-64
175055,Oras Panciu,vn,Femei_45-64
175126,Andreiasu De Jos,vn,Barbati_45-64
175206,Balesti,vn,Femei_65_
175224,Barsesti,vn,Femei_65_
175260,Boghesti,vn,Barbati_45-64
175368,Bolotesti,vn,Barbati_45-64
175439,Bordesti,vn,Barbati_45-64
175466,Brosteni,vn,Barbati_45-64
175509,Chiojdeni,vn,Barbati_45-64
175590,Ciorasti,vn,Femei_65_
175670,Campuri,vn,Barbati_45-64
175732,Carligele,vn,Barbati_45-64
175787,Corbita,vn,Barbati_45-64
175885,Cotesti,vn,Barbati_45-64
175938,Dumbraveni,vn,Barbati_45-64
175983,Dumitresti,vn,Barbati_45-64
176150,Fitionesti,vn,Barbati_45-64
176212,Garoafa,vn,Barbati_45-64
176301,Gugesti,vn,Barbati_45-64
176338,Gura Calitei,vn,Barbati_45-64
176445,Homocea,vn,Barbati_45-64
176506,Jaristea,vn,Barbati_45-64
176551,Jitia,vn,Barbati_45-64
176613,Maicanesti,vn,Femei_65_
176686,Mera,vn,Barbati_45-64
176748,Milcovul,vn,Barbati_45-64
176793,Movilita,vn,Barbati_45-64
176855,Nanesti,vn,Barbati_45-64
176891,Naruja,vn,Barbati_45-64
176944,Nereju,vn,Barbati_45-64
177003,Nistoresti,vn,Barbati_45-64
177101,Paltin,vn,Barbati_45-64
177236,Paunesti,vn,Barbati_45-64
177263,Poiana Cristei,vn,Barbati_45-64
177352,Pufesti,vn,Barbati_45-64
177405,Racoasa,vn,Barbati_45-64
177469,Reghiu,vn,Barbati_45-64
177557,Ruginesti,vn,Barbati_45-64
177600,Sihlea,vn,Barbati_45-64
177655,Slobozia Bradului,vn,Barbati_45-64
177726,Slobozia Ciorasti,vn,Femei_45-64
177762,Soveja,vn,Femei_45-64
177799,Straoane,vn,Barbati_45-64
177842,Suraia,vn,Femei_45-64
177879,Tanasoaia,vn,Barbati_45-64
177986,Tataranu,vn,Barbati_45-64
178046,Tamboesti,vn,Barbati_45-64
178117,Tulnici,vn,Barbati_45-64
178180,Tifesti,vn,Barbati_45-64
178279,Urechesti,vn,Femei_45-64
178313,Valea Sarii,vn,Femei_45-64
178377,Vidra,vn,Barbati_45-64
178475,Vintileasca,vn,Barbati_45-64
178545,Vizantea-Livezi,vn,Femei_65_
178607,Vanatori,vn,Barbati_45-64
178689,Vartescoiu,vn,Barbati_45-64
178750,Vrancioaia,vn,Barbati_45-64
178821,Vulturu,vn,Barbati_65_
178885,Negrilesti,vn,Femei_65_
178894,Ploscuteni,vn,Barbati_45-64
178901,Popesti,vn,Barbati_45-64
178910,Paulesti,vn,Barbati_65_
178929,Biliesti,vn,Barbati_45-64
178938,Gologanu,vn,Barbati_45-64
178947,Obrejita,vn,Barbati_45-64
178956,Rastoaca,vn,Barbati_45-64
178965,Spulber,vn,Barbati_45-64
179132,Municipiul Bucuresti,b,Femei_45-64
179221,Oras Bragadiru,if,Barbati_45-64
179249,Chiajna,if,Barbati_35-44
179285,Oras Chitila,if,Barbati_45-64
179310,Dobroesti,if,Barbati_45-64
179347,Glina,if,Barbati_45-64
179383,Jilava,if,Barbati_45-64
179409,Oras Magurele,if,Barbati_45-64
179463,Mogosoaia,if,Barbati_45-64
179481,Oras Otopeni,if,Barbati_45-64
179515,Oras Pantelimon,if,Barbati_45-64
179533,Oras Popesti Leordeni,if,Barbati_45-64
179551,Oras Voluntari,if,Barbati_45-64
179588,Copaceni,if,Barbati_45-64
179604,Poienile Izei,mm,Barbati_45-64
179613,Sieu,mm,Barbati_45-64
179622,Grosii Tiblesului,mm,Barbati_45-64
179631,Treznea,sj,Femei_45-64
179640,Vulcana-Pandele,db,Femei_45-64
179659,Negrilesti,bn,Barbati_45-64
179677,Camin,sm,Femei_45-64
179686,Dumitrita,bn,Barbati_45-64
179695,Simisna,sj,Femei_65_
179702,Traian,il,Barbati_45-64
179711,Vladeni,db,Barbati_45-64
179720,Poiana Ilvei,bn,Barbati_45-64
179739,Malu,gr,Barbati_45-64
179748,Cosoba,gr,Barbati_45-64
179757,Herasti,gr,Barbati_45-64
179766,Isvoarele,gr,Barbati_45-64
179775,Sabareni,gr,Barbati_45-64
179784,Boranesti,il,Barbati_45-64
179793,Buesti,il,Barbati_45-64
179800,Maia,il,Barbati_45-64
179819,Ograda,il,Barbati_45-64
179828,Rosiori,il,Barbati_45-64
179837,Coas,mm,Barbati_45-64
179846,Coltau,mm,Barbati_45-64
179855,Gardani,mm,Barbati_45-64
179864,Oncesti,mm,Barbati_45-64
179873,Agris,sm,Barbati_45-64
179882,Ciumesti,sm,Barbati_45-64
179891,Raciu,db,Barbati_45-64
179908,Pietrari,db,Barbati_45-64
179917,Rau Alb,db,Barbati_45-64
179926,Rascaeti,db,Barbati_45-64
179935,Persinari,db,Barbati_45-64
179944,Runcu Salvei,bn,Barbati_45-64
179953,Ciceu- Mihaiesti,bn,Barbati_45-64
179962,Galbinasi,cl,Barbati_45-64
179971,Colelia,il,Femei_65_
179980,Marculesti,il,Barbati_45-64
179999,Moldoveni,il,Barbati_45-64
180000,Platonesti,il,Barbati_45-64
180019,Sarateni,il,Barbati_45-64
180028,Porumbesti,sm,Barbati_45-64
180037,Boghis,sj,Femei_45-64
180046,Gura Ialomitei,il,Barbati_45-64
180055,Crivat,cl,Barbati_45-64
180064,Barbulesti,il,Barbati_45-64
180091,Racsa,sm,Femei_45-64
