Date,Open,High,Low,Close,Volume
2024-07-01,193.49000549316406,198.3000030517578,192.82000732421875,197.1999969482422,41192000
2024-07-02,197.27999877929688,200.42999267578125,195.92999267578125,200.0,45600000
2024-07-03,199.94000244140625,200.02999877929688,196.75999450683594,197.58999633789062,31597900
2024-07-05,198.64999389648438,200.5500030517578,198.1699981689453,200.0,39858900
2024-07-08,200.0399932861328,201.1999969482422,197.9600067138672,199.2899932861328,34767300
2024-07-09,199.39999389648438,200.57000732421875,199.0500030517578,199.33999633789062,32700100
2024-07-10,200.0,200.11000061035156,197.69000244140625,199.7899932861328,32883800
2024-07-11,200.08999633789062,200.27000427246094,192.86000061035156,195.0500030517578,44565000
2024-07-12,194.8000030517578,196.47000122070312,193.8300018310547,194.49000549316406,30598500
2024-07-15,194.55999755859375,196.19000244140625,190.8300018310547,192.72000122070312,40683200
2024-07-16,195.58999633789062,196.6199951171875,192.24000549316406,193.02000427246094,33994700
2024-07-17,191.35000610351562,191.5800018310547,185.99000549316406,187.92999267578125,48076100
2024-07-18,189.58999633789062,189.67999267578125,181.4499969482422,183.75,51043600
2024-07-19,181.13999938964844,184.92999267578125,180.11000061035156,183.1300048828125,43081800
2024-07-22,185.0,185.05999755859375,182.47999572753906,182.5500030517578,39931900
2024-07-23,184.10000610351562,189.38999938964844,183.55999755859375,186.41000366210938,47537700
2024-07-24,183.1999969482422,185.4499969482422,180.41000366210938,180.8300018310547,41532400
2024-07-25,182.91000366210938,183.89999389648438,176.8000030517578,179.85000610351562,44464200
2024-07-26,180.38999938964844,183.19000244140625,180.24000549316406,182.5,29506000
2024-07-29,183.83999633789062,184.75,182.3800048828125,183.1999969482422,33270100
2024-07-30,184.72000122070312,185.86000061035156,179.3800048828125,181.7100067138672,39508600
2024-07-31,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753906,41667300
2024-08-01,189.2899932861328,190.60000610351562,181.8699951171875,184.07000732421875,70435600
2024-08-02,166.75,168.77000427246094,160.5500030517578,167.89999389648438,141448400
2024-08-05,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,83149400
2024-08-06,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,59950800
2024-08-07,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,48408200
2024-08-08,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,44616200
2024-08-09,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,36401000
2024-08-12,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,30072800
2024-08-13,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,39237900
2024-08-14,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,28843800
2024-08-15,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,51698500
2024-08-16,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,31489200
