Date,Open,High,Low,Close,Volume
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402900
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046200
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,37369800
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412400
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085900
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,48076100
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627700
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710600
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046500
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631300
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,43234300
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345900
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034600
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,49151500
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311800
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62501000
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568600
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,119548600
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660500
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516400
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161100
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201600
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028100
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155300
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414000
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,44340200
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687800
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299000
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765500
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695300
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,38677300
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,30602200
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,35934600
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052200
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906300
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,52990800
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,45519300
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,54541900
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,39505400
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,31855700
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,33591100
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,28183500
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,31759200
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,39882100
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,64751400
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,34082200
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,32993800
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235.0,46431500
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,36254500
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,38846600
2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,52287000
2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,31109500
