Date,Open,High,Low,Close,Volume
2024-07-01,201.02000427246094,213.22999572753906,200.85000610351562,209.86000061035156,135691400
2024-07-02,218.88999938964844,231.3000030517578,218.05999755859375,231.25999450683594,205047900
2024-07-03,234.55999755859375,248.35000610351562,234.25,246.38999938964844,166561500
2024-07-05,249.80999755859375,252.3699951171875,242.4600067138672,251.52000427246094,154501200
2024-07-08,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600
2024-07-09,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900
2024-07-10,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400
2024-07-11,263.29998779296875,271.0,239.64999389648438,241.02999877929688,221707300
2024-07-12,235.8000030517578,251.83999633789062,233.08999633789062,248.22999572753906,155955800
2024-07-15,255.97000122070312,265.6000061035156,251.72999572753906,252.63999938964844,146912900
2024-07-16,255.30999755859375,258.6199951171875,245.8000030517578,256.55999755859375,126332500
2024-07-17,252.72999572753906,258.4700012207031,246.17999267578125,248.5,115584800
2024-07-18,251.08999633789062,257.1400146484375,247.1999969482422,249.22999572753906,110869000
2024-07-19,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900
2024-07-22,244.2100067138672,253.2100067138672,243.75,251.50999450683594,101225400
2024-07-23,253.60000610351562,255.75999450683594,245.6300048828125,246.3800048828125,111928200
2024-07-24,225.4199981689453,225.99000549316406,214.7100067138672,215.99000549316406,167942900
2024-07-25,216.8000030517578,226.0,216.22999572753906,220.25,100636500
2024-07-26,221.19000244140625,222.27999877929688,215.3300018310547,219.8000030517578,94604100
2024-07-29,224.89999389648438,234.27000427246094,224.6999969482422,232.10000610351562,129201800
2024-07-30,232.25,232.41000366210938,220.0,222.6199951171875,100560300
2024-07-31,227.89999389648438,234.67999267578125,226.7899932861328,232.07000732421875,67497000
2024-08-01,227.69000244140625,231.8699951171875,214.3300018310547,216.86000061035156,83861900
2024-08-02,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453,82880100
2024-08-05,185.22000122070312,203.8800048828125,182.0,198.8800048828125,100308800
2024-08-06,200.75,202.89999389648438,192.6699981689453,200.63999938964844,73783900
2024-08-07,200.77000427246094,203.49000549316406,191.47999572753906,191.75999450683594,71159800
2024-08-08,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789062,65033900
2024-08-09,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300
2024-08-12,199.02000427246094,199.25999450683594,194.6699981689453,197.49000549316406,64044900
2024-08-13,198.47000122070312,208.49000549316406,197.05999755859375,207.8300018310547,76247400
2024-08-14,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000
2024-08-15,205.02000427246094,215.8800048828125,204.82000732421875,214.13999938964844,89848500
2024-08-16,211.14999389648438,219.8000030517578,210.8000030517578,216.1199951171875,88765100
2024-08-19,217.07000732421875,222.97999572753906,214.08999633789062,222.72000122070312,76435200
2024-08-20,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562,74001200
2024-08-21,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094,70146000
2024-08-22,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938,79514500
2024-08-23,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875,81525200
2024-08-26,218.75,219.08999633789062,211.00999450683594,213.2100067138672,59301200
2024-08-27,213.25,215.66000366210938,206.94000244140625,209.2100067138672,62821400
2024-08-28,209.72000122070312,211.83999633789062,202.58999633789062,205.75,64116400
2024-08-29,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800
2024-08-30,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,63370600
2024-09-03,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,76714200
2024-09-04,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,80651800
2024-09-05,223.49000549316406,235.0,222.25,230.1699981689453,119355000
2024-09-06,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,112177000
2024-09-09,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,67443500
2024-09-10,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,78891100
2024-09-11,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600
2024-09-12,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,72020000
2024-09-13,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100
2024-09-16,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,54323000
2024-09-17,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600
2024-09-18,230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,78010200
2024-09-19,234.0,244.24000549316406,232.1300048828125,243.9199981689453,102694600
2024-09-20,241.52000427246094,243.99000549316406,235.9199981689453,238.25,99879100
2024-09-23,242.61000061035156,250.0,241.9199981689453,250.0,86927200
2024-09-24,254.0800018310547,257.19000244140625,249.0500030517578,254.27000427246094,88491000
2024-09-25,252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300
2024-09-26,260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200
2024-09-27,257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100
2024-09-30,259.0400085449219,264.8599853515625,255.77000427246094,261.6300048828125,80705700
2024-10-01,262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600
2024-10-02,247.5500030517578,251.16000366210938,241.5,249.02000427246094,93983900
2024-10-03,244.47999572753906,249.7899932861328,237.80999755859375,240.66000366210938,80729200
2024-10-04,246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200
2024-10-07,249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300
2024-10-08,243.55999755859375,246.2100067138672,240.55999755859375,244.5,56303200
2024-10-09,243.82000732421875,247.42999267578125,239.50999450683594,241.0500030517578,66289500
2024-10-10,241.80999755859375,242.7899932861328,232.33999633789062,238.77000427246094,83087100
2024-10-11,220.1300048828125,223.33999633789062,214.3800048828125,217.8000030517578,142628900
2024-10-14,220.1300048828125,221.91000366210938,213.74000549316406,219.16000366210938,86291900
2024-10-15,220.00999450683594,224.25999450683594,217.1199951171875,219.57000732421875,62988800
2024-10-16,221.39999389648438,222.82000732421875,218.92999267578125,221.3300018310547,49632800
2024-10-17,221.58999633789062,222.0800018310547,217.89999389648438,220.88999938964844,50791800
2024-10-18,220.7100067138672,222.27999877929688,219.22999572753906,220.6999969482422,49611900
2024-10-21,218.89999389648438,220.47999572753906,215.72999572753906,218.85000610351562,47329000
2024-10-22,217.30999755859375,218.22000122070312,215.25999450683594,217.97000122070312,43268700
