,0,1,2,3,4,5,6
0,0.9231643413014147,-9.72106056747561,0.1420854656464782,0.0,0.0,0.0,0.0
1,-0.14490343798585498,0.4967180846708549,-0.9723243544851158,0.0,0.0,0.0,0.0
2,-0.035961093265701405,0.10372614113107927,0.4472479294691996,0.0,0.0,0.0,0.0
3,1.0949059134581205,0.20547281827440084,0.3092476425846633,0.0,0.0,0.0,0.0
4,0.8065110981347404,0.18448776404129724,0.557681108417852,0.0,0.0,0.0,0.0
5,0.07781054519099785,0.10675348585575409,0.15138002068585232,0.0,0.0,0.0,0.0
6,1.117861227896289,0.19882337735588296,-0.03443992662683512,0.0,0.0,0.0,0.0
7,0.4583759217700775,0.13765966480269942,-0.025478896428715293,0.0,0.0,0.0,0.0
8,1.4324042319891528,0.2279955480006162,-0.03871391018764424,0.0,0.0,0.0,0.0
9,0.09581399087673925,0.10403399715262485,-0.02055243577765502,0.0,0.0,0.0,0.0
10,-0.2222094337316646,0.07453903623803519,-0.01623116055787507,0.0,0.0,0.0,0.0
11,-0.2678355714277047,0.07030745754321073,-0.015611196482797877,0.0,0.0,0.0,0.0
12,-0.24417958823607505,0.07250142265912181,-0.01593263196872487,0.0,0.0,0.0,0.0
13,-0.25298940266606196,0.07168435978836465,-0.015812924960577214,0.0,0.0,0.0,0.0
14,-0.11111846164170458,0.11240925046622662,1.1002603289381252,0.0,0.0,0.0,0.0
15,-0.22596176209999247,0.07419102797826693,-0.016180174239496897,0.0,0.0,0.0,0.0
16,-0.0746722328146669,0.08822231752416504,-0.018235883483797413,0.0,0.0,0.0,0.0
17,-0.2862709238460113,0.06859767783218727,-0.01536069848367912,0.0,0.0,0.0,0.0
18,-0.25462084978272576,0.07153305184933709,-0.01579075699562754,0.0,0.0,0.0,0.0
19,-0.2843675688765692,0.06877420376106191,-0.015386561108956068,0.0,0.0,0.0,0.0
20,-0.24929145586828938,0.07202732445016786,-0.015863172346552292,0.0,0.0,0.0,0.0
21,-0.3238485890998423,0.06511255163657524,-0.014850096367359962,0.0,0.0,0.0,0.0
22,-0.16516316621897442,0.07982977050605312,-0.01700630038451913,0.0,0.0,0.0,0.0
23,-0.27267553120714266,0.06985857732408725,-0.015545431521585397,0.0,0.0,0.0,0.0
24,-0.23558730008830975,0.07329831113800417,-0.016049383248525794,0.0,0.0,0.0,0.0
25,-0.22297077571944124,0.07446842586648335,-0.016220815507803327,0.0,0.0,0.0,0.0
