Judet,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
ab,0.7330096153846154,0.6339397435897437,1.972082243589744,1.9677360897435903,8.05110982051282,2.2973080551282052,0.5903390057692308,2.424557692307692
ar,2.029457142857143,2.029457142857143,6.764857142857142,6.764857142857142,27.05942857142857,1.3529714285714287,2.029457142857143,6.764857142857142
