,Medii,Abateri,Coeficienti
NrMedici_Privat,6.637535366237032,86.8340770829891,13.082277124229815
NrMedici_Public,10.276956931782458,163.64954021589915,15.923929749067794
PersonalMediu_privat,14.27349889971707,133.0530490220897,9.321684189482585
PersonalMediu_public,27.410562716127004,305.1703245447263,11.133311187558341
MediciFamilie,3.748821125432254,33.73769660708859,8.999548252171808
