Varianta factorilor,Procent varianta extrasa,Procent varianta cumulata
5.5707129240646145,39.79080660046153,39.79080660046153
5.441750204329067,38.86964431663619,78.66045091709772
2.130754878903041,15.219677706450293,93.88012862354802
