CountryCode,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
DEU,0.802887821966146,1.5120179413797548,0.6338822200700901,-0.037197166822462144,-1.5225512759585922,0.6676912225166802,-0.0034327276790273027,-0.05209072563099931,-0.320203338417757,-0.23380644939091355,-0.07311155879401003,-0.6890695708888958,1.3188375000111139,0.3171418564963481,-1.121001125892885,0.7357693865628084,-1.2546915484306322,0.691014790628103,0.5354820918581459,-0.49999281684665686,-0.48799889894904785,0.07300179349031671,0.0
DMA,-0.04515441842538851,-0.04988416049027358,0.2838478882456745,0.5607481323412813,-0.6282180307748311,0.4068021068994751,-0.9203038883910745,-0.6518757945513851,0.31921884871056166,0.9579056303962628,-0.44705087466543975,-0.034561916758189024,-0.9606877133240133,-0.4490064252046353,-0.913229475976602,-0.14964702120007983,0.6088687766639148,0.04429880647219218,-0.4292142680341774,-0.325232565650652,0.27165720916592695,-0.6270440581697144,0.0
DNK,1.6593985286443187,1.7283075863510418,0.09825405546989849,-0.23508122340672916,0.12917097563458035,1.261309168634487,-0.2422371678031671,0.03361144846116421,0.08504783059174338,-0.088419516665665,0.9630493461309168,-0.7505859367911989,1.2180808685572748,-0.33443517365805636,0.5932035416902902,-0.36925057425544155,1.155335052516187,0.3310339530870114,-0.27700050216858213,-0.5367930753903893,1.0416531228577728,0.5883881238449721,0.0
DOM,-0.5572579071451549,-0.29019054096359137,0.2927899377847343,0.8612232319038504,0.22251361807632822,-0.508432918086741,-0.48432605180941873,0.22635624666643817,0.16774565444705727,-0.5909863350082344,-0.8544753905746353,0.23650711475291467,-0.29308669933322035,0.027822679870397566,0.42634510730490094,0.6280994287186895,0.7302999039117244,-0.4466765161797661,0.3764078905150337,0.7067785912296491,0.25444011430243957,-0.13314280645742244,0.0
DZA,-0.7019427696712772,-0.2681270881994796,-0.11694481618832626,-0.12139459970706683,-0.6451405571802338,-0.12016290592623992,0.12917462726229262,0.34746023905244633,0.28416398284353317,-0.817492988957773,0.1728135999214079,0.17016480463783581,0.060634394334043704,0.19187517620567326,0.23304561243639207,-0.1853498970088602,0.687068159470204,0.3835508666374398,-0.23547723604769494,-0.3938614989206598,-1.3987875805422882,-1.3321002527231247,0.0
ECU,-0.6388980684060543,-0.0926816366308886,0.32201684914581524,0.31086150959053493,0.31790744069699894,-0.8288527857328624,-0.3499252731474457,1.1016096198943581,-0.10489638373307583,-0.1922498973175343,-0.09378418685874511,-0.005286465379013683,-0.31446245086094105,0.01081097626280601,0.18122549412835198,-0.28527948101172845,0.12545676923935742,0.10815684035834466,-0.5238336298271359,0.172833059411412,-0.07520605799652218,-0.07921269963551879,0.0
EGY,-0.4303747196270106,-0.3262789862859006,-0.16912458333876487,0.18501609545542175,-0.6474315097822188,-0.33668423155397376,0.4604203479253125,0.5582639341284071,0.7056864212610177,-0.6014791884493113,-0.18002037213263503,-0.45508661049646537,-0.47071563212861156,0.5802921052093314,0.28389056689510284,0.08886756130865438,0.1710043023604839,-0.4080813645065242,0.1269912394133438,-0.013749840980878968,2.274111633554574,1.3046782427669776,0.0
ERI,-0.9554177464309328,-0.31714211956464883,-0.4093770042734612,-1.3260985534874257,0.35163035399689835,0.14751203466555116,1.0245659653640553,-0.3902939349775628,-0.1462450663243048,0.18739975927425706,-0.09122065060554085,0.058944489644890415,0.7403371760992693,1.0468117524147784,-0.45637874793223543,0.19651678734964112,-0.7319950646087958,-0.4128408652407985,-0.3156928680635067,-0.23157486509521932,0.3284164577740048,0.4061510574879307,0.0
ESP,0.4552100447598418,0.9728189799602304,0.6479639294029663,1.0718125677712715,-0.38693722873598074,1.0098045791336532,-0.6729479874050261,0.16132246885786286,1.037712015499777,-1.696034192996862,-0.5253830668606501,0.8690750469272958,0.6359397541693852,1.676835124485856,0.49441855064199003,0.2824664171343896,-1.2748533422122958,-0.22481780730100182,-0.6520057598140154,0.05984248824337932,-0.5534211063450155,-0.1490667793751955,0.0
EST,1.5007941659505462,0.32484162602783984,-0.6189158858076076,0.29778647586617407,0.56165726117631,0.26991663827933193,-0.6205100029918504,0.41744657400683627,-0.48675722589186887,-0.19558193687124806,0.5635799588259304,0.5856897086265761,-2.353916847877341,0.3862647827228789,-1.4191001536882732,0.3822700908245657,-0.6567384172221319,1.124132250045235,-1.4730586704345525,1.909056529614254,-0.18413562922966517,-0.12909978925646753,0.0
ETH,-0.849006792236142,-0.28423459076784147,-0.6642905502518437,-1.5042843262210928,-0.7332974023831307,0.5208706154588485,0.3362162318789526,-0.7573036786768133,-0.18704072862381366,-0.04087079512272947,0.2990726938230416,-0.1727835950167894,0.46287269822850186,-0.08276906953897174,0.27836533694273174,-0.2570319813709649,0.5644604355628264,0.12261289812172499,-0.6065588820038172,-0.5629198849279722,-0.1895846694184424,-0.16800994920052495,0.0
FIN,1.4308347593809976,1.3471756024349333,0.26365960868590643,-0.2891785335477514,-1.29557116828975,1.1738286157486972,-0.041050796703202254,0.37564600028903605,0.5198887338568967,-0.9878345637855183,0.8426898036119299,-0.3100121407465298,0.06330816499663307,-0.3115965110404543,-0.6069982960040389,0.7049227005517903,0.16157194157304242,0.16303835350370743,1.0197264488367368,0.8653577015471532,0.37123168831180153,-0.02552943288099221,0.0
FJI,-0.6329967892592648,-0.1309731128031685,0.1855138705510621,0.10903252163388368,-0.2870352981663776,0.04003780721622695,-0.21465736741085228,0.1464592889608347,0.23238744769587552,-0.6038628505520212,-0.1993765723281134,-0.2553838116865894,-0.35993411567681605,-0.6649313857025356,-0.04954552022166076,1.0431482714517264,0.5419236171718625,-0.11928410674927896,0.2952474430660978,0.44825423193002734,-0.21831137464929734,-0.5464415945910497,0.0
FRA,0.8538583523377402,1.7002593460520503,0.7089266880371979,-0.1478061327679864,-0.5808370798918207,1.0314541880079717,0.037554761550373274,0.36514809061538694,-0.008138914079662624,0.31460628609520414,-0.007268968074312066,-0.559716363806492,1.4826478825608982,1.5053498671266732,-0.9272205127556629,0.21278827282471288,-0.7887156878743906,1.366355671864734,0.6172220662964267,-0.2923392495271219,0.032918595151123387,0.35734379825016577,0.0
FRO,5.425045327893257,-8.599938687536023,7.784312538143422,-3.903299481201033,-0.6853228882836824,0.9453629732616309,-0.9133037014233879,1.117900859322362,-0.7472617365221014,-0.5513279748603963,-0.6339697317650578,-0.17944469618009962,0.8154916027408741,0.3705695604972635,1.2511085488262914,0.14045211103585073,-0.23029535594413367,0.02790039266723701,0.20845554578161035,-0.4734079742091107,0.2399279603807933,0.14606985205988346,0.0
GAB,-0.8979614906540959,-0.3545320361279508,0.018443623188987807,0.24533674787928583,-0.28441194055452057,0.8636575200755505,0.2043812395788869,-0.6687027492142941,0.3129458772213861,-0.846538150956527,-0.1367451950474452,1.144564098652569,0.5108110666879718,0.2032370184212012,1.0574236987722414,0.6051397338587884,0.8805147746609854,-0.22099829866127976,-0.2753142900880902,-0.10686571899337514,-0.7834349819895282,-0.4811355139506859,0.0
