,RN,RM,RMI,Emigranti,Imigranti,RS,Sal,CSom,AjSoc,Pensie,PopScolara,PaturiUS,Medici,VolumeB,SpectatoriS,VizitatoriM,SportiviL,PIB,SalariatiC,PAgrVeg,PAgrAnim,ServAgr,Silvicultura,SupLoc,DrumuriM,Innoptari,BugetVenituri,BugetSubventii,Apa,Canal,Export
RN,0.7286111111111114,-0.26902777777777737,0.1909722222222223,8.484226388888883,13.31320277777778,-0.4452777777777778,217.43333333333342,-33.846565277777785,-2.4366652777777773,-51.51388888888891,17.471883333333338,14.301811111111107,144.4672888888889,329.1474319444446,-0.6227499999999938,-227.0037986111112,2.4551708333333337,7182.659204166668,42.48866111111113,464.5351347222223,55.10814027777787,20.767261111111118,-0.43348888888888915,0.7979722222222222,-66.09728888888891,-456.2192944444446,-180.6299875000001,-96.01369583333336,2.872762499999999,1.5738277777777776,2620.0456916127787
RM,-0.26902777777777737,5.4994444444444435,2.5781944444444447,3.39347777777773,-11.33378194444445,2.503194444444446,-180.2583333333332,3.7044569444443884,21.534719444444455,56.62222222222215,-9.98888333333331,-75.14502777777776,-133.2938097222221,-157.5842611111107,20.433912500000016,-73.58627222222232,-4.6591708333333335,-15200.824616666667,-20.685864027777782,1044.8783069444448,-597.1513819444444,52.79958472222222,-0.21012777777777827,-0.7169805555555574,119.16775972222216,-1420.366926388889,-148.60443749999993,-35.450691666666664,-8.613750000000001,6.692030555555555,-1156.9434187344443
RMI,0.1909722222222223,2.5781944444444447,2.566944444444444,-35.90223472222222,-13.469044444444442,1.6531944444444442,-2.8833333333333346,47.35229444444443,13.222819444444442,92.93472222222223,5.928104166666675,24.322922222222225,22.5995152777778,450.3599013888889,8.818787499999997,-98.3964972222222,-2.3656458333333323,-3622.307254166668,-37.51523652777775,523.5496319444442,-510.81979444444437,37.08997222222222,-0.5754027777777776,-0.7001930555555569,-52.37471527777776,-1235.4467513888887,-442.5882124999999,-126.29376666666664,-8.326825,3.3185555555555597,-25.994634624444227
Emigranti,8.484226388888883,3.39347777777773,-35.90223472222222,4813.272872111111,1389.3832039722224,-86.15022222222223,4319.293541666667,927.1959182777771,-785.4860360972224,2946.8088888888883,163.06259854166638,1701.3560342638878,4123.10951498611,-1003.3209391944376,-1772.898145,3269.732272986112,246.8504936666666,274867.6583839585,4036.6557142138886,-32334.00185672222,10460.556843222226,-876.3335574861112,27.96611338888889,69.02527215277782,2475.2315626388877,7008.716774819443,1994.7577198750014,-2539.131580791666,498.44403449999993,653.2056658472222,105414.40339106141
Imigranti,13.31320277777778,-11.33378194444445,-13.469044444444442,1389.3832039722224,605.3420959444445,-30.00139444444445,4520.318583333333,-499.89843106944437,-241.9580443194445,-754.0183472222224,300.7337648333333,534.1726211527773,3420.687403472222,4464.853964986115,-475.66351900000006,-2555.6421492777777,112.10675708333333,171238.25168141673,1816.6073173152777,-38.31914081944511,5248.183720569446,84.2609877777778,0.6641610277777784,31.784920930555568,-497.5269392222224,-1136.1984762361108,-1399.7508190000005,-2065.732742333333,193.583425125,188.80447744444442,70062.63810412238
RS,-0.4452777777777778,2.503194444444446,1.6531944444444442,-86.15022222222223,-30.00139444444445,3.7869444444444444,-165.95833333333334,-48.79184305555556,34.45511944444444,-90.5402777777778,-9.553170833333322,-52.671327777777776,-104.91218472222225,45.136013888888385,41.002812500000005,-31.512984722222235,-7.907008333333334,-17874.11927916667,-87.74971527777778,1103.3362944444445,-457.3967319444446,31.119047222222232,-0.6871527777777778,-1.6573430555555566,-6.121915277777756,-493.2166888888888,-134.74704999999994,33.44900833333336,-16.756899999999998,-7.968944444444444,-3355.2578209944445
Sal,217.43333333333342,-180.2583333333332,-2.8833333333333346,4319.293541666667,4520.318583333333,-165.95833333333334,83995.25,-10617.013958333333,-1148.4448333333335,-14028.041666666668,5504.5671250000005,9044.26683333333,51643.79804166666,73501.62145833336,0.7757500000001928,-65495.25895833333,644.973375,2473508.4530000007,12952.581783333335,56725.488666666635,34894.72070833336,6516.993208333333,-148.58866666666665,233.2401666666667,-22105.813166666667,-119679.49433333334,-63460.25525000001,-30170.606,839.6824999999997,742.5748333333328,773177.7831689833
CSom,-33.846565277777785,3.7044569444443884,47.35229444444443,927.1959182777771,-499.89843106944437,-48.79184305555556,-10617.013958333333,13726.153146194441,-694.6881044305554,23245.482972222217,-561.554690958333,8223.12153922222,-1729.5757648472213,20248.7662873889,-1407.27526375,30671.15126102778,198.1449519166666,-4662.751997916636,-730.5170089027775,-104980.60838143055,-5228.414275069446,-3447.397524527777,33.950641472222216,-60.09643743055558,1999.035065347221,7057.351682236117,-1328.4932153749965,-1714.636962416668,704.6796668749998,1256.6400019305556,-106319.97616038617
AjSoc,-2.4366652777777773,21.534719444444455,13.222819444444442,-785.4860360972224,-241.9580443194445,34.45511944444444,-1148.4448333333335,-694.6881044305554,328.39438319444446,-1066.5269027777779,-44.698385083333264,-501.04368052777744,-694.0769992222223,1280.810942888884,411.66503762499997,-742.0162385972225,-69.03223870833332,-151550.77455579172,-660.3057645777778,11878.010413194443,-3860.813893694445,210.18908647222224,-6.844901527777776,-12.835266805555564,-23.896070277777525,-4645.761302388889,-709.7852007499996,474.59533108333346,-138.76329712499995,-80.44768119444443,-27796.227369741096
Pensie,-51.51388888888891,56.62222222222215,92.93472222222223,2946.8088888888883,-754.0183472222224,-90.5402777777778,-14028.041666666668,23245.482972222217,-1066.5269027777779,50809.111111111124,-425.5816666666666,18320.26311111111,-762.6449861111095,44761.376819444464,-1895.0051250000001,57312.402763888895,212.9649583333333,288764.6249166668,-128.34381388888895,-224379.27565277778,-18892.020722222223,-10113.085263888888,70.6968611111111,-93.58702777777785,9519.05623611111,-13992.44881944444,7380.124875000003,5079.113166666664,1391.6065000000003,2342.397152777778,-274789.3548660472
PopScolara,17.471883333333338,-9.98888333333331,5.928104166666675,163.06259854166638,300.7337648333333,-9.553170833333322,5504.5671250000005,-561.554690958333,-44.698385083333264,-425.5816666666666,457.7433045000001,936.6210360833331,3933.675173416667,10436.16061958334,-36.00529162499985,-4493.885676708333,56.563379874999995,187989.05078375,974.3768806833333,6396.015001166669,873.2039377083333,191.4248254583336,-10.434890166666673,17.63231829166666,-1716.1747970416668,-10768.371158958338,-4711.714255250003,-2169.4901838750006,76.13547587499995,63.68790295833335,55487.609886838865
PaturiUS,14.301811111111107,-75.14502777777776,24.322922222222225,1701.3560342638878,534.1726211527773,-52.671327777777776,9044.26683333333,8223.12153922222,-501.04368052777744,18320.26311111111,936.6210360833331,12485.191014861108,12692.508420763885,54245.67060156944,-1657.606618375,18702.67569976389,249.4701928333332,548776.1942181668,1938.99779156111,-101536.18186677777,171.7593442777754,-4811.18452076389,6.204078611111112,7.623084222222219,-3656.87582926389,-989.6355211944337,-12959.181406249996,-4314.2059695833295,655.7993507499997,1144.5508875277774,-1730.0115012662327
Medici,144.4672888888889,-133.2938097222221,22.5995152777778,4123.10951498611,3420.687403472222,-104.91218472222225,51643.79804166666,-1729.5757648472213,-694.0769992222223,-762.6449861111095,3933.675173416667,12692.508420763885,40483.85379186111,100727.68067993058,-1878.60090675,-27074.421803138885,684.8330812916665,1585054.6352550837,10331.173969326388,5211.222203277751,19687.35368259723,836.0930423888883,-81.27813361111109,171.2704249027778,-17121.51796861111,-64970.87461305555,-48180.11213337501,-24132.998582416665,983.1347046249997,1365.1957758472222,511811.3403622582
VolumeB,329.1474319444446,-157.5842611111107,450.3599013888889,-1003.3209391944376,4464.853964986115,45.136013888888385,73501.62145833336,20248.7662873889,1280.810942888884,44761.376819444464,10436.16061958334,54245.67060156944,100727.68067993058,510036.3733770278,-7249.655781250007,-5229.058199694466,1849.2861252083349,2969616.3750175443,17951.94523191946,1371.853957513765,-54151.613684638876,-14137.001782305551,-169.77534080555554,261.4750918888889,-51318.025383805565,-210853.2086259029,-144005.4651212501,-60695.00340283336,2457.6824158750014,4693.052873486115,809250.0309592761
SpectatoriS,-0.6227499999999938,20.433912500000016,8.818787499999997,-1772.898145,-475.66351900000006,41.002812500000005,0.7757500000001928,-1407.27526375,411.66503762499997,-1895.0051250000001,-36.00529162499985,-1657.606618375,-1878.60090675,-7249.655781250007,1302.505889,-3630.021660750001,-127.156844875,-151015.73335337502,-1087.0063834500002,20918.026461749996,-2511.9033263750002,730.0688352500002,-16.614824,-28.536153125000023,695.0687858750001,-9714.325247249999,2987.120774374997,2179.6348509999993,-126.51999799999999,-225.07412000000005,-41312.55427837807
VizitatoriM,-227.0037986111112,-73.58627222222232,-98.3964972222222,3269.732272986112,-2555.6421492777777,-31.512984722222235,-65495.25895833333,30671.15126102778,-742.0162385972225,57312.402763888895,-4493.885676708333,18702.67569976389,-27074.421803138885,-5229.058199694466,-3630.021660750001,127424.28122811113,26.91023341666662,-1464958.7976324167,-6042.732122073612,-362422.46283284726,1812.2938488472,-19134.40837236111,200.67051063888889,-223.09593059722218,22393.111995763888,192683.97831394445,66584.630262,28556.21050270833,1503.363922375001,2526.212506597223,-860738.5264926385
SportiviL,2.4551708333333337,-4.6591708333333335,-2.3656458333333323,246.8504936666666,112.10675708333333,-7.907008333333334,644.973375,198.1449519166666,-69.03223870833332,212.9649583333333,56.563379874999995,249.4701928333332,684.8330812916665,1849.2861252083349,-127.156844875,26.91023341666662,32.499286749999996,38956.09818537501,367.9351071208333,-1204.8401158333324,1191.7088048333335,-47.78452541666664,0.6520928333333329,5.4378795416666685,-172.82435054166672,425.83324716666647,-221.4170027500003,-509.92779650000006,62.195792999999995,59.36813670833334,14180.233619762259
PIB,7182.659204166668,-15200.824616666667,-3622.307254166668,274867.6583839585,171238.25168141673,-17874.11927916667,2473508.4530000007,-4662.751997916636,-151550.77455579172,288764.6249166668,187989.05078375,548776.1942181668,1585054.6352550837,2969616.3750175443,-151015.73335337502,-1464958.7976324167,38956.09818537501,143388612.21667305,492654.41118770436,-3166345.0234964183,1634940.1181594182,-75244.74907420838,-975.0254605833335,10678.261814708338,-641475.6986717083,-1844303.1436167918,-1288065.6709545003,-700860.2228208751,65040.44606162499,17462.51525241668,27656234.074171443
SalariatiC,42.48866111111113,-20.685864027777782,-37.51523652777775,4036.6557142138886,1816.6073173152777,-87.74971527777778,12952.581783333335,-730.5170089027775,-660.3057645777778,-128.34381388888895,974.3768806833333,1938.99779156111,10331.173969326388,17951.94523191946,-1087.0063834500002,-6042.732122073612,367.9351071208333,492654.41118770436,6038.123577668611,2176.5665920972265,15865.158065952783,-276.88316186388846,0.9757490861111076,90.52948533472224,-206.55079471389053,-8015.358142669447,57.84534514999178,-5242.024006208334,789.692888975,739.9820907527777,203650.8901311272
PAgrVeg,464.5351347222223,1044.8783069444448,523.5496319444442,-32334.00185672222,-38.31914081944511,1103.3362944444445,56725.488666666635,-104980.60838143055,11878.010413194443,-224379.27565277778,6396.015001166669,-101536.18186677777,5211.222203277751,1371.853957513765,20918.026461749996,-362422.46283284726,-1204.8401158333324,-3166345.0234964183,2176.5665920972265,1681827.8184756949,-90333.88344419438,64885.66959634722,-624.1981177777778,272.742050569444,-43671.484112402744,-529242.7526573888,-108055.49495274996,-58266.39833516663,-6624.4403438750005,-9384.020129694447,1700962.8251341125
PAgrAnim,55.10814027777787,-597.1513819444444,-510.81979444444437,10460.556843222226,5248.183720569446,-457.3967319444446,34894.72070833336,-5228.414275069446,-3860.813893694445,-18892.020722222223,873.2039377083333,171.7593442777754,19687.35368259723,-54151.613684638876,-2511.9033263750002,1812.2938488472,1191.7088048333335,1634940.1181594182,15865.158065952783,-90333.88344419438,134211.18350619447,-2187.5090073472193,48.13022127777775,226.31418155555596,-572.6548917222286,202710.76200126382,57625.74961749996,1655.750905291654,3029.6473765000005,992.9689443194443,469171.79137602536
ServAgr,20.767261111111118,52.79958472222222,37.08997222222222,-876.3335574861112,84.2609877777778,31.119047222222232,6516.993208333333,-3447.397524527777,210.18908647222224,-10113.085263888888,191.4248254583336,-4811.18452076389,836.0930423888883,-14137.001782305551,730.0688352500002,-19134.40837236111,-47.78452541666664,-75244.74907420838,-276.88316186388846,64885.66959634722,-2187.5090073472193,5161.3901883611115,-36.38488813888889,6.831608597222208,-3607.519496513888,-33879.23441881945,-15177.234407999995,-7184.513205333333,-393.5617722500001,-310.5297385972223,124118.7613972477
Silvicultura,-0.43348888888888915,-0.21012777777777827,-0.5754027777777776,27.96611338888889,0.6641610277777784,-0.6871527777777778,-148.58866666666665,33.950641472222216,-6.844901527777776,70.6968611111111,-10.434890166666673,6.204078611111112,-81.27813361111109,-169.77534080555554,-16.614824,200.67051063888889,0.6520928333333329,-975.0254605833335,0.9757490861111076,-624.1981177777778,48.13022127777775,-36.38488813888889,0.6587331111111111,0.0713424722222225,67.38005086111112,490.0126383055556,203.41820050000004,74.13597441666668,2.7892510000000006,1.8409147777777786,-1087.1099686924224
SupLoc,0.7979722222222222,-0.7169805555555574,-0.7001930555555569,69.02527215277782,31.784920930555568,-1.6573430555555566,233.2401666666667,-60.09643743055558,-12.835266805555564,-93.58702777777785,17.63231829166666,7.623084222222219,171.2704249027778,261.4750918888889,-28.536153125000023,-223.09593059722218,5.4378795416666685,10678.261814708338,90.52948533472224,272.742050569444,226.31418155555596,6.831608597222208,0.0713424722222225,1.9550806944444459,-40.60293627777779,-83.82796676388813,-93.20460287499992,-101.47935941666664,6.662486375000002,3.813403805555556,4023.503796452006
DrumuriM,-66.09728888888891,119.16775972222216,-52.37471527777776,2475.2315626388877,-497.5269392222224,-6.121915277777756,-22105.813166666667,1999.035065347221,-23.896070277777525,9519.05623611111,-1716.1747970416668,-3656.87582926389,-17121.51796861111,-51318.025383805565,695.0687858750001,22393.111995763888,-172.82435054166672,-641475.6986717083,-206.55079471389053,-43671.484112402744,-572.6548917222286,-3607.519496513888,67.38005086111112,-40.60293627777779,17100.01808611111,28212.98888505555,42760.62198224999,16692.563955041664,400.6351653750001,275.5387185277778,-244645.37470971106
Innoptari,-456.2192944444446,-1420.366926388889,-1235.4467513888887,7008.716774819443,-1136.1984762361108,-493.2166888888888,-119679.49433333334,7057.351682236117,-4645.761302388889,-13992.44881944444,-10768.371158958338,-989.6355211944337,-64970.87461305555,-210853.2086259029,-9714.325247249999,192683.97831394445,425.83324716666647,-1844303.1436167918,-8015.358142669447,-529242.7526573888,202710.76200126382,-33879.23441881945,490.0126383055556,-83.82796676388813,28212.98888505555,911521.6220612777,245460.96051524996,87199.45704808332,2098.770553250002,-2012.4862236111105,-1296604.082101096
BugetVenituri,-180.6299875000001,-148.60443749999993,-442.5882124999999,1994.7577198750014,-1399.7508190000005,-134.74704999999994,-63460.25525000001,-1328.4932153749965,-709.7852007499996,7380.124875000003,-4711.714255250003,-12959.181406249996,-48180.11213337501,-144005.4651212501,2987.120774374997,66584.630262,-221.4170027500003,-1288065.6709545003,57.84534514999178,-108055.49495274996,57625.74961749996,-15177.234407999995,203.41820050000004,-93.20460287499992,42760.62198224999,245460.96051524996,171100.83715599997,62691.35655024999,1928.7301901249998,-677.6969997499998,-714799.0410252088
BugetSubventii,-96.01369583333336,-35.450691666666664,-126.29376666666664,-2539.131580791666,-2065.732742333333,33.44900833333336,-30170.606,-1714.636962416668,474.59533108333346,5079.113166666664,-2169.4901838750006,-4314.2059695833295,-24132.998582416665,-60695.00340283336,2179.6348509999993,28556.21050270833,-509.92779650000006,-700860.2228208751,-5242.024006208334,-58266.39833516663,1655.750905291654,-7184.513205333333,74.13597441666668,-101.47935941666664,16692.563955041664,87199.45704808332,62691.35655024999,30892.065738749996,-130.6489446249999,-1060.3084260833334,-478588.22181072214
