Country,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23
Bosnia and Herzegovina,2.21674637384017,2.048780379649043,-1.200417319419223,-2.935779606635239,-1.1625250790732045,-0.23545031150868653,-0.29137414922631444,-1.505290179499702,0.95389644862277,1.4995107738482405,0.18522230440162513,-0.4993064048951576,-0.21192820074086183,0.07397526593546139,-0.8494592627690065,0.16948678786963373,-0.02598344352331064,-0.21257481855598345,-0.05958158847883754,-0.011422284766908533,-0.20324652030306312,0.01854669110140082,-0.0767041924239865
Belarus,5.247018957019488,1.6446443091610834,-4.539062294236392,-1.4619967733748334,-0.6256874365583234,-0.2782216351736819,-0.4346236027082168,0.09439154457142804,-0.04224407622691524,-3.274953743900145,-1.4365994742717432,1.6699023983623977,0.347387674948889,0.19313649361991647,1.2733591199638348,-0.7722938665826178,-0.3350244233932898,-0.9128262253545674,0.11070366912129517,0.11771492459224306,-0.09297694816760356,-0.06111842019558474,0.24277909767541428
Belize,-2.428051467846363,1.257272456453036,1.5031054993020951,-1.8508334883982198,0.7250807884723586,-0.5227120488381173,-0.1758885240515395,-0.46800841600830045,-0.033301611939882965,-0.7821756545216996,0.24660024467024336,-0.007932786783108155,-0.1692336640982778,-0.26116891870369324,-0.3921328711424376,-0.08692349041506849,-0.08747486201271476,0.009121290745200178,-0.14667456421173833,0.13565854232202434,0.009784172314548117,-0.1108583383030934,0.04208432231733516
Bermuda,1.3510941796801028,-1.828965938608667,1.229326321164757,0.06339502395643665,-0.060977483334858903,1.54429656990711,-0.6732575970922765,0.3997902419611907,2.2349178853915803,0.37890094682990894,-0.14313491296923622,0.4192782664134216,-1.1976952366864266,1.019522067806715,0.3923265467917305,1.630291213348497,-0.5274175302928226,0.32760632557134617,-0.03763592136973158,-0.38585803497213483,-0.3088816241415301,-0.27313525246568193,-0.045448705228799714
Bolivia,-1.7035683542567128,0.6428232888648095,0.6186247958232175,-0.5827829082074083,1.133976205902332,-0.21377629904104287,0.4503544734807588,2.30295129892519,-0.7023147474047652,-0.6338811959628105,0.1916427918609743,-0.5507755130448194,-0.04965425111623416,-0.0773059986743406,-0.34096939854915725,-0.020118231784731135,0.0504034519707209,-0.021917636647684587,-0.3866003207281835,-0.0261843350630471,0.015631952055723975,-0.012391608360074823,-0.09202328808847492
Brazil,-1.5271477038379462,-0.1711062512331214,1.4691020243005815,-1.283475775690975,1.00432169342841,-0.3287794499322437,-0.6388768795804418,0.4991415698007223,0.5038067038682518,-1.0348293508087105,-0.3371684618124214,-0.1477575284462656,-0.19820982209048682,-0.21597983270017806,-0.1842727847101687,-0.09055536348011119,0.21134010912793066,-0.001483886611488349,-0.02709228113226236,-0.07187928320252562,0.07090714061134139,-0.015124739075481253,0.011026130739524482
Barbados,0.875418460148546,-1.0252677052961419,0.7640325033598564,-1.379833253294899,-0.46170396791746354,-0.7616768477530922,-1.0303495739016058,0.462025801513431,0.8602937914784888,0.01310145037240754,-0.09951351572377799,-0.883868772078128,0.031145419207429022,-0.04439784238136339,-0.2640128657588725,0.4275084319618989,-0.15536686511688458,0.2887978344594065,0.009290615725828935,-0.15767000040514823,-0.1772721516766402,0.02943302686374395,-0.09600434785584128
Brunei Darussalam,-1.0090070823796222,-0.47596453631893854,0.7485579840969256,0.09557766745183668,-0.8645015507809373,0.6991464921533583,-0.4584755086126287,-0.1340483315379577,0.5721468648163127,-0.8694784857063519,-0.06840869509328494,-0.28569800617586594,-0.8041077461269445,-0.009238024167605552,-0.3758848859392769,-0.6466377718624365,-0.1752456792755401,-0.04683157756635113,-0.15212629039795725,-0.03404082888073986,0.04548366830021531,0.022261179651948626,-0.009612613600960116
Bhutan,-1.1063839556701363,1.355152556548551,-0.7269137188229117,0.8130203290701707,-0.12731358194520123,0.39432491077293574,0.5731072859702288,1.023052397020322,-1.2206432070404845,-0.19616432165713382,0.9701287651377861,-1.0622372441882257,-0.3076646245203604,0.5430094271578585,-0.4615702786787367,0.5972977525656387,-0.09910358847798639,0.09967343773592678,0.11981976451254117,0.6060006361320323,0.02538342647220517,0.23943094900081524,0.09189490861920105
Botswana,-3.23067063572943,1.2084621549627153,1.6610544237804392,-3.1041345633608404,1.2708611774535856,-2.0814159651065203,-0.04493144959266637,-0.1390520109550849,-0.6995274914771739,-0.30804992873775816,0.6693616138044678,-0.17744360490569885,0.4175174200419297,-0.10310235864685705,0.2882032169821391,-0.09555736923433243,-0.22988396557767096,0.16882193214715355,0.36754509718301664,-0.07263104500814435,0.08165784096257551,-0.06702863295252631,0.02379077266268677
Central African Republic,-3.6705447775101363,1.229501093638821,0.8498742069136821,0.265954335584671,1.7907817740347176,0.4531688056325039,0.01602536732349971,-1.994828395299833,0.6578130803948531,-0.702468614837412,-0.1758504449509182,1.2987885187487207,-0.08115470086736454,-0.6719134391364677,-0.3911698627422017,0.1003999326506311,0.17394363446072747,0.03313850895423164,0.11414070247920932,-0.059879794432012586,-0.10081007777947537,0.06414331698783363,0.01683667504451478
Canada,2.878870533350015,-0.9709680750978325,0.01459093744341042,-0.08012840112755736,-0.03818683875437165,1.0160157888132706,0.40930920266681914,1.1975651416292146,-0.3506099310034313,0.2851055772275502,0.9626153981712352,-0.346055618792599,-0.23487244453965295,0.8549597796369603,0.18934821985989758,0.837064074398984,0.3470045467771008,-0.12392530246700233,0.010527665806652011,-0.02118219728785798,-0.003938473840467371,-0.008486362210310534,0.08503273496245917
Switzerland,4.044938345623033,-4.122979771263691,1.5201455511503317,0.45383420017954573,-0.7424719377439033,-0.4376794820950548,1.5240048383804594,0.08980592879696411,-0.04859277088588884,-0.010230835145565418,0.8914435176582002,2.0207753536779323,0.04238999156954056,-0.6652395360022372,0.10464153455236437,0.1117870356409991,0.8746633685178338,0.1489068544750674,0.2745330112051294,0.04913210970683818,0.18715592820763594,0.010293475514785272,-0.04480782079546303
Channel Islands,-0.6712582544834252,-0.5847876848289776,0.26027842670948803,0.1276496885881509,-0.1349595087334676,0.03135948526363748,-0.07998655389483704,-0.0006499850976612753,-0.06699428046726112,0.25472862335670693,-0.06122495294802069,-0.1640716476633697,-0.016325468402286648,0.030993239776841625,0.0659187724167065,0.04625684409986712,-0.0030828411575707787,0.11941165309452391,-0.020281634469387574,-0.12983461637524774,0.01891383003164324,-0.015107283271210154,-0.07913366056898591
Chile,-0.560796495252729,-0.9199162031401448,1.2334658707392137,-1.0862410339336086,0.8430374875683866,0.7930909513076242,-0.3967220156191366,0.9717434186353782,-0.6985306551703687,-0.13871011706082803,-1.4047839755963887,-0.09089904156208123,0.2536445042788109,-0.5751121224712371,-0.29870034983081767,-0.2496888045714277,0.21634128263257296,0.15946699017437932,0.4438480310084033,-0.17011787824502542,-0.19269436463151945,0.08999654353506192,-0.02454927789393927
China,-0.8804765310961847,-1.0555523522411718,0.39903598160436865,1.1404363325013964,1.0744151508987023,0.45680941176456624,-0.40876408981839163,0.4204583563003745,1.2546912343353624,0.3643434658819277,-0.5933882839448524,0.7264751019434188,-0.3258349155209333,-0.19534875377686992,-0.1626974490748484,0.06769756197059085,0.35441284380725574,0.03207535637216522,-0.18005439090256642,0.03804286953799689,0.0028956001956678503,0.03358663731484654,0.0008213451179023625
Cameroon,-2.8872104435252277,1.010470618967245,-0.1451510745903981,1.0861729951129433,1.3924677452521026,0.4792423168963434,-0.062312065852774115,-0.2227725418527288,-0.0011964674659457545,-0.3059870518581212,0.018458323610867494,-0.03918452952408801,0.11253550851056808,0.17728527703878674,0.08208625714552933,0.18623057853347894,0.33643818624440697,-0.13239735426214425,-0.13880878091423973,0.006170916943922533,0.20550887985193503,-0.10144396403432496,-0.0006824622964012584
"Congo, Dem. Rep.",-2.93648733403242,1.1054135709905428,-0.7081453855266064,1.4494493908553583,0.9162731446518299,0.37248510019220826,-0.016131530495162968,-0.5210822171105175,0.5903641337702455,0.4239369859084628,0.06391916230273303,-0.04544101744777585,0.33896260843622705,0.3993674363979046,0.4008850887383513,0.2010077660922336,0.4583237667264319,-0.2294965874243209,-0.13868552967891315,-0.09747536080107512,-0.13734787044764118,0.09579375544482006,0.004766225333661169
"Congo, Rep.",-3.19200246257208,1.2248784616756356,0.006829505280808214,0.3000658444504279,1.5247930356495096,-0.7675629073475282,0.1406291771564993,0.015506303741149655,-0.6890101098606473,-0.5456489770101475,0.46959150986294396,-0.5244123820219897,0.37249609018759144,0.3448405432973927,0.46123778083764116,0.390488558799586,0.395802123248708,-0.06858604430389395,-0.05786272674926771,-0.06057811752341092,0.003508094024476247,-0.009225491045149045,0.0036267345178815115
Colombia,-1.562914208087252,0.2704464618673726,1.043897913106355,-1.3673636595130136,1.5253824926430881,0.7351089426522285,0.01697065765113769,1.0353846676874303,-0.24626465975805953,0.1758496911106487,-0.6608099838425183,-0.06492224848220957,-0.00868852538044751,0.216299086019602,-0.10539427199452851,-0.0005450672353532154,-0.04552866160447791,0.032565767917629634,0.09205758384562487,-0.15419359143654016,-0.05588938918363488,0.049797037869360586,0.014534327673684608
Comoros,-3.1911346070581077,0.9555070677205908,0.6515626413804841,0.04016244217674267,1.7547948088387648,-0.4773530475209822,0.5183206970586076,-0.3694552929137275,-0.8801108089963644,-0.42529931654081704,0.4176032774128988,0.6528466774478784,-0.004745538133128128,-0.32286332809699686,-0.05924004917847283,0.2753211525071594,0.10725482047567673,0.17043975838888392,0.4358025494236471,-0.07688141946528924,-0.14247764214916525,0.06179229854733101,0.028609087055956755
