Siruta,Localitate,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie,Populatie,Judet
32768,Budesti,,,,,,,,1961,bn
49153,Sahateni,,,,,,,,3397,bz
57350,Cojocna,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4189,cj
90119,Lunca Cernii De Jos,,,,,,,,887,hd
73736,Poiana Mare,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10675,dj
147465,Bunesti,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2769,sv
155662,Bara,,,,,,,,323,tm
139287,Valea Vinului,,,,,,,,2001,sm
114710,Oras Ludus,3.870967741935484,0.0,0.0,0.0,0.967741935483871,0.0,99.03225806451613,17606,ms
122908,Grumazesti,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5488,nt
131103,Oras Breaza,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16766,ph
40991,Fundata,,,,,,,,785,bv
98337,Plugari,,,,,,,,3536,is
8229,Vadu Motilor,,,,,,,,1375,ab
16427,Dobresti,,,,,,,,1783,ag
32811,Caianu Mic,,,,,,,,4316,bn
73772,Predesti,,,,,,,,2085,dj
172082,Pausesti-Maglasi,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4013,vl
49206,Sapoca,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3428,bz
24631,Poduri,,,,,,,,8151,bc
163903,Gagesti,,,,,,,,2006,vs
106559,Municipiul Sighetu Marmatiei,39.166666666666664,0.0,0.0,0.0,8.333333333333332,0.0,91.66666666666666,44145,mm
139330,Vama,42.857142857142854,0.0,0.0,0.0,0.0,0.0,100.0,4095,sm
81987,Schela,,,,,,,,1733,gj
98373,Oras Podu Iloaiei,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11035,is
147526,Cacica,0.0,0.0,0.0,0.0,0.0,3.669724770642202,96.3302752293578,4394,sv
16454,Domnesti,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3156,ag
65609,Oras Fieni,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,100.0,7652,db
122953,Hangu,,,,,,,,3947,nt
41033,Halchiu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4806,bv
155724,Beba Veche,,,,,,,,1593,tm
49233,Sarulesti,,,,,,,,1363,bz
