Siruta,Localitate,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie,Populatie,Judet
1936,Oras Zlatna,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7974,ab
59283,Sacuieu,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1494,cj
133018,Draganesti,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4877,ph
149414,Moara,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5546,sv
108455,Petrova,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2495,mm
116652,Ernei,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5970,ms
51118,Oras Oravita,3.0,0.0,0.0,0.0,41.0,0.0,52.0,13361,cs
124849,Urecheni,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4150,nt
108473,Poienile De Sub Munte,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10261,mm
59327,Savadisla,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4176,cj
26564,Municipiul Oradea,368.0,0.0,0.0,3.0,2.0,14.0,881.0,222850,bh
174021,Vaideeni,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3988,vl
100308,Draguseni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1513,is
26582,Sanmartin,0.0,0.0,0.0,2.0,2.0,0.0,47.0,10814,bh
100326,Harmanesti,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2496,is
18411,Recea,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2769,ag
157683,Masloc,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2476,tm
116723,Faragau,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1738,ms
100353,Valea Lupului,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6467,is
51207,Oras Otelu Rosu,2.0,0.0,0.0,0.0,0.0,0.0,72.0,12695,cs
67595,Gura Ocnitei,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7312,db
43019,Ciresu,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3088,br
83981,Ciucsangeorgiu,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5028,hr
92177,Zam,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1680,hd
59416,Sic,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2405,cj
26653,Santandrei,0.0,0.0,0.0,0.0,0.0,7.0,11.0,5726,bh
149539,Moldovita,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5261,sv
34850,Sieut,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2651,bn
133161,Filipestii De Padure,1095.0,0.0,146.0,0.0,0.0,0.0,11.0,10541,ph
10293,Buteni,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3407,ar
116796,Fantanele,0.0,66.0,0.0,0.0,0.0,0.0,0.0,4971,ms
141376,Hereclean,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3809,sj
26699,Oras Alesd,6.0,0.0,8.0,0.0,0.0,0.0,44.0,11293,bh
174156,Vladesti,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3123,vl
34903,Sintereag,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3674,bn
108632,Rona De Sus,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4610,mm
67675,Hulubesti,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3238,db
18527,Rucar,30.0,0.0,0.0,0.0,0.0,1.0,9.0,6048,ag
51305,Bania,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1748,cs
26742,Astileu,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3721,bh
108669,Rozavlea,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3199,mm
116867,Galesti,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2615,ms
141447,Hida,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2736,sj
157834,Mosnita Noua,2.0,0.0,0.0,0.0,0.0,0.0,47.0,7518,tm
174218,Voicesti,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1576,vl
18581,Sapata,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1626,ag
67737,I. L. Caragiale,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6810,db
108696,Ruscova,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5622,mm
133278,Fantanele,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2041,ph
100521,Municipiul Giurgiu,0.0,0.0,0.0,15.0,80.0,3.0,102.0,69105,gr
34985,Teaca,0.0,0.0,0.0,0.0,94.0,0.0,0.0,5883,bn
108712,Satulung,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5929,mm
43180,Galbenu,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3167,br
174254,Voineasa,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1566,vl
75953,Corod,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7747,gl
26804,Municipiul Beius,0.0,0.0,1.0,0.0,0.0,0.0,25.0,11477,bh
84148,Corbu,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1482,hr
67773,Lucieni,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3011,db
59586,Sanpaul,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2273,cj
125123,Valeni,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1537,nt
116938,Ganesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3641,ms
84175,Corund,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6514,hr
133330,Floresti,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7894,ph
26840,Oras Stei,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7434,bh
100576,Oras Buftea,478.0,0.0,0.0,0.0,0.0,71.0,162.0,22133,if
157923,Nitchidorf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1679,tm
35054,Telciu,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6120,bn
116983,Gheorghe Doja,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2910,ms
149753,Paltinoasa,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6019,sv
166137,Suletea,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2379,vs
26877,Municipiul Marghita,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18252,bh
100610,Municipiul Oltenita,0.0,0.0,1.0,0.0,2.0,50.0,71.0,28334,cl
84237,Danesti,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2217,hr
141580,Ileanda,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2432,sj
133394,Fulga,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3266,ph
100638,Mitreni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4211,cl
10532,Craiva,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2897,ar
84264,Dealu,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4106,hr
59693,Tritenii De Jos,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4699,cj
158010,Ortisoara,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4593,tm
43331,Oras Ianca,340.0,0.0,0.0,0.0,0.0,0.0,79.0,11089,br
67906,Lunguletu,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5513,db
100683,Municipiul Urziceni,229.0,0.0,0.0,1.0,0.0,0.0,48.0,17501,il
108874,Sacel,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3487,mm
108892,Oras Salistea De Sus,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5141,mm
26975,Municipiul Salonta,6.0,0.0,0.0,28.0,3.0,35.0,141.0,19401,bh
158065,Peciu Nou,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5515,tm
51573,Bozovici,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3023,cs
108918,Salsig,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1648,mm
117113,Glodeni,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3743,ms
27007,Oras Vascau,0.0,0.0,0.0,0.0,0.0,2.0,33.0,2429,bh
133508,Gorgota,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5147,ph
43411,Oras Insuratei,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7132,br
100754,Adancata,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2474,il
92569,Municipiul Calarasi,967.0,5.0,7.0,0.0,0.0,60.0,325.0,77735,cl
141722,Ip,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3783,sj
84380,Darjiu,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1069,hr
158109,Periam,0.0,0.0,0.0,0.0,0.0,72.0,94.0,5051,tm
108963,Oras Seini,2.0,0.0,0.0,0.0,0.0,0.0,33.0,9605,mm
125347,Municipiul Slatina,3.0,0.0,38.0,0.0,0.0,233.0,500.0,84593,ot
149931,Pojorata,0.0,3.0,0.0,0.0,12.0,0.0,0.0,3007,sv
100781,Adunatii-Copaceni,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6144,gr
59826,Taga,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1821,cj
117177,Gornesti,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5735,ms
133562,Gornet,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2903,ph
84415,Frumoasa,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3784,hr
125374,Slatioara,20.0,0.0,0.0,0.0,0.0,6.0,0.0,2433,ot
35269,Uriu,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3715,bn
43466,Jirlau,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3227,br
76255,Fartanesti,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5221,gl
100834,Afumati,19.0,214.0,527.0,0.0,0.0,6.0,23.0,7916,if
43493,Marasu,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2893,br
158181,Pischia,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3132,tm
59880,Unguras,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2737,cj
125418,Oras Bals,27.0,0.0,0.0,0.0,0.0,0.0,19.0,21186,ot
109041,Suciu De Sus,0.0,0.0,0.0,0.0,18.0,0.0,1.0,4015,mm
92658,Municipiul Slobozia,78.0,0.0,0.0,532.0,17.0,2.0,82.0,53117,il
100852,Alexeni,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2399,il
76317,Frumusita,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5574,gl
92701,Municipiul Fetesti,9.0,0.0,0.0,0.0,0.0,1.0,19.0,35584,il
27169,Abramut,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3136,bh
125472,Municipiul Caracal,526.0,0.0,46.0,5.0,0.0,42.0,113.0,35232,ot
158243,Racovita,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2896,tm
59942,Vad,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2026,cj
43563,Maxineni,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3483,br
19007,Suseni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3067,ag
117319,Gurghiu,49.0,0.0,0.0,0.0,3.0,0.0,4.0,6220,ms
27212,Auseu,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2982,bh
84558,Joseni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5829,hr
92765,Oras Tandarei,16.0,0.0,0.0,0.0,0.0,124.0,3.0,16992,il
35429,Zagra,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3609,bn
125542,Oras Corabia,0.0,0.0,0.0,0.0,2.0,0.0,10.0,18264,ot
100969,Balotesti,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8265,if
158314,Oras Recas,0.0,0.0,0.0,0.0,38.0,0.0,41.0,9524,tm
43625,Mircea Voda,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3319,br
92783,Albesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1282,il
10872,Ghioroc,0.0,0.0,1.0,0.0,0.0,0.0,52.0,4084,ar
109176,Oras Somcuta Mare,0.0,0.0,0.0,0.0,0.0,35.0,36.0,7999,mm
166529,Tutova,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3889,vs
101001,Baneasa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4977,gr
84629,Lueta,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3703,hr
27285,Avram Iancu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3465,bh
174744,Municipiul Focsani,43.0,0.0,42.0,0.0,56.0,74.0,223.0,94474,vn
60062,Viisoara,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5999,cj
150178,Sadova,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2508,sv
133795,Izvoarele,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6686,ph
92836,Oras Amara,22.0,0.0,0.0,0.0,0.0,0.0,1.0,8002,il
19114,Stefan Cel Mare,0.0,0.0,0.0,0.0,0.0,59.0,38.0,2365,ag
84656,Lunca De Jos,0.0,0.0,0.0,0.0,2.0,0.0,87.0,5675,hr
117426,Hodac,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5161,ms
150196,Satu Mare,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4614,sv
125622,Oras Draganesti-Olt,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12026,ot
158396,Remetea Mare,0.0,49.0,0.0,0.0,0.0,0.0,0.0,2573,tm
174780,Campineanca,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4011,vn
10943,Gurahont,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900,ar
19141,Suici,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2451,ag
76497,Gohor,0.0,0.0,0.0,1.0,0.0,1.0,22.0,3406,gl
109265,Oras Ulmeni,0.0,0.0,0.0,7.0,0.0,0.0,29.0,7558,mm
174824,Golesti,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4530,vn
158449,Sacosu Turcesc,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3153,tm
27383,Batar,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5644,bh
142079,Mesesenii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3120,sj
43787,Romanu,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1840,br
19212,Teiu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1357,ag
174860,Municipiul Adjud,14.0,0.0,0.0,0.0,0.0,13.0,16.0,20547,vn
76558,Grivita,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3848,gl
166672,Vetrisoaia,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3193,vs
84754,Lunca De Sus,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3425,hr
101145,Berceni,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5827,if
92961,Borcea,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8286,cl
43812,Rosiori,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2726,br
101163,Bolintin-Deal,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6264,gr
27436,Biharia,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4439,bh
117550,Ibanesti,0.0,0.0,0.0,0.0,86.0,0.0,15.0,4287,ms
68404,Pietrosita,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3196,db
76601,Ivesti,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10204,gl
158528,Satchinez,0.0,0.0,0.0,0.0,0.0,20.0,418.0,5029,tm
101190,Oras Bolintin-Vale,0.0,0.0,0.0,0.0,0.0,0.0,134.0,13717,gr
174922,Oras Marasesti,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13441,vn
84825,Lupeni,0.0,0.0,0.0,0.0,198.0,0.0,24.0,4687,hr
93021,Bucu,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2470,il
52062,Copacele,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1136,cs
2915,Oras Baia De Aries,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4076,ab
158564,Sacalaz,3.0,0.0,0.0,0.0,0.0,0.0,65.0,8665,tm
109425,Vima Mica,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1467,mm
76674,Liesti,45.0,0.0,0.0,0.0,0.0,0.0,100.0,10979,gl
150418,Sucevita,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3173,sv
35731,Municipiul Botosani,406.0,0.0,1.0,2.0,39.0,13.0,586.0,122433,bt
52115,Cornea,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1767,cs
76692,Matca,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12542,gl
134050,Magureni,283.0,0.0,0.0,0.0,0.0,0.0,2.0,6448,ph
117667,Iclanzel,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2144,ms
175019,Oras Odobesti,266.0,0.0,0.0,0.0,0.0,1.0,8.0,9649,vn
2988,Berghin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2057,ab
35759,Curtesti,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5384,bt
76718,Mastacani,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5042,gl
84923,Martinis,0.0,0.0,0.0,0.0,14.0,0.0,7.0,2928,hr
109504,Viseu De Jos,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5173,mm
175055,Oras Panciu,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9295,vn
134096,Maneciu,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10677,ph
158699,Sanmihaiu Roman,15.0,0.0,0.0,0.0,40.0,0.0,77.0,7134,tm
27631,Bors,22.0,0.0,0.0,0.0,0.0,2.0,78.0,4167,bh
150524,Todiresti,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5370,sv
35839,Rachiti,85.0,0.0,0.0,0.0,145.0,0.0,0.0,4868,bt
60419,Municipiul Constanta,61.0,0.0,28.0,232.0,415.0,731.0,1277.0,317974,ct
125962,Brastavatu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4484,ot
68627,Oras Racari,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6524,db
44060,Stancuta,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3462,br
27686,Bratca,0.0,0.0,0.0,0.0,3.0,0.0,23.0,4980,bh
60455,Oras Eforie,6.0,0.0,0.0,0.0,0.0,2.0,13.0,10986,ct
35884,Stauceni,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3638,bt
125999,Brebeni,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2673,ot
158779,Sag,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3382,tm
150588,Udesti,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7970,sv
60482,Municipiul Mangalia,177.0,0.0,0.0,0.0,1.0,0.0,32.0,42237,ct
117827,Oras Iernut,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9775,ms
126022,Brancoveni,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2634,ot
44113,Surdila-Gaiseanca,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2458,br
85074,Mihaileni,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2741,hr
60507,Oras Navodari,0.0,0.0,0.0,0.0,6.0,0.0,68.0,41693,ct
35946,Oras Darabani,174.0,0.0,0.0,0.0,0.0,0.0,12.0,12792,bt
44140,Sutesti,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4681,br
27757,Brusturi,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3666,bh
60534,Oras Techirghiol,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8076,ct
167035,Vutcani,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2006,vs
175224,Barsesti,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1435,vn
85127,Mugeni,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3600,hr
158859,Teremia Mare,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4835,tm
126102,Cezieni,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1704,ot
60570,Agigea,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7937,ct
36006,Municipiul Dorohoi,0.0,0.0,0.0,0.0,30.0,0.0,59.0,31341,bt
76969,Pechea,0.0,0.0,0.0,0.0,0.0,1.0,13.0,11384,gl
150702,Ulma,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2282,sv
158895,Tomesti,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2090,tm
93370,Dor Marunt,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6809,cl
76996,Piscu,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4927,gl
27846,Budureasa,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2702,bh
109773,Municipiul Drobeta-Turnu Severin,63.0,0.0,0.0,0.0,13.0,7.0,416.0,109730,mh
126166,Carlogani,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2348,ot
60632,Limanu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6559,ct
36060,Oras Saveni,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8103,bt
150766,Vadu Moldovei,0.0,0.0,0.0,0.0,0.0,1.0,13.0,4564,sv
117998,Lunca,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2493,ms
109826,Simian,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10278,mh
175368,Bolotesti,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4844,vn
60687,Oras Ovidiu,0.0,0.0,0.0,0.0,17.0,0.0,1.0,15620,ct
77082,Rediu,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2212,gl
27935,Bulz,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2139,bh
101662,Calugareni,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5587,gr
44328,Ulmu,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3800,br
93487,Dragalina,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8758,cl
60721,Tuzla,1.0,0.0,0.0,0.0,0.0,8.0,0.0,7115,ct
11584,Oras Pecica,0.0,0.0,0.0,0.0,28.0,0.0,117.0,14124,ar
27971,Buntesti,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4457,bh
85341,Praid,0.0,0.0,0.0,0.0,0.0,0.0,49.0,6957,hr
159071,Traian Vuia,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2146,tm
77153,Schela,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3839,gl
109924,Oras Baia De Arama,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5596,mh
60776,Oras Cernavoda,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19401,ct
77180,Slobozia Conachi,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4396,gl
60801,Oras Harsova,8.0,0.0,0.0,0.0,24.0,0.0,1.0,11231,ct
93575,Facaeni,0.0,0.0,0.0,7.0,0.0,17.0,0.0,5565,il
167311,Pochidia,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1721,vs
150935,Vama,0.0,0.0,0.0,0.0,2.0,0.0,18.0,6189,sv
93600,Gheorghe Doja,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2638,il
159142,Uivar,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3050,tm
85412,Remetea,0.0,0.0,0.0,0.0,64.0,0.0,6.0,6390,hr
77224,Smardan,0.0,0.0,0.0,0.0,0.0,0.0,143.0,5548,gl
44462,Visani,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2478,br
60847,Municipiul Medgidia,4.0,0.0,2.0,23.0,0.0,0.0,147.0,46106,ct
101822,Chiselet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3325,cl
36300,Baluseni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5070,bt
175590,Ciorasti,0.0,0.0,0.0,0.0,7.0,16.0,0.0,3043,vn
110063,Municipiul Orsova,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12939,mh
44532,Zavoaia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3219,br
118281,Oras Miercurea Nirajului,0.0,0.0,0.0,0.0,26.0,0.0,60.0,6106,ms
101902,Ciolpani,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5123,if
77331,Tulucesti,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7734,gl
93717,Grindu,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2109,il
52758,Ezeris,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1304,cs
85528,Sarmas,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3996,hr
159259,Victor Vlad Delamarina,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2841,tm
19999,Vladesti,0.0,0.0,42.0,0.0,0.0,0.0,0.0,3223,ag
142881,Sarmasag,0.0,0.0,0.0,0.0,0.0,249.0,0.0,6666,sj
110116,Oras Strehaia,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11405,mh
151077,Vicovu De Jos,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6522,sv
52785,Farliug,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1739,cs
167473,Municipiul Ramnicu Valcea,559.0,0.0,301.0,0.0,1.0,1063.0,2761.0,118832,vl
175670,Campuri,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3828,vn
151095,Oras Vicovu De Sus,0.0,0.0,0.0,0.0,37.0,17.0,12.0,16176,sv
77377,Tepu,0.0,0.0,0.0,5.0,0.0,0.0,27.0,2539,gl
101957,Ciorogarla,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5819,if
85582,Secuieni,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2820,hr
151120,Volovat,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5711,sv
28246,Cefa,34.0,0.0,0.0,0.0,0.0,0.0,10.0,2365,bh
36453,Oras Bucecea,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5418,bt
159339,Voiteg,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2391,tm
85626,Siculeni,18.0,0.0,18.0,0.0,0.0,0.0,0.0,2866,hr
69250,Vacaresti,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5214,db
102035,Clinceni,0.0,0.0,0.0,0.0,0.0,0.0,823.0,6411,if
36499,Calarasi,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3621,bt
110232,Oras Vanju Mare,0.0,0.0,0.0,0.0,0.0,49.0,0.0,5884,mh
159384,Dudestii Noi,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3304,tm
77475,Valea Marului,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3688,gl
52909,Garnic,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1447,cs
85680,Sancraieni,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2619,hr
69303,Valeni-Dambovita,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2614,db
93888,Oras Lehliu Gara,0.0,0.0,0.0,149.0,0.0,0.0,8.0,6711,cl
159437,Parta,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2327,tm
159446,Padureni,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1733,tm
110296,Bala,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3818,mh
102106,Comana,0.0,0.0,0.0,0.0,0.0,170.0,0.0,6785,gr
93931,Lupsanu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3198,cl
159464,Sandra,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3093,tm
159482,Valcani,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1393,tm
126718,Dobrosloveni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3757,ot
85760,Sandominic,2.0,0.0,5.0,0.0,0.0,0.0,1.0,6363,hr
102160,Corbeanca,2.0,0.0,1.0,0.0,0.0,0.0,41.0,6642,if
