Indicativ,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31
b,0.8601717235589956,0.0037645051673219874,0.02869677184240358,0.03830705707149454,0.029002376715745688,0.0005113014750351285,0.0002366088342085211,0.0016013725996660495,0.007958323360228375,0.012956501685380985,0.004185948895188489,5.4317108403611386e-05,4.101985922337238e-05,0.0006953001031752237,0.0009202567958234228,0.005095493655058042,0.0024597307925120233,0.0014251200830558992,0.0003101013524974915,0.0010240999748759444,0.00032452509941405434,0.00010159011785499098,7.30238004637094e-06,6.30462305190768e-07,5.123007835653476e-06,1.108074327145683e-05,2.9425270074880886e-05,7.606812745221366e-05,1.6892684645304605e-05,6.9164311423523895e-06,2.514745663662648e-06
ms,0.08870666894560808,0.0014414340805935376,0.001378975980890676,0.01814967737249827,0.003247292773701254,0.5056092442714667,0.005803842316401912,0.014444076971174653,0.02199560057790392,3.2460469060188454e-05,0.01204132166653165,0.0069084394711326534,0.010036133827794365,0.001985547328315592,0.12640793081799415,0.08157769538292978,0.02407486775409684,0.00039939645024116325,0.0030639135485462953,0.014639449913012397,0.026624306975375666,0.00024816576310446347,0.003090365069699436,0.00152831383145402,7.572203467522899e-05,0.00047700662101022104,0.017742348539629114,0.005910766094926341,0.0013758525038953238,0.0004621250218106958,0.0005210576245253516
nt,0.20312830591790834,0.00013477150695820664,0.0034018156418214518,0.13001733172188965,0.050473350065912706,0.015849681321998557,0.0036943909359318625,0.03691198780674126,0.12482638678762209,0.009273460145259507,0.00038213954309848755,0.016442743447146392,0.20321777447933906,0.01835725054160742,0.007515619664966405,0.01262736993776817,0.06421887116459707,0.038274335871687694,0.006237337575138661,0.02046994562106813,0.02000056957298428,0.0001494974473332517,0.00017758132482070368,0.007532973472550137,0.0009446755084165045,0.001311321426948044,0.0007683135125504423,0.0028934702839717203,0.0007412436302568128,2.2825987820583092e-05,2.6581338865399444e-06
ot,0.4541627985840681,0.08475397982110244,0.00047919211821930287,0.15934278805628127,0.03171968290240456,0.01058461967086127,0.0288751613295849,0.012183593692640304,0.026668889321237243,0.005785630436188901,0.021446677651064932,0.0002617089482282516,0.023982989613439667,0.02904687093138408,0.020752899582622216,2.5060383211357646e-09,0.0020743548291283958,0.03203404968758168,0.0002768870747763444,2.0381891794744452e-05,0.0003902359420729552,0.001646296829845633,0.0335469074360618,0.008070632659209645,0.004694479412386793,8.403934409057549e-06,0.003475656090326436,1.4948690053386122e-05,0.0019538658547774224,0.0016856780188475738,5.9736483362448203e-05
ph,0.0297179337018335,0.034942628246949554,0.12428116716080259,0.03329428639180005,0.22327415281670968,0.01143139805911987,0.002719891388152691,0.23343812134587102,0.003518404190374023,0.0037910698073904876,0.030734601449306453,0.01058889444384092,2.409072450623055e-05,0.162317812668182,3.1220118428574235e-05,0.008807972214882607,0.03645170476573161,9.389022324029294e-06,0.0019578457519822726,0.014399241805739187,0.007404726229459565,0.005836794152961847,0.0016848518602299804,0.00011927538059995181,0.0021318465722795325,0.0030114225691582385,0.008371881164161281,0.00465517208429421,0.00016471190164026273,0.00025642988978739195,0.0006310621215003016
sj,0.052076626411400435,0.07862180369430063,0.0037696188010436804,0.027817441481168326,0.10865716281702707,0.14796007720063928,0.03566821908044225,0.05208533976529043,0.1973361285154827,0.0001857408191031878,0.030102910578616502,0.08969047408666517,0.06720156881424387,7.827735317904832e-06,0.0015369664258675366,0.030557373342053273,0.001971856357594866,0.0005153920215054361,0.0053491881363402025,0.009741834331572274,0.00795882746622844,0.001665718117437119,0.014112336336878223,0.007961272555831112,0.0038158769695464585,0.015201473976299203,2.14385041046978e-05,0.004021294036344761,0.0021235348849407295,0.0020343177880112907,0.00023035894870291774
sm,0.10702043267901068,0.0635135833324611,0.03841180884915265,0.02722718721227843,0.00200072617995126,0.022463982016770526,0.014911084114241434,0.053083392669371655,0.02253529167833597,0.023533086294626315,0.0070017741860658915,0.04342345040300741,0.14387560851265535,0.0016395037036372449,0.008185289751537041,0.09656376005547761,0.005331904744325797,0.22517616535220708,0.0006682443917994271,0.006874866371759158,0.002771550703298934,0.048396473331292975,0.017605746723689725,3.584024165361382e-05,0.0026706220790557768,0.00696798009059104,0.0012799666565139214,0.0010441014683454264,0.0006432013266877861,0.0038991352356927134,0.0012442396445062206
sb,0.5662400659783907,0.07763082615002219,0.0005671898226756265,0.042689470937558274,0.034798570243902024,0.03751830997957177,0.012260927068725544,0.14322882162869513,0.0048602407284258345,0.0015020139344170918,0.008071034302206435,0.014962412781263734,7.632671117202629e-07,0.0009999072856676082,0.00028456898308234596,0.0004797058365951938,7.0969392721085e-05,0.0017738354371600285,0.0012009575550530913,0.03599117522119317,0.0051589071759453025,0.004926970731710761,0.0007754069769763172,6.486117848223497e-05,0.0013611452680251344,8.72381028011448e-06,8.783293867786647e-05,0.00042309525337132366,0.0010822784429937882,0.0008133236966255687,0.00016568799247296704
sv,0.12457353612923087,3.586617448431556e-06,0.03498608413492951,0.4766397121873777,0.016682168771684304,0.07411422562544041,0.005086612348750588,1.7090562315065876e-06,0.0322174268192717,0.014767455519978583,0.0170777246190691,0.002807468968001186,0.04828791861908531,0.06651415942092549,0.003431543861791183,0.0006154114759528926,0.014512255406369443,0.015694998638554638,0.009150911564972337,0.0017740891812926991,0.0026718564581460803,0.0245835421871243,0.005171556825499719,0.0001677160812589433,2.888317469705497e-05,0.006244400211309768,5.547323322782543e-05,0.00011317649829745616,0.0001268100539616625,0.0003853267561029383,0.0015122595540162486
tr,0.5965960597101068,0.017568181848036834,0.00925591295215911,0.1475508579224353,0.0030627526193702163,0.0008534870270312951,0.05367394778393349,0.012483306617100443,0.0035249081352969496,0.038095339920706364,0.019777181357154994,0.00024100718895249637,0.022148200865424832,0.0034781620980205924,0.004954433546683864,0.045824601685930284,0.0003303583990471224,0.0015003301010757563,0.008968840684547194,1.4308593334629214e-05,9.838052291751118e-05,0.00016239613199062848,0.0007341755798347248,0.0036949411678495517,0.0004950117695571617,0.0008242587811233869,0.0014445214186380759,0.00029277115245408483,0.001777988329532839,0.00041052800709572175,0.00016284808265786013
tm,0.46228151968712616,0.059678946285401,0.01942536987064022,0.022870487119621547,0.04337161851955365,0.03132390590520113,0.00010635556186453196,0.07376055906076681,0.13348870754547165,0.07300022534444774,0.001392019469850602,0.00016071185248112385,0.03476799714021304,0.0008658544561139241,0.0003768729647523379,0.0002152101327954014,0.006303192325278676,0.008253031238449617,0.0033721790899077482,0.00030363204847726113,0.010057119408186939,0.005409564037898088,0.003346927155313112,0.0003657344053701866,0.0034331256123007084,2.012796132387271e-06,1.825124330686224e-06,0.0008734097019425775,0.0004950298547746643,0.00045932098455943906,0.00023753530077696687
tl,0.055493476122199334,0.20537048203174338,0.0023213247289439747,0.017988180118457753,0.17360398489329468,0.17108612910372262,0.21157283750609687,0.007438416228595778,0.028085885820198456,0.001001587503866288,0.03760255782281168,0.05811456614359994,0.0019169627559981303,0.005752819508217106,0.004793095437510603,9.434108287496947e-05,2.7876987843091454e-05,0.002269574281775105,7.058755965449848e-05,0.0010784921589165385,1.3127156185819472e-05,0.0042264806691162836,0.00016721821984171914,0.006963789808304649,0.0014745330364304956,3.7673414299143417e-05,4.767671252664146e-05,1.5753378437988265e-06,0.001163349985246536,0.00017177948763577144,4.96183762480916e-05
