SIRUTA,Krug_CI_2008,Krug_CI_2009,Krug_CI_2010,Krug_CI_2011,Krug_CI_2012,Krug_CI_2013,Krug_CI_2014,Krug_CI_2015,Krug_CI_2016,Krug_CI_2017,Krug_CI_2018,Krug_CI_2019,Krug_CI_2020,Krug_CI_2021,Krug_CI_2022,Krug_CI_2023
13169,0.005284811096289968,0.004305898620276982,0.006798579423204073,0.007220919690874267,0.007979615633827429,0.010228896838396322,0.013695706090218892,0.012908152113453206,0.013435504711423416,0.012621325009630941,0.01448258238242488,0.01709806884964069,0.018432563184099908,0.018328112535800727,0.01789204961070401,0.016689368081518084
13187,0.0017783570632564935,0.0017445910934904456,0.0005498986464929804,0.000577592503043242,0.000455263710043739,0.0002366489048979296,0.00030206556568464893,0.00038634111464400534,0.00014967606072476707,8.447824370775012e-05,7.227620869033617e-05,5.419968854517107e-05,6.750522794037964e-05,7.765272315218286e-05,7.221764473693152e-05,6.762909080096318e-05
13276,0.00040015446404057284,1.0832642227329606e-05,9.272191634400115e-05,0.00021135362644856312,9.069510239312426e-05,0.00016697633518598568,0.00023306297825217767,0.0002945146001002582,0.0002589044854767601,0.00022330894298506663,0.000271458557458004,0.00019443021568199933,0.00020744988843081656,0.00036546917203873227,0.0006270875879172935,0.00032789829624144774
13301,7.2254968906746e-05,0.00021889797231887216,0.00030035196747364224,0.0002674758823919523,0.0002062108760966916,0.0001442615591513027,0.00011316179005596616,2.2820778387236328e-05,3.282082885082718e-05,6.562508288882773e-05,0.0001755192080016935,0.00019222832906317346,0.00020604734184716906,0.0003968443834663535,0.00012678373568967432,0.00013942776059408112
13365,0.02026775383266494,0.014215191284900884,0.02018758774021737,0.017395199715821884,0.018724025607827533,0.02285305367174714,0.025712746459111667,0.02339436696408377,0.02236012813527541,0.025339846927383117,0.024532251350156426,0.022116431809161,0.01587808595427813,0.01830028549111047,0.02047752767433817,0.020208276464454996
13392,0.0003920388447515463,0.0006808345165862366,0.0003355231773155587,0.0002803666048024002,0.0002986990258190288,0.0002111556852711363,0.0004576495107780932,0.0007155526632761012,0.0009936032381312515,0.0006533246035914294,0.0013144512089264123,0.0009857138320067303,0.0012039014491885718,0.0009845190252368349,0.00043516123493864194,0.0003999253554397728
13490,4.112037134220809e-07,2.8813134903737686e-05,0.00015883992034976954,0.0003648506093574762,0.00039654838999465266,5.213765064201251e-05,0.00015681917450718522,0.00017920702094820654,0.00013905417798346136,0.00013425500305989168,0.00014306582412766599,0.0001141668483172016,0.00015557484884172143,0.00021415060460313023,0.00025755764740626667,0.0001800378498512725
13622,0.0001691698245074142,0.00026514373594728393,0.00021684615837413027,0.0002703079419472517,0.00031466922609266104,0.00040805231007365415,0.0005461759116921236,0.0006001320829343779,0.0009207046705487208,0.001251707714031911,0.0014059997585646564,0.0012700762908265768,0.001408145259578553,0.0012185010628567592,0.0007032051707656795,0.0008464894807741174
13935,0.0004293970105187274,4.4261181864508386e-05,4.713374220184989e-05,3.165981222342925e-05,5.075255585670882e-05,0.0001192936858424725,0.00022823417314919454,0.0002364965607173527,0.0003213316153328049,0.00016157699440306168,0.00010835162688478476,5.862972524007488e-05,2.434904495817169e-05,1.7212790776081993e-06,,
14272,1.0474283789215599e-05,6.673897533152409e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15108,0.0,2.7495417702080542e-05,2.6536005996886423e-05,2.385608459792352e-05,3.0428315887569333e-06,1.5748503875590793e-06,2.3666800415765236e-05,3.892909190613984e-05,4.185194434276779e-05,2.1395163133322214e-05,2.2768835132483583e-05,2.3889817231405145e-05,1.7000631088388023e-05,0.00019392281553695371,0.0003820365942723184,0.00013362660486451419
17209,0.00011740780946462773,9.416829581614035e-05,6.438376154729271e-05,0.00013469795722529816,0.00010504021576184212,0.00017472290114087602,0.0002993919899779125,0.00045707415469978463,0.0006373201672512522,0.0006968167305332497,0.0005212639589988064,0.0005397050785204028,0.0005206526662517782,0.00039567018500657276,0.0005341837713073063,0.00019870521222961277
17496,4.317433389075138e-06,8.046823844745806e-06,6.98210370968857e-06,3.50969689671084e-05,5.8800769731264424e-05,0.00033893862122970494,0.000441184597671268,0.0006080475067617192,0.0008244599410100696,0.001579084381533253,0.0014630538901149511,0.001282869557154431,0.0016203439333297397,0.0014630822594041805,0.0017209356937295155,0.0019118651630304425
17968,0.0007844913604387952,0.0006542572865872258,0.0006525099787202436,0.0005527293252798596,0.0003669329849270478,0.0003161043093812385,0.0003629724519723625,0.00030188977871253067,0.00030612714258796054,0.00037978683631248596,0.00040544193877640496,0.00034838379959061823,0.00021619967435327657,0.00016617563909709354,0.00014065793568792542,0.0001257514658562916
18028,9.515459530443663e-06,1.3205353000761636e-06,2.2970347598734876e-05,,,,,,,,,,,,,
18475,0.0,,0.0,,0.0,,,,,,,,,,,0.0
18670,2.8102998187333628e-05,3.556440204803046e-05,8.696451089948973e-06,8.244633223665891e-07,0.0,6.928238036524732e-06,1.5178804906172896e-05,,5.909607973254773e-05,6.836112977605952e-06,4.931646192078855e-06,4.2484344965876135e-06,0.0,9.85849073801581e-07,,5.625662758638847e-06
19007,0.000388574659067822,0.0001612299434166422,4.507139537495628e-05,0.0,,0.0,0.0,0.0,0.0,9.857510325616594e-05,0.0,,0.0,,,
20297,0.008753598766373051,0.006603358864484368,0.00738837674473604,0.008471878100223368,0.007599476007436521,0.009754437120115067,0.01039027867688271,0.01243099105662415,0.009832239145763878,0.010222129099015367,0.011927672363983094,0.01320188328479313,0.011600306032614697,0.009823379573710614,0.004870805434012042,0.0065861931695426435
20359,3.255345597770081e-05,,3.827911701898282e-05,3.5481087550717796e-05,0.00011118098406543818,0.00014242743150856272,0.00016876513531898806,0.00021987288409281398,0.00033956740990907287,0.0005602248159124068,0.0008670912845237745,0.0013325988529606279,0.001997950707514934,0.002464397048247902,0.004630897091136284,0.004183800352499284
20466,6.803365438568328e-07,2.802752592174456e-05,2.56377678787871e-05,2.3448059382262504e-05,1.046152450294963e-05,1.588264207571712e-06,1.084215996699127e-05,5.8453415609922275e-05,4.0198791786099044e-05,2.041131664640187e-05,1.8718487407414193e-05,2.308373727970799e-05,2.1454061020553636e-05,2.033176423558965e-05,1.5743811788605648e-05,1.5729962327692452e-05
