,0
0,366.20149310777805
1,242.41435938683776
2,220.47458553835048
3,164.09040916698575
4,134.11305448034062
5,123.63529301307568
6,103.44549233141431
7,79.5847347542284
8,72.78087347158309
9,57.47361069341829
10,53.192991508849055
11,38.68892613748145
12,32.73631367622152
13,25.06118396251989
14,18.558875892030443
15,8.72500604806523
16,0.2862114649667044
