,0
0,-2.6620149310777794
1,-1.4241435938683775
2,-1.2047458553835053
3,-0.6409040916698574
4,-0.3411305448034063
5,-0.23635293013075676
6,-0.03445492331414357
7,0.20415265245771574
8,0.27219126528416904
9,0.42526389306581713
10,0.46807008491150937
11,0.6131107386251855
12,0.6726368632377848
13,0.7493881603748009
14,0.8144112410796955
15,0.9127499395193477
16,0.997137885350333
