,0
0,3.6620149310777803
1,2.4241435938683775
2,2.204745855383505
3,1.6409040916698574
4,1.3411305448034063
5,1.2363529301307568
6,1.0344549233141431
7,0.795847347542284
8,0.727808734715831
9,0.5747361069341829
10,0.5319299150884905
11,0.38688926137481455
12,0.32736313676221523
13,0.2506118396251989
14,0.18558875892030444
15,0.0872500604806523
16,0.002862114649667044
