,0
0,0.2102837705520854
1,0.13920152289720372
2,0.1266030533203413
3,0.09422558509588816
4,0.07701169795089587
5,0.07099505621199022
6,0.059401473187506805
7,0.0456999177160135
8,0.041792938548107936
9,0.0330030537595259
10,0.030544995124129
11,0.022216330134968338
12,0.018798163315477342
13,0.01439087594486436
14,0.010657057585059497
15,0.005010157534603282
16,0.00016435112133942405
