,0
0,0.15100875366908795
1,0.25396921194402877
2,0.3348400471545584
3,0.9656617168169217
4,0.9409981218359689
5,0.07049545085071665
6,0.1492158986140068
7,0.9658918837733119
8,0.12976160623280963
9,0.8147194158963652
10,0.34994021689001975
11,0.5331501831654927
12,0.002731440409236608
13,0.036660859726527564
14,0.1686008796090493
15,0.5355082848502103
16,0.6125997317226436
