IndicativJudet,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ab,83.5,86.1,85.6,80.6,80.5,79.1,83.4,71.4,72.1,72.6,74.7,70.7,73.8,70.7,69.5,68.5,70.5,71.9,70.0,66.0,64.2,65.0,67.5,68.0,76.7,77.4,77.3,79.5,81.6,82.7,81.9
