Siruta,Denumire localitate,Indicativ judet,Numar absolventi,Populatia scolara
152868,Draganesti De Vede,TR,21.0,162.0
152902,Draganesti-Vlasca,TR,102.0,608.0
152948,Furculesti,TR,12.0,144.0
152993,Frumoasa,TR,11.0,98.0
153026,Galateni,TR,21.0,184.0
153062,Gratia,TR,39.0,215.0
153106,Izvoarele,TR,17.0,116.0
153124,Lisa,TR,7.0,148.0
153151,Lunca,TR,50.0,370.0
153204,Mavrodin,TR,10.0,136.0
153240,Magura,TR,21.0,174.0
153277,Maldaeni,TR,29.0,221.0
153295,Mereni,TR,18.0,239.0
153339,Marzanesti,TR,22.0,257.0
153384,Mosteni,TR,21.0,114.0
153400,Nasturelu,TR,12.0,189.0
153437,Necsesti,TR,11.0,71.0
153473,Olteni,TR,101.0,575.0
153507,Orbeasca,TR,68.0,477.0
153543,Peretu,TR,59.0,403.0
153561,Piatra,TR,65.0,371.0
153589,Pietrosani,TR,21.0,214.0
153605,Plosca,TR,53.0,348.0
153623,Plopii-Slavitesti,TR,17.0,162.0
153696,Poeni,TR,32.0,255.0
153776,Vitanesti,TR,24.0,189.0
153829,Putineiu,TR,22.0,151.0
153865,Radoiesti,TR,14.0,118.0
153909,Rasmiresti,TR,7.0,67.0
153936,Salcia,TR,10.0,146.0
153972,Saceni,TR,7.0,85.0
154013,Scrioastea,TR,29.0,261.0
154068,Scurtu Mare,TR,20.0,135.0
154139,Seaca,TR,12.0,84.0
154166,Sfintesti,TR,3.0,95.0
154184,Segarcea-Vale,TR,19.0,188.0
154228,Silistea,TR,27.0,147.0
154282,Silistea-Gumesti,TR,26.0,200.0
154308,Sarbeni,TR,17.0,145.0
154344,Slobozia Mandra,TR,14.0,81.0
154380,Smardioasa,TR,12.0,206.0
154415,Stejaru,TR,19.0,133.0
154460,Suhaia,TR,18.0,107.0
154497,Storobaneasa,TR,18.0,215.0
154521,Talpa,TR,16.0,128.0
154585,Tatarastii De Jos,TR,37.0,233.0
154665,Tatarastii De Sus,TR,36.0,291.0
154709,Toporu,GR,25.0,188.0
154736,Traian,TR,10.0,73.0
154754,Trivalea-Mosteni,TR,26.0,181.0
154790,Troianul,TR,18.0,173.0
154834,Tiganesti,TR,35.0,196.0
154852,Vedea,TR,23.0,189.0
154914,Viisoara,TR,13.0,96.0
154932,Vartoape,TR,26.0,247.0
154978,Zambreasca,TR,6.0,89.0
154996,Nenciulesti,TR,9.0,127.0
155083,Beciu,TR,9.0,135.0
155092,Beuca,TR,8.0,101.0
155109,Dracea,TR,8.0,118.0
155118,Fantanele,TR,11.0,65.0
155127,Frasinet,TR,28.0,157.0
155136,Purani,TR,11.0,106.0
155145,Saelele,TR,12.0,99.0
155154,Uda-Clocociov,TR,6.0,51.0
155243,Municipiul Timisoara,TM,14591.0,78026.0
155261,Dumbravita,TM,56.0,618.0
155289,Ghiroda,TM,21.0,237.0
155314,Giroc,TM,49.0,701.0
155350,Municipiul Lugoj,TM,1286.0,6621.0
155403,Oras Buzias,TM,129.0,867.0
155458,Oras Deta,TM,169.0,1037.0
155494,Oras Jimbolia,TM,225.0,1635.0
155528,Oras Sannicolau Mare,TM,381.0,2298.0
155546,Balint,TM,16.0,121.0
155591,Banloc,TM,19.0,189.0
155662,Bara,TM,0.0,8.0
155724,Beba Veche,TM,11.0,134.0
155760,Becicherecu Mic,TM,22.0,198.0
155797,Belint,TM,18.0,148.0
155840,Bethausen,TM,27.0,275.0
155911,Biled,TM,63.0,328.0
155957,Barna,TM,11.0,130.0
156035,Bogda,TM,0.0,12.0
156106,Boldur,TM,12.0,164.0
156151,Brestovat,TM,7.0,43.0
156213,Carpinis,TM,36.0,372.0
156259,Cenad,TM,38.0,379.0
156277,Cenei,TM,10.0,176.0
156311,Cheveresu Mare,TM,16.0,129.0
156357,Oras Ciacova,TM,83.0,643.0
156437,Comlosu Mare,TM,27.0,444.0
156473,Costeiu,TM,14.0,209.0
156534,Criciova,TM,13.0,142.0
156589,Curtea,TM,13.0,117.0
156623,Darova,TM,20.0,186.0
156669,Denta,TM,22.0,239.0
156712,Dudestii Vechi,TM,52.0,425.0
156767,Dumbrava,TM,24.0,136.0
156801,Oras Faget,TM,234.0,1302.0
156927,Fardea,TM,14.0,114.0
157004,Foeni,TM,15.0,148.0
157031,Gavojdia,TM,20.0,188.0
157086,Oras Gataia,TM,110.0,830.0
157193,Ghizela,TM,11.0,88.0
157246,Giarmata,TM,54.0,454.0
157273,Giera,TM,3.0,100.0
157317,Giulvaz,TM,34.0,312.0
157362,Jamu Mare,TM,18.0,230.0
157424,Jebel,TM,36.0,236.0
157451,Lenauheim,TM,51.0,425.0
157497,Liebling,TM,40.0,374.0
157530,Lovrin,TM,133.0,530.0
157585,Margina,TM,27.0,172.0
157683,Masloc,TM,23.0,257.0
157736,Manastiur,TM,25.0,159.0
157781,Moravita,TM,42.0,282.0
157834,Mosnita Noua,TM,32.0,330.0
157898,Nadrag,TM,88.0,487.0
157923,Nitchidorf,TM,22.0,136.0
157969,Ohaba Lunga,TM,9.0,81.0
158010,Ortisoara,TM,51.0,408.0
158065,Peciu Nou,TM,87.0,594.0
158109,Periam,TM,89.0,561.0
158136,Pietroasa,TM,20.0,96.0
158181,Pischia,TM,26.0,216.0
158243,Racovita,TM,28.0,220.0
158314,Oras Recas,TM,142.0,1023.0
158396,Remetea Mare,TM,18.0,185.0
158449,Sacosu Turcesc,TM,23.0,234.0
158528,Satchinez,TM,50.0,440.0
158564,Sacalaz,TM,60.0,588.0
158608,Secas,TM,0.0,14.0
158653,Sanandrei,TM,49.0,410.0
158699,Sanmihaiu Roman,TM,42.0,437.0
158733,Sanpetru Mare,TM,25.0,273.0
158779,Sag,TM,23.0,167.0
158804,Stiuca,TM,30.0,210.0
158859,Teremia Mare,TM,37.0,433.0
158895,Tomesti,TM,13.0,130.0
158966,Topolovatu Mare,TM,21.0,163.0
159035,Tormac,TM,36.0,256.0
159071,Traian Vuia,TM,23.0,139.0
159142,Uivar,TM,16.0,211.0
159213,Varias,TM,57.0,526.0
159259,Victor Vlad Delamarina,TM,28.0,163.0
159339,Voiteg,TM,16.0,155.0
159366,Birda,TM,14.0,151.0
159375,Checea,TM,11.0,165.0
159384,Dudestii Noi,TM,18.0,228.0
159393,Fibis,TM,13.0,120.0
159400,Ghilad,TM,24.0,168.0
159419,Gottlob,TM,22.0,177.0
159428,Iecea Mare,TM,18.0,203.0
159437,Parta,TM,24.0,169.0
159446,Padureni,TM,20.0,155.0
159455,Saravale,TM,25.0,345.0
159464,Sandra,TM,19.0,224.0
159473,Tomnatic,TM,36.0,316.0
159482,Valcani,TM,17.0,139.0
159491,Livezile,TM,24.0,164.0
159507,Pesac,TM,18.0,204.0
159516,Bucovat,TM,13.0,114.0
159525,Otelec,TM,15.0,141.0
159614,Municipiul Tulcea,TL,2001.0,11595.0
159650,Oras Babadag,TL,136.0,1363.0
159687,Oras Isaccea,TL,114.0,684.0
159730,Oras Macin,TL,288.0,1640.0
159767,Oras Sulina,TL,44.0,331.0
159785,Baia,TL,49.0,370.0
159847,Beidaud,TL,33.0,259.0
159883,C.a. Rosetti,TL,10.0,55.0
159945,Carcaliu,TL,2.0,30.0
159963,Casimcea,TL,40.0,310.0
160047,Ceatalchioi,TL,3.0,32.0
160092,Ceamurlia De Jos,TL,18.0,182.0
160127,Cerna,TL,45.0,244.0
160172,Chilia Veche,TL,12.0,177.0
160225,Ciucurova,TL,32.0,202.0
160261,Crisan,TL,12.0,70.0
160305,Daeni,TL,22.0,164.0
160323,Dorobantu,TL,14.0,144.0
160387,Frecatei,TL,21.0,243.0
160430,Greci,TL,40.0,351.0
160458,Grindu,TL,13.0,104.0
160476,Hamcearca,TL,13.0,102.0
160528,Horia,TL,12.0,91.0
160564,Izvoarele,TL,8.0,132.0
160617,Jijila,TL,55.0,438.0
160644,Jurilovca,TL,41.0,340.0
160680,Luncavita,TL,40.0,322.0
160724,Mahmudia,TL,17.0,245.0
160779,Maliuc,TL,5.0,28.0
160831,Mihai Bravu,TL,30.0,224.0
160877,Mihail Kogalniceanu,TL,32.0,218.0
160911,Murighiol,TL,30.0,240.0
160993,Nalbant,TL,30.0,230.0
161035,Niculitel,TL,39.0,372.0
161053,Nufaru,TL,22.0,194.0
161106,Ostrov,TL,24.0,181.0
161133,Pardina,TL,3.0,40.0
161151,Peceneaga,TL,10.0,126.0
161179,Sarichioi,TL,39.0,425.0
161231,Sfantu Gheorghe,TL,2.0,39.0
161259,Slava Cercheza,TL,12.0,73.0
161286,Smardan,TL,5.0,92.0
161302,Somova,TL,30.0,322.0
161348,Stejaru,TL,14.0,121.0
161384,Topolog,TL,116.0,801.0
161464,Turcoaia,TL,36.0,284.0
161482,Valea Nucarilor,TL,31.0,232.0
161525,I.c.bratianu,TL,15.0,94.0
161543,Vacareni,TL,35.0,187.0
161552,Bestepe,TL,14.0,132.0
161561,Valea Teilor,TL,16.0,147.0
161794,Municipiul Barlad,VS,1851.0,10513.0
161829,Municipiul Husi,VS,758.0,4761.0
161856,Oras Negresti,VS,503.0,2794.0
161945,Municipiul Vaslui,VS,2062.0,11491.0
162014,Albesti,VS,33.0,227.0
162069,Alexandru Vlahuta,VS,19.0,136.0
162149,Arsura,VS,16.0,132.0
162194,Banca,VS,59.0,621.0
162327,Bacani,VS,41.0,382.0
162381,Bacesti,VS,31.0,599.0
162452,Balteni,VS,14.0,121.0
162498,Berezeni,VS,56.0,483.0
162559,Blagesti,VS,10.0,86.0
162595,Bogdana,VS,21.0,147.0
162693,Bogdanesti,VS,40.0,428.0
162791,Bogdanita,VS,31.0,177.0
162871,Botesti,VS,23.0,187.0
162924,Bunesti-Averesti,VS,32.0,206.0
163002,Codaesti,VS,117.0,736.0
163057,Coroiesti,VS,16.0,194.0
163137,Costesti,VS,31.0,299.0
163208,Cretesti,VS,16.0,132.0
163253,Danesti,VS,24.0,237.0
163324,Deleni,VS,0.0,142.0
163379,Delesti,VS,48.0,278.0
163486,Dragomiresti,VS,117.0,938.0
163618,Dranceni,VS,39.0,372.0
163681,Duda-Epureni,VS,45.0,336.0
163734,Dumesti,VS,41.0,443.0
163789,Epureni,VS,23.0,256.0
163832,Falciu,VS,99.0,649.0
163903,Gagesti,VS,32.0,233.0
163967,Gherghesti,VS,31.0,333.0
164062,Garceni,VS,24.0,353.0
164133,Grivita,VS,35.0,281.0
164197,Hoceni,VS,33.0,275.0
164277,Dimitrie Cantemir,VS,29.0,265.0
164339,Iana,VS,62.0,527.0
164393,Ivanesti,VS,71.0,494.0
164543,Ivesti,VS,41.0,211.0
164598,Laza,VS,35.0,306.0
164687,Lipovat,VS,67.0,412.0
164749,Lunca Banului,VS,30.0,291.0
164829,Malusteni,VS,16.0,181.0
164892,Miclesti,VS,28.0,231.0
164936,Muntenii De Jos,VS,25.0,211.0
164981,Oras Murgeni,VS,111.0,917.0
165069,Oltenesti,VS,25.0,231.0
165130,Osesti,VS,52.0,442.0
165185,Padureni,VS,35.0,424.0
165274,Perieni,VS,56.0,404.0
165336,Poienesti,VS,51.0,328.0
165416,Pogana,VS,62.0,335.0
165470,Puiesti,VS,144.0,961.0
165611,Pungesti,VS,38.0,311.0
165719,Rebricea,VS,60.0,434.0
165817,Rosiesti,VS,30.0,258.0
165899,Solesti,VS,48.0,371.0
165979,Stanilesti,VS,46.0,427.0
166057,Stefan Cel Mare,VS,37.0,255.0
166137,Suletea,VS,33.0,217.0
166182,Tanacu,VS,37.0,178.0
166235,Tacuta,VS,68.0,408.0
166315,Tatarani,VS,26.0,247.0
166413,Todiresti,VS,41.0,350.0
166529,Tutova,VS,40.0,335.0
166636,Valeni,VS,56.0,329.0
166672,Vetrisoaia,VS,55.0,93.0
166707,Viisoara,VS,24.0,140.0
166770,Vinderei,VS,48.0,279.0
166869,Voinesti,VS,41.0,552.0
166985,Vulturesti,VS,21.0,201.0
167035,Vutcani,VS,20.0,198.0
167071,Zapodeni,VS,29.0,255.0
167179,Zorleni,VS,234.0,1626.0
167222,Ibanesti,VS,26.0,179.0
167231,Fruntiseni,VS,34.0,221.0
167240,Rafaila,VS,30.0,299.0
167259,Pogonesti,VS,21.0,167.0
167268,Ciocani,VS,16.0,190.0
167277,Cozmesti,VS,16.0,211.0
167286,Dodesti,VS,20.0,203.0
167295,Feresti,VS,31.0,189.0
167302,Muntenii De Sus,VS,22.0,175.0
167311,Pochidia,VS,30.0,163.0
167320,Puscasi,VS,25.0,288.0
167473,Municipiul Ramnicu Valcea,VL,3821.0,18528.0
167641,Oras Baile Govora,VL,35.0,209.0
167696,Oras Baile Olanesti,VL,83.0,393.0
167794,Oras Brezoi,VL,116.0,828.0
167909,Oras Calimanesti,VL,150.0,888.0
167981,Municipiul Dragasani,VL,757.0,4086.0
168041,Oras Horezu,VL,435.0,2027.0
168130,Oras Ocnele Mari,VL,17.0,191.0
168229,Alunu,VL,42.0,313.0
168309,Amarasti,VL,17.0,87.0
168372,Oras Babeni,VL,156.0,1162.0
168452,Oras Balcesti,VL,203.0,1164.0
168559,Barbatesti,VL,21.0,167.0
168602,Oras Berbesti,VL,223.0,1069.0
168675,Berislavesti,VL,26.0,170.0
168755,Boisoara,VL,14.0,81.0
168791,Budesti,VL,32.0,307.0
168880,Bujoreni,VL,36.0,290.0
168960,Bunesti,VL,35.0,186.0
169039,Cernisoara,VL,14.0,252.0
169119,Caineni,VL,22.0,255.0
169182,Copaceni,VL,33.0,201.0
169253,Costesti,VL,56.0,365.0
169306,Creteni,VL,14.0,103.0
169351,Daesti,VL,17.0,166.0
169404,Danicei,VL,18.0,93.0
169547,Dragoesti,VL,15.0,103.0
169583,Fauresti,VL,15.0,123.0
169681,Fartatesti,VL,32.0,219.0
169896,Francesti,VL,52.0,399.0
169994,Galicea,VL,38.0,220.0
170097,Ghioroiu,VL,13.0,129.0
170168,Glavile,VL,13.0,97.0
170220,Golesti,VL,12.0,85.0
170346,Gradistea,VL,76.0,284.0
170444,Gusoeni,VL,10.0,42.0
170514,Ionesti,VL,29.0,267.0
170612,Lalosu,VL,23.0,223.0
170685,Ladesti,VL,92.0,373.0
170792,Lapusata,VL,13.0,138.0
170872,Livezi,VL,24.0,149.0
170952,Lungesti,VL,20.0,187.0
171021,Malaia,VL,8.0,107.0
171067,Mateesti,VL,25.0,233.0
171101,Maciuca,VL,45.0,248.0
171209,Madulari,VL,12.0,90.0
171272,Maldaresti,VL,0.0,108.0
171325,Mihaesti,VL,31.0,357.0
171469,Milcoiu,VL,6.0,71.0
171539,Muereasca,VL,25.0,154.0
171628,Nicolae Balcescu,VL,38.0,202.0
171806,Olanu,VL,15.0,171.0
171879,Orlesti,VL,22.0,154.0
171931,Otesani,VL,14.0,115.0
171995,Pausesti,VL,19.0,161.0
172082,Pausesti-Maglasi,VL,29.0,229.0
172153,Perisani,VL,23.0,239.0
172279,Pesceana,VL,16.0,86.0
172340,Pietrari,VL,34.0,191.0
172377,Popesti,VL,28.0,198.0
172457,Prundeni,VL,26.0,162.0
172509,Racovita,VL,18.0,200.0
172581,Roesti,VL,25.0,162.0
172698,Rosiile,VL,27.0,185.0
172812,Runcu,VL,6.0,57.0
172894,Salatrucel,VL,24.0,133.0
172947,Scundu,VL,11.0,102.0
172992,Sinesti,VL,21.0,176.0
173061,Slatioara,VL,26.0,0.0
173132,Stanesti,VL,7.0,64.0
173230,Stoenesti,VL,25.0,167.0
173374,Stoilesti,VL,37.0,258.0
173533,Stroesti,VL,25.0,174.0
173597,Sutesti,VL,12.0,125.0
173686,Sirineasa,VL,24.0,179.0
173748,Stefanesti,VL,16.0,160.0
173793,Susani,VL,28.0,223.0
173855,Tetoiu,VL,16.0,151.0
173935,Tomsani,VL,27.0,190.0
174021,Vaideeni,VL,29.0,294.0
174085,Valea Mare,VL,22.0,159.0
174156,Vladesti,VL,21.0,155.0
174218,Voicesti,VL,11.0,103.0
174254,Voineasa,VL,14.0,89.0
174290,Zatreni,VL,24.0,181.0
174496,Titesti,VL,8.0,52.0
174502,Diculesti,VL,23.0,192.0
174511,Lacusteni,VL,14.0,100.0
174520,Mitrofani,VL,3.0,17.0
174744,Municipiul Focsani,VN,3005.0,15291.0
174780,Campineanca,VN,34.0,176.0
174824,Golesti,VN,23.0,184.0
174860,Municipiul Adjud,VN,468.0,2801.0
174922,Oras Marasesti,VN,158.0,1506.0
175019,Oras Odobesti,VN,208.0,1279.0
175055,Oras Panciu,VN,239.0,1351.0
175126,Andreiasu De Jos,VN,27.0,165.0
175206,Balesti,VN,14.0,142.0
175224,Barsesti,VN,8.0,89.0
175260,Boghesti,VN,12.0,146.0
175368,Bolotesti,VN,40.0,318.0
175439,Bordesti,VN,7.0,158.0
175466,Brosteni,VN,25.0,197.0
175509,Chiojdeni,VN,34.0,269.0
175590,Ciorasti,VN,30.0,281.0
175670,Campuri,VN,30.0,315.0
175732,Carligele,VN,27.0,214.0
175787,Corbita,VN,18.0,142.0
175885,Cotesti,VN,36.0,333.0
175938,Dumbraveni,VN,38.0,317.0
175983,Dumitresti,VN,117.0,612.0
176150,Fitionesti,VN,18.0,121.0
176212,Garoafa,VN,33.0,313.0
176301,Gugesti,VN,61.0,502.0
176338,Gura Calitei,VN,21.0,173.0
176445,Homocea,VN,33.0,661.0
176506,Jaristea,VN,35.0,352.0
176551,Jitia,VN,25.0,187.0
176613,Maicanesti,VN,42.0,384.0
176686,Mera,VN,51.0,343.0
176748,Milcovul,VN,23.0,139.0
176793,Movilita,VN,29.0,277.0
176855,Nanesti,VN,16.0,139.0
176891,Naruja,VN,14.0,145.0
176944,Nereju,VN,58.0,493.0
177003,Nistoresti,VN,23.0,151.0
177101,Paltin,VN,30.0,190.0
177236,Paunesti,VN,55.0,414.0
177263,Poiana Cristei,VN,21.0,228.0
177352,Pufesti,VN,30.0,365.0
177405,Racoasa,VN,31.0,245.0
177469,Reghiu,VN,14.0,203.0
177557,Ruginesti,VN,30.0,313.0
177600,Sihlea,VN,49.0,499.0
177655,Slobozia Bradului,VN,49.0,1438.0
177726,Slobozia Ciorasti,VN,15.0,126.0
177762,Soveja,VN,17.0,121.0
177799,Straoane,VN,30.0,241.0
177842,Suraia,VN,37.0,355.0
177879,Tanasoaia,VN,22.0,165.0
177986,Tataranu,VN,32.0,246.0
178046,Tamboesti,VN,30.0,430.0
178117,Tulnici,VN,26.0,317.0
178180,Tifesti,VN,38.0,345.0
178279,Urechesti,VN,13.0,168.0
178313,Valea Sarii,VN,17.0,110.0
178377,Vidra,VN,240.0,1195.0
178475,Vintileasca,VN,28.0,173.0
178545,Vizantea-Livezi,VN,32.0,237.0
178607,Vanatori,VN,29.0,298.0
178689,Vartescoiu,VN,25.0,275.0
178750,Vrancioaia,VN,19.0,182.0
178821,Vulturu,VN,61.0,501.0
178885,Negrilesti,VN,10.0,63.0
178894,Ploscuteni,VN,33.0,288.0
178901,Popesti,VN,21.0,172.0
178910,Paulesti,VN,12.0,100.0
178929,Biliesti,VN,13.0,138.0
178938,Gologanu,VN,16.0,128.0
178947,Obrejita,VN,25.0,155.0
178956,Rastoaca,VN,14.0,98.0
178965,Spulber,VN,16.0,169.0
179132,Municipiul Bucuresti,B,70881.0,387918.0
179221,Oras Bragadiru,IF,93.0,1266.0
179249,Chiajna,IF,156.0,1135.0
179285,Oras Chitila,IF,117.0,1265.0
179310,Dobroesti,IF,49.0,552.0
179347,Glina,IF,59.0,693.0
179383,Jilava,IF,72.0,707.0
179409,Oras Magurele,IF,178.0,1393.0
179463,Mogosoaia,IF,30.0,450.0
179481,Oras Otopeni,IF,201.0,1959.0
179515,Oras Pantelimon,IF,178.0,1924.0
179533,Oras Popesti Leordeni,IF,175.0,1538.0
179551,Oras Voluntari,IF,472.0,4580.0
179588,Copaceni,IF,17.0,214.0
179604,Poienile Izei,MM,7.0,38.0
179613,Sieu,MM,21.0,161.0
179622,Grosii Tiblesului,MM,33.0,163.0
179631,Treznea,SJ,11.0,92.0
179640,Vulcana-Pandele,DB,39.0,244.0
179659,Negrilesti,BN,20.0,151.0
179677,Camin,SM,10.0,122.0
179686,Dumitrita,BN,29.0,332.0
179695,Simisna,SJ,14.0,69.0
179702,Traian,IL,56.0,329.0
179711,Vladeni,DB,30.0,247.0
179720,Poiana Ilvei,BN,16.0,115.0
179739,Malu,GR,14.0,139.0
179748,Cosoba,GR,33.0,297.0
179757,Herasti,GR,12.0,178.0
179766,Isvoarele,GR,11.0,109.0
179775,Sabareni,GR,22.0,230.0
179784,Boranesti,IL,49.0,259.0
179793,Buesti,IL,0.0,43.0
179800,Maia,IL,16.0,149.0
179819,Ograda,IL,29.0,256.0
179828,Rosiori,IL,26.0,250.0
179837,Coas,MM,12.0,116.0
179846,Coltau,MM,27.0,377.0
179855,Gardani,MM,7.0,71.0
179864,Oncesti,MM,7.0,80.0
179873,Agris,SM,8.0,124.0
179882,Ciumesti,SM,17.0,132.0
179891,Raciu,DB,40.0,281.0
179908,Pietrari,DB,30.0,213.0
179917,Rau Alb,DB,9.0,87.0
179926,Rascaeti,DB,22.0,194.0
179935,Persinari,DB,37.0,190.0
179944,Runcu Salvei,BN,14.0,131.0
179953,Ciceu- Mihaiesti,BN,11.0,93.0
179962,Galbinasi,CL,42.0,497.0
179971,Colelia,IL,8.0,93.0
179980,Marculesti,IL,9.0,110.0
179999,Moldoveni,IL,0.0,21.0
180000,Platonesti,IL,25.0,149.0
180019,Sarateni,IL,0.0,68.0
180028,Porumbesti,SM,31.0,258.0
180037,Boghis,SJ,18.0,221.0
180046,Gura Ialomitei,IL,34.0,217.0
180055,Crivat,CL,20.0,148.0
180064,Barbulesti,IL,16.0,761.0
180091,Racsa,SM,15.0,154.0
