Siruta,Pop_liceal,Pop_profess,Pop_primar_gimn,Pop_univ
47006,0.0,0.0,419.0,0.0
47079,0.0,0.0,252.0,0.0
47159,0.0,0.0,103.0,0.0
47186,56.0,16.0,351.0,0.0
47300,0.0,0.0,232.0,0.0
47337,0.0,0.0,183.0,0.0
47373,0.0,0.0,518.0,0.0
47417,0.0,0.0,24.0,0.0
47453,0.0,0.0,473.0,0.0
47578,0.0,0.0,203.0,0.0
47630,0.0,0.0,191.0,0.0
47774,0.0,0.0,213.0,0.0
47818,0.0,0.0,42.0,0.0
47854,0.0,0.0,194.0,0.0
47916,469.0,0.0,804.0,0.0
48021,0.0,0.0,62.0,0.0
48138,0.0,0.0,342.0,0.0
48165,0.0,0.0,6.0,0.0
48227,0.0,0.0,122.0,0.0
48325,623.0,76.0,545.0,0.0
48487,0.0,0.0,247.0,0.0
48557,0.0,0.0,399.0,0.0
48682,0.0,0.0,234.0,0.0
48744,202.0,110.0,624.0,0.0
48771,0.0,0.0,459.0,0.0
48842,0.0,0.0,292.0,0.0
48922,0.0,0.0,113.0,0.0
48968,0.0,0.0,586.0,0.0
49019,0.0,0.0,93.0,0.0
49046,96.0,0.0,264.0,0.0
49073,0.0,0.0,311.0,0.0
49153,0.0,0.0,286.0,0.0
49206,0.0,0.0,224.0,0.0
49233,0.0,0.0,111.0,0.0
49313,0.0,0.0,211.0,0.0
49439,0.0,0.0,195.0,0.0
49484,0.0,0.0,321.0,0.0
49545,129.0,67.0,558.0,0.0
49625,0.0,0.0,233.0,0.0
49643,0.0,0.0,297.0,0.0
49769,0.0,0.0,304.0,0.0
49849,0.0,0.0,371.0,0.0
49894,0.0,0.0,265.0,0.0
49956,0.0,0.0,752.0,0.0
50022,0.0,0.0,344.0,0.0
50068,0.0,0.0,57.0,0.0
50102,146.0,102.0,698.0,0.0
50228,0.0,0.0,176.0,0.0
50326,0.0,0.0,377.0,0.0
50399,0.0,0.0,122.0,0.0
50415,0.0,0.0,371.0,0.0
50479,0.0,0.0,314.0,0.0
50549,0.0,0.0,179.0,0.0
50564,0.0,0.0,99.0,0.0
50790,2888.0,390.0,5100.0,1312.0
50889,342.0,0.0,633.0,0.0
50923,369.0,0.0,322.0,0.0
50969,749.0,75.0,1400.0,0.0
50987,0.0,0.0,47.0,0.0
51010,2617.0,141.0,2190.0,0.0
51056,719.0,13.0,915.0,0.0
51118,778.0,73.0,992.0,0.0
51207,634.0,66.0,411.0,0.0
51243,0.0,0.0,168.0,0.0
51305,0.0,0.0,119.0,0.0
51332,0.0,0.0,170.0,0.0
51387,0.0,0.0,105.0,0.0
51449,0.0,0.0,169.0,0.0
51500,84.0,0.0,259.0,0.0
51546,0.0,0.0,77.0,0.0
51573,351.0,0.0,255.0,0.0
51626,0.0,0.0,63.0,0.0
51662,0.0,0.0,0.0,0.0
51699,0.0,0.0,91.0,0.0
51751,0.0,0.0,134.0,0.0
51804,38.0,0.0,137.0,0.0
51840,0.0,0.0,41.0,0.0
51877,0.0,0.0,225.0,0.0
51948,0.0,0.0,109.0,0.0
51984,0.0,0.0,30.0,0.0
52035,0.0,0.0,41.0,0.0
52062,0.0,0.0,54.0,0.0
52115,0.0,0.0,122.0,0.0
52160,0.0,37.0,244.0,0.0
52570,0.0,0.0,102.0,0.0
52650,0.0,0.0,113.0,0.0
52696,0.0,0.0,219.0,0.0
52721,0.0,0.0,86.0,0.0
52758,0.0,0.0,90.0,0.0
52785,0.0,0.0,122.0,0.0
52856,0.0,0.0,157.0,0.0
52909,0.0,0.0,90.0,0.0
52936,0.0,0.0,112.0,0.0
52954,0.0,0.0,37.0,0.0
52990,0.0,0.0,151.0,0.0
53023,0.0,0.0,134.0,0.0
53069,0.0,0.0,30.0,0.0
53103,0.0,0.0,72.0,0.0
53130,0.0,0.0,159.0,0.0
53167,0.0,0.0,137.0,0.0
53210,0.0,0.0,47.0,0.0
53247,0.0,0.0,326.0,0.0
53274,265.0,0.0,280.0,0.0
53327,0.0,0.0,87.0,0.0
53345,0.0,0.0,84.0,0.0
53372,0.0,0.0,219.0,0.0
53425,0.0,0.0,106.0,0.0
53489,0.0,0.0,126.0,0.0
53513,0.0,0.0,112.0,0.0
53577,258.0,0.0,152.0,0.0
53639,0.0,0.0,79.0,0.0
53675,0.0,0.0,174.0,0.0
53700,0.0,0.0,109.0,0.0
53728,0.0,0.0,92.0,0.0
53755,0.0,0.0,146.0,0.0
53791,0.0,0.0,96.0,0.0
53853,0.0,0.0,121.0,0.0
54056,0.0,0.0,176.0,0.0
54109,0.0,0.0,162.0,0.0
54163,0.0,0.0,86.0,0.0
54270,292.0,0.0,322.0,0.0
54305,0.0,0.0,172.0,0.0
54350,0.0,0.0,114.0,0.0
54387,0.0,0.0,195.0,0.0
54412,0.0,0.0,278.0,0.0
54485,0.0,0.0,36.0,0.0
54500,0.0,0.0,101.0,0.0
54537,0.0,0.0,105.0,0.0
54573,0.0,0.0,90.0,0.0
54617,0.0,0.0,243.0,0.0
54699,0.0,0.0,33.0,0.0
54975,12665.0,1637.0,24636.0,67262.0
55008,2021.0,268.0,3166.0,0.0
55062,0.0,0.0,171.0,0.0
55106,0.0,0.0,6.0,0.0
55160,0.0,0.0,178.0,0.0
55259,1947.0,245.0,3714.0,0.0
55277,0.0,0.0,378.0,0.0
55311,0.0,0.0,165.0,0.0
55357,1062.0,159.0,1738.0,0.0
55384,1297.0,136.0,2012.0,0.0
55446,778.0,134.0,930.0,0.0
55473,0.0,0.0,406.0,0.0
55598,0.0,0.0,15.0,0.0
55623,0.0,0.0,93.0,0.0
55687,38.0,13.0,826.0,0.0
55776,0.0,0.0,118.0,0.0
55838,0.0,0.0,525.0,0.0
55918,0.0,0.0,145.0,0.0
56014,0.0,0.0,97.0,0.0
56096,0.0,0.0,99.0,0.0
56210,0.0,53.0,503.0,0.0
56265,0.0,0.0,119.0,0.0
56327,0.0,0.0,114.0,0.0
56354,0.0,0.0,170.0,0.0
56425,0.0,0.0,114.0,0.0
56461,0.0,0.0,142.0,0.0
56522,0.0,0.0,279.0,0.0
56568,0.0,0.0,177.0,0.0
56666,0.0,0.0,328.0,0.0
56773,0.0,0.0,166.0,0.0
56844,0.0,0.0,262.0,0.0
56988,0.0,0.0,175.0,0.0
57083,0.0,0.0,195.0,0.0
57163,0.0,0.0,102.0,0.0
57225,0.0,0.0,90.0,0.0
57314,0.0,0.0,130.0,0.0
57350,0.0,0.0,399.0,0.0
57449,0.0,0.0,61.0,0.0
57546,0.0,0.0,98.0,0.0
57582,0.0,0.0,125.0,0.0
57644,0.0,0.0,88.0,0.0
57706,0.0,0.0,1046.0,0.0
57742,0.0,0.0,343.0,0.0
57831,0.0,0.0,114.0,0.0
57902,89.0,0.0,731.0,0.0
57948,0.0,0.0,122.0,0.0
58008,0.0,0.0,222.0,0.0
58142,0.0,0.0,333.0,0.0
58204,0.0,0.0,133.0,0.0
58259,0.0,0.0,281.0,0.0
58311,0.0,0.0,104.0,0.0
58357,0.0,0.0,238.0,0.0
58393,0.0,0.0,84.0,0.0
58464,0.0,0.0,102.0,0.0
58534,0.0,0.0,116.0,0.0
58552,0.0,0.0,200.0,0.0
58623,0.0,0.0,264.0,0.0
58721,0.0,0.0,233.0,0.0
58794,0.0,0.0,105.0,0.0
58856,0.0,0.0,176.0,0.0
58918,0.0,0.0,99.0,0.0
58990,0.0,0.0,46.0,0.0
59041,0.0,0.0,275.0,0.0
59130,0.0,0.0,54.0,0.0
59238,0.0,0.0,58.0,0.0
59283,0.0,0.0,98.0,0.0
59327,0.0,0.0,222.0,0.0
59416,0.0,0.0,155.0,0.0
59434,0.0,0.0,127.0,0.0
59498,0.0,0.0,33.0,0.0
59586,0.0,0.0,151.0,0.0
59657,0.0,0.0,96.0,0.0
59693,0.0,0.0,347.0,0.0
59764,0.0,0.0,158.0,0.0
59826,0.0,0.0,100.0,0.0
59880,0.0,0.0,165.0,0.0
59942,0.0,0.0,144.0,0.0
60026,0.0,0.0,58.0,0.0
60062,0.0,0.0,410.0,0.0
60099,0.0,0.0,114.0,0.0
60169,0.0,0.0,143.0,0.0
60419,14075.0,917.0,23100.0,23118.0
60455,316.0,0.0,738.0,0.0
60482,1731.0,303.0,3205.0,0.0
60507,841.0,28.0,3013.0,0.0
60534,169.0,0.0,553.0,0.0
60570,0.0,0.0,474.0,0.0
60598,0.0,0.0,404.0,0.0
60632,0.0,0.0,425.0,0.0
60687,509.0,22.0,1310.0,0.0
60721,0.0,0.0,549.0,0.0
60776,798.0,72.0,1586.0,0.0
60801,687.0,0.0,963.0,0.0
60847,1514.0,247.0,3343.0,0.0
60883,91.0,0.0,208.0,0.0
60945,0.0,0.0,363.0,0.0
61005,0.0,0.0,316.0,0.0
61069,268.0,95.0,456.0,0.0
61121,262.0,60.0,560.0,0.0
61167,0.0,0.0,128.0,0.0
61210,0.0,0.0,304.0,0.0
61256,55.0,31.0,297.0,0.0
61283,0.0,0.0,319.0,0.0
61318,357.0,23.0,892.0,0.0
61372,193.0,67.0,515.0,0.0
61452,0.0,0.0,202.0,0.0
61513,0.0,0.0,592.0,0.0
61559,58.0,39.0,306.0,0.0
61620,79.0,0.0,1225.0,0.0
61675,257.0,22.0,266.0,0.0
61737,11.0,54.0,571.0,0.0
61808,0.0,0.0,151.0,0.0
61826,0.0,0.0,166.0,0.0
61871,94.0,49.0,348.0,0.0
61951,0.0,0.0,205.0,0.0
62020,0.0,0.0,262.0,0.0
62057,0.0,0.0,292.0,0.0
62137,0.0,0.0,258.0,0.0
62191,278.0,0.0,791.0,0.0
62253,105.0,0.0,495.0,0.0
62280,0.0,0.0,617.0,0.0
62360,295.0,0.0,962.0,0.0
62397,297.0,0.0,471.0,0.0
62440,25.0,36.0,568.0,0.0
62486,0.0,0.0,249.0,0.0
62538,192.0,0.0,540.0,0.0
62609,0.0,0.0,238.0,0.0
62672,0.0,0.0,352.0,0.0
62707,0.0,0.0,353.0,0.0
62761,255.0,0.0,676.0,0.0
62798,0.0,0.0,396.0,0.0
62823,0.0,0.0,100.0,0.0
62878,0.0,0.0,240.0,0.0
62903,0.0,0.0,181.0,0.0
62949,0.0,0.0,150.0,0.0
62985,0.0,0.0,159.0,0.0
63045,0.0,0.0,150.0,0.0
63072,237.0,0.0,646.0,0.0
63125,0.0,0.0,1236.0,0.0
63152,177.0,0.0,932.0,0.0
63161,0.0,0.0,44.0,0.0
63170,0.0,0.0,70.0,0.0
63189,0.0,0.0,237.0,0.0
63198,0.0,0.0,255.0,0.0
63278,0.0,0.0,96.0,0.0
63286,0.0,0.0,235.0,0.0
63294,0.0,0.0,235.0,0.0
63300,0.0,0.0,482.0,0.0
63318,0.0,0.0,176.0,0.0
63326,0.0,0.0,110.0,0.0
63334,0.0,0.0,130.0,0.0
63394,2295.0,731.0,5405.0,318.0
63447,334.0,168.0,690.0,0.0
63526,345.0,116.0,897.0,0.0
63553,0.0,0.0,74.0,0.0
63580,655.0,147.0,946.0,0.0
63633,0.0,0.0,364.0,0.0
63688,0.0,0.0,415.0,0.0
63740,1634.0,298.0,1802.0,42.0
63777,0.0,0.0,205.0,0.0
63802,0.0,0.0,501.0,0.0
63866,0.0,0.0,426.0,0.0
63893,0.0,0.0,252.0,0.0
63937,0.0,0.0,254.0,0.0
64005,0.0,0.0,147.0,0.0
64041,0.0,0.0,601.0,0.0
64096,0.0,0.0,318.0,0.0
64130,0.0,0.0,192.0,0.0
64194,0.0,0.0,339.0,0.0
64238,0.0,0.0,89.0,0.0
64265,0.0,0.0,215.0,0.0
64318,0.0,0.0,462.0,0.0
64345,0.0,0.0,109.0,0.0
64390,0.0,0.0,259.0,0.0
64425,0.0,0.0,83.0,0.0
64461,0.0,0.0,132.0,0.0
64504,0.0,0.0,106.0,0.0
64568,0.0,0.0,91.0,0.0
64602,0.0,0.0,292.0,0.0
64639,0.0,0.0,325.0,0.0
64719,0.0,0.0,146.0,0.0
64773,0.0,0.0,223.0,0.0
64826,0.0,0.0,426.0,0.0
64871,0.0,0.0,276.0,0.0
64906,0.0,0.0,243.0,0.0
64942,0.0,0.0,719.0,0.0
64997,0.0,0.0,141.0,0.0
65011,0.0,0.0,493.0,0.0
65048,0.0,0.0,389.0,0.0
65099,0.0,0.0,80.0,0.0
65105,0.0,0.0,97.0,0.0
65113,0.0,0.0,74.0,0.0
65121,0.0,0.0,170.0,0.0
65139,0.0,0.0,136.0,0.0
65147,0.0,0.0,98.0,0.0
65154,0.0,0.0,152.0,0.0
65342,7570.0,728.0,7794.0,4931.0
65379,0.0,0.0,44.0,0.0
65413,0.0,0.0,264.0,0.0
65431,0.0,0.0,423.0,0.0
65477,0.0,0.0,413.0,0.0
65501,0.0,0.0,211.0,0.0
65609,429.0,23.0,509.0,0.0
65645,0.0,0.0,24.0,0.0
65681,1881.0,122.0,1444.0,0.0
65707,0.0,0.0,136.0,0.0
65752,0.0,0.0,380.0,0.0
65841,1308.0,116.0,1553.0,0.0
65869,0.0,0.0,261.0,0.0
65921,908.0,105.0,1310.0,0.0
66009,0.0,0.0,158.0,0.0
66081,1412.0,195.0,1104.0,0.0
66152,0.0,0.0,276.0,0.0
66198,144.0,116.0,954.0,0.0
66223,0.0,0.0,161.0,0.0
66330,0.0,0.0,277.0,0.0
66401,0.0,0.0,200.0,0.0
66438,0.0,0.0,173.0,0.0
66474,0.0,0.0,533.0,0.0
66526,0.0,0.0,145.0,0.0
66580,0.0,0.0,188.0,0.0
66697,0.0,0.0,989.0,0.0
66731,0.0,0.0,296.0,0.0
66768,0.0,0.0,427.0,0.0
66857,0.0,0.0,935.0,0.0
66955,0.0,0.0,122.0,0.0
67014,0.0,0.0,480.0,0.0
67121,0.0,0.0,316.0,0.0
67167,0.0,0.0,352.0,0.0
67256,0.0,0.0,400.0,0.0
67292,0.0,0.0,290.0,0.0
67327,0.0,0.0,426.0,0.0
67407,0.0,0.0,658.0,0.0
67470,0.0,0.0,310.0,0.0
67522,0.0,0.0,317.0,0.0
67595,0.0,0.0,380.0,0.0
67648,0.0,0.0,417.0,0.0
67675,0.0,0.0,231.0,0.0
67737,0.0,0.0,502.0,0.0
67773,0.0,0.0,188.0,0.0
67835,0.0,0.0,515.0,0.0
67906,0.0,0.0,519.0,0.0
67942,0.0,0.0,148.0,0.0
68002,0.0,0.0,536.0,0.0
68048,0.0,0.0,379.0,0.0
68128,0.0,0.0,234.0,0.0
68182,0.0,0.0,388.0,0.0
68253,0.0,0.0,225.0,0.0
68280,282.0,0.0,453.0,0.0
68324,0.0,0.0,316.0,0.0
68342,0.0,0.0,561.0,0.0
68404,0.0,0.0,209.0,0.0
68431,0.0,0.0,343.0,0.0
68468,0.0,0.0,1045.0,0.0
68529,0.0,0.0,284.0,0.0
68565,0.0,0.0,137.0,0.0
68627,364.0,0.0,595.0,0.0
68716,0.0,0.0,250.0,0.0
68789,0.0,0.0,253.0,0.0
68887,0.0,0.0,245.0,0.0
68921,0.0,0.0,340.0,0.0
68976,0.0,0.0,394.0,0.0
69063,0.0,0.0,282.0,0.0
69170,0.0,0.0,153.0,0.0
69250,0.0,0.0,316.0,0.0
69303,0.0,0.0,199.0,0.0
69330,269.0,0.0,348.0,0.0
69394,0.0,0.0,79.0,0.0
69447,0.0,0.0,155.0,0.0
69526,153.0,46.0,448.0,0.0
69615,0.0,0.0,196.0,0.0
69900,15599.0,1617.0,20949.0,21929.0
69964,0.0,0.0,243.0,0.0
70094,0.0,0.0,257.0,0.0
70110,0.0,0.0,386.0,0.0
70174,0.0,0.0,266.0,0.0
70316,809.0,67.0,1521.0,0.0
70352,945.0,38.0,1218.0,0.0
70414,1120.0,200.0,1571.0,0.0
70502,346.0,105.0,651.0,0.0
70520,0.0,0.0,172.0,0.0
70566,0.0,0.0,71.0,0.0
70637,321.0,62.0,463.0,0.0
70673,0.0,0.0,120.0,0.0
70726,0.0,0.0,163.0,0.0
70744,0.0,64.0,413.0,0.0
70879,145.0,0.0,391.0,0.0
70897,0.0,0.0,381.0,0.0
70940,111.0,0.0,322.0,0.0
70968,0.0,0.0,42.0,0.0
70986,0.0,0.0,90.0,0.0
71055,0.0,0.0,244.0,0.0
71126,0.0,0.0,368.0,0.0
71199,0.0,0.0,224.0,0.0
71260,0.0,0.0,362.0,0.0
71340,0.0,0.0,88.0,0.0
71457,0.0,0.0,367.0,0.0
71518,0.0,0.0,222.0,0.0
71536,0.0,0.0,143.0,0.0
71572,0.0,0.0,291.0,0.0
71607,389.0,71.0,370.0,0.0
71634,0.0,0.0,346.0,0.0
71698,0.0,0.0,347.0,0.0
71723,0.0,0.0,138.0,0.0
71787,97.0,0.0,388.0,0.0
71812,0.0,0.0,97.0,0.0
71858,0.0,0.0,308.0,0.0
71885,0.0,0.0,295.0,0.0
71910,0.0,0.0,178.0,0.0
71956,0.0,68.0,376.0,0.0
72007,375.0,0.0,710.0,0.0
72034,0.0,0.0,431.0,0.0
72052,0.0,0.0,175.0,0.0
72098,0.0,0.0,144.0,0.0
72150,0.0,0.0,173.0,0.0
72221,0.0,0.0,192.0,0.0
72276,0.0,0.0,143.0,0.0
72383,0.0,0.0,314.0,0.0
72409,0.0,0.0,75.0,0.0
72463,0.0,0.0,168.0,0.0
72506,0.0,0.0,114.0,0.0
72533,0.0,0.0,240.0,0.0
72579,0.0,0.0,224.0,0.0
72604,0.0,0.0,24.0,0.0
72640,0.0,0.0,178.0,0.0
72677,0.0,0.0,189.0,0.0
72819,0.0,0.0,118.0,0.0
72882,0.0,0.0,119.0,0.0
72926,0.0,0.0,292.0,0.0
72953,0.0,0.0,285.0,0.0
72980,0.0,0.0,73.0,0.0
73013,0.0,0.0,98.0,0.0
73031,0.0,0.0,219.0,0.0
73068,100.0,0.0,191.0,0.0
73102,271.0,72.0,298.0,0.0
73246,0.0,0.0,60.0,0.0
73317,0.0,0.0,298.0,0.0
73335,0.0,0.0,469.0,0.0
73371,0.0,0.0,172.0,0.0
73460,0.0,0.0,245.0,0.0
73503,0.0,0.0,194.0,0.0
73567,0.0,0.0,304.0,0.0
73594,0.0,0.0,142.0,0.0
73629,0.0,0.0,204.0,0.0
73665,0.0,0.0,222.0,0.0
73709,201.0,64.0,320.0,0.0
73736,189.0,0.0,642.0,0.0
73772,0.0,0.0,140.0,0.0
73852,0.0,0.0,139.0,0.0
73905,0.0,0.0,303.0,0.0
73923,0.0,0.0,116.0,0.0
73996,0.0,0.0,688.0,0.0
74028,0.0,0.0,244.0,0.0
74073,0.0,0.0,194.0,0.0
74108,0.0,0.0,114.0,0.0
74135,0.0,0.0,63.0,0.0
74171,0.0,0.0,114.0,0.0
74224,0.0,0.0,94.0,0.0
74242,0.0,0.0,113.0,0.0
74322,0.0,0.0,207.0,0.0
74359,0.0,0.0,111.0,0.0
74411,0.0,0.0,157.0,0.0
74509,0.0,0.0,187.0,0.0
74536,0.0,0.0,298.0,0.0
74554,0.0,0.0,273.0,0.0
74581,0.0,68.0,416.0,0.0
74616,0.0,0.0,153.0,0.0
74705,0.0,0.0,107.0,0.0
74732,0.0,0.0,137.0,0.0
74750,0.0,0.0,187.0,0.0
74842,0.0,0.0,211.0,0.0
74859,41.0,45.0,85.0,0.0
74867,0.0,0.0,107.0,0.0
74875,0.0,0.0,172.0,0.0
74883,0.0,0.0,127.0,0.0
74891,0.0,0.0,82.0,0.0
74907,0.0,0.0,225.0,0.0
74915,0.0,0.0,126.0,0.0
74923,0.0,0.0,97.0,0.0
74931,0.0,0.0,94.0,0.0
74949,0.0,0.0,175.0,0.0
74956,0.0,0.0,108.0,0.0
75098,13053.0,1238.0,18876.0,14142.0
75114,0.0,0.0,353.0,0.0
75150,0.0,0.0,420.0,0.0
75203,3618.0,733.0,3646.0,0.0
75221,0.0,0.0,402.0,0.0
75258,0.0,0.0,551.0,0.0
75338,262.0,116.0,319.0,0.0
75356,0.0,0.0,279.0,0.0
75472,469.0,166.0,595.0,0.0
75515,0.0,0.0,514.0,0.0
75542,0.0,0.0,193.0,0.0
75613,0.0,0.0,221.0,0.0
75668,0.0,0.0,169.0,0.0
75686,0.0,0.0,168.0,0.0
75711,0.0,0.0,303.0,0.0
75766,41.0,0.0,1163.0,0.0
75819,0.0,0.0,281.0,0.0
75864,0.0,0.0,311.0,0.0
75917,0.0,0.0,220.0,0.0
75953,73.0,61.0,495.0,0.0
76004,0.0,0.0,157.0,0.0
76040,0.0,0.0,429.0,0.0
76111,0.0,0.0,252.0,0.0
76139,0.0,0.0,165.0,0.0
76157,199.0,56.0,534.0,0.0
76175,0.0,0.0,599.0,0.0
76255,0.0,0.0,400.0,0.0
76282,0.0,0.0,296.0,0.0
76317,0.0,0.0,445.0,0.0
76353,0.0,0.0,292.0,0.0
76406,0.0,0.0,822.0,0.0
76497,0.0,0.0,250.0,0.0
76558,0.0,0.0,262.0,0.0
76585,0.0,0.0,371.0,0.0
76601,52.0,111.0,1044.0,0.0
76638,0.0,0.0,180.0,0.0
76674,0.0,0.0,877.0,0.0
76692,0.0,0.0,1175.0,0.0
76718,0.0,0.0,422.0,0.0
76745,0.0,0.0,204.0,0.0
76763,0.0,0.0,161.0,0.0
76807,0.0,0.0,320.0,0.0
76932,0.0,0.0,116.0,0.0
76969,484.0,88.0,921.0,0.0
76996,0.0,0.0,409.0,0.0
77028,0.0,0.0,188.0,0.0
77082,0.0,0.0,158.0,0.0
77126,0.0,0.0,176.0,0.0
77153,0.0,0.0,357.0,0.0
77180,0.0,0.0,411.0,0.0
77224,0.0,0.0,460.0,0.0
77260,0.0,0.0,101.0,0.0
77288,0.0,0.0,135.0,0.0
77313,181.0,27.0,425.0,0.0
77331,0.0,0.0,544.0,0.0
77377,0.0,0.0,172.0,0.0
77402,0.0,0.0,530.0,0.0
77475,0.0,0.0,288.0,0.0
77509,0.0,0.0,171.0,0.0
77536,0.0,0.0,182.0,0.0
77561,0.0,0.0,150.0,0.0
77579,0.0,0.0,191.0,0.0
77587,0.0,0.0,180.0,0.0
77595,0.0,0.0,220.0,0.0
77601,0.0,0.0,107.0,0.0
77812,8029.0,430.0,8661.0,3363.0
77910,0.0,0.0,433.0,0.0
78016,0.0,0.0,237.0,0.0
78089,0.0,0.0,99.0,0.0
78141,1642.0,72.0,1948.0,0.0
78258,518.0,23.0,477.0,0.0
78329,388.0,0.0,756.0,0.0
78454,197.0,64.0,347.0,0.0
78472,0.0,0.0,236.0,0.0
78542,0.0,0.0,130.0,0.0
78604,0.0,0.0,357.0,0.0
78668,0.0,0.0,38.0,0.0
78711,147.0,63.0,353.0,0.0
78748,0.0,0.0,83.0,0.0
78828,0.0,0.0,118.0,0.0
78873,0.0,0.0,212.0,0.0
78926,0.0,0.0,145.0,0.0
79004,291.0,0.0,591.0,0.0
79077,0.0,0.0,290.0,0.0
79157,0.0,0.0,182.0,0.0
79237,0.0,0.0,200.0,0.0
79308,198.0,70.0,496.0,0.0
79362,0.0,0.0,123.0,0.0
79406,189.0,81.0,292.0,0.0
79497,0.0,0.0,137.0,0.0
79585,0.0,0.0,125.0,0.0
79656,0.0,0.0,94.0,0.0
79736,0.0,0.0,136.0,0.0
79834,0.0,0.0,308.0,0.0
79932,0.0,0.0,358.0,0.0
80043,0.0,0.0,142.0,0.0
80123,0.0,0.0,146.0,0.0
80249,0.0,0.0,190.0,0.0
80285,159.0,44.0,335.0,0.0
80365,0.0,0.0,155.0,0.0
80427,0.0,0.0,149.0,0.0
80506,0.0,0.0,177.0,0.0
80560,0.0,0.0,176.0,0.0
80613,0.0,0.0,111.0,0.0
80677,0.0,0.0,115.0,0.0
80711,0.0,0.0,158.0,0.0
80766,0.0,0.0,159.0,0.0
80846,364.0,51.0,466.0,0.0
80908,0.0,0.0,121.0,0.0
80980,0.0,0.0,336.0,0.0
81095,0.0,0.0,374.0,0.0
81184,163.0,0.0,259.0,0.0
81264,0.0,0.0,557.0,0.0
81380,0.0,0.0,224.0,0.0
81415,0.0,0.0,193.0,0.0
81497,139.0,0.0,315.0,0.0
81576,86.0,0.0,314.0,0.0
81656,0.0,0.0,119.0,0.0
81754,0.0,0.0,70.0,0.0
81816,0.0,0.0,163.0,0.0
81861,0.0,0.0,259.0,0.0
81987,0.0,0.0,86.0,0.0
82047,0.0,0.0,236.0,0.0
82136,0.0,0.0,124.0,0.0
82243,0.0,0.0,192.0,0.0
82314,93.0,72.0,142.0,0.0
82396,0.0,0.0,186.0,0.0
82430,174.0,17.0,450.0,0.0
82555,64.0,47.0,320.0,0.0
82617,986.0,98.0,810.0,0.0
82680,0.0,0.0,499.0,0.0
82733,0.0,0.0,260.0,0.0
82779,0.0,0.0,161.0,0.0
82831,0.0,0.0,157.0,0.0
82895,393.0,77.0,911.0,0.0
83133,2458.0,504.0,3516.0,186.0
83151,0.0,0.0,110.0,0.0
83197,0.0,0.0,249.0,0.0
83320,2994.0,658.0,3906.0,820.0
83375,0.0,0.0,130.0,0.0
83428,0.0,0.0,164.0,0.0
83464,134.0,36.0,391.0,0.0
83491,44.0,0.0,177.0,0.0
83525,487.0,197.0,973.0,0.0
83561,1322.0,224.0,1660.0,126.0
83632,834.0,87.0,1387.0,0.0
83749,147.0,74.0,674.0,0.0
83785,0.0,0.0,335.0,0.0
83847,0.0,0.0,236.0,0.0
83936,0.0,0.0,207.0,0.0
83963,0.0,0.0,220.0,0.0
83981,0.0,0.0,526.0,0.0
84086,0.0,0.0,320.0,0.0
84102,0.0,0.0,275.0,0.0
84148,208.0,0.0,167.0,0.0
84175,87.0,68.0,463.0,0.0
84237,61.0,73.0,159.0,0.0
84264,0.0,0.0,386.0,0.0
84344,64.0,0.0,411.0,0.0
84380,0.0,0.0,79.0,0.0
84415,0.0,0.0,342.0,0.0
84460,0.0,0.0,147.0,0.0
84558,101.0,0.0,394.0,0.0
84594,0.0,0.0,322.0,0.0
84629,0.0,0.0,282.0,0.0
84656,0.0,0.0,619.0,0.0
84754,131.0,86.0,341.0,0.0
84825,0.0,0.0,426.0,0.0
84923,0.0,0.0,226.0,0.0
85056,0.0,0.0,97.0,0.0
85074,0.0,0.0,251.0,0.0
85127,0.0,0.0,301.0,0.0
85243,0.0,0.0,185.0,0.0
85289,0.0,0.0,365.0,0.0
85341,0.0,0.0,574.0,0.0
85412,0.0,0.0,528.0,0.0
85467,0.0,0.0,158.0,0.0
85528,0.0,0.0,238.0,0.0
85582,0.0,0.0,256.0,0.0
85626,0.0,0.0,229.0,0.0
85680,0.0,0.0,170.0,0.0
85760,0.0,0.0,515.0,0.0
85788,91.0,77.0,256.0,0.0
85840,0.0,0.0,430.0,0.0
85877,218.0,11.0,174.0,0.0
85920,0.0,0.0,393.0,0.0
85984,0.0,0.0,334.0,0.0
86133,0.0,0.0,303.0,0.0
86188,0.0,0.0,239.0,0.0
86222,0.0,0.0,112.0,0.0
86311,0.0,0.0,171.0,0.0
86339,0.0,0.0,100.0,0.0
86366,69.0,0.0,534.0,0.0
86438,0.0,0.0,194.0,0.0
86446,0.0,0.0,223.0,0.0
86453,0.0,0.0,188.0,0.0
86461,0.0,0.0,234.0,0.0
86479,0.0,0.0,133.0,0.0
86487,0.0,0.0,222.0,0.0
86495,0.0,0.0,146.0,0.0
86501,0.0,0.0,178.0,0.0
86519,0.0,0.0,201.0,0.0
86687,3468.0,342.0,5211.0,0.0
86749,0.0,0.0,0.0,0.0
86810,2261.0,221.0,4273.0,859.0
86883,45.0,0.0,113.0,0.0
86936,0.0,0.0,123.0,0.0
86990,2262.0,270.0,3150.0,3192.0
87059,902.0,111.0,1877.0,0.0
87077,483.0,131.0,1693.0,0.0
87139,202.0,36.0,673.0,0.0
87175,796.0,68.0,2109.0,0.0
87219,0.0,0.0,278.0,0.0
87246,0.0,0.0,65.0,0.0
87291,554.0,0.0,991.0,0.0
87362,286.0,88.0,194.0,0.0
87424,370.0,129.0,825.0,0.0
