Siruta,Localitate,NascutiVii_1000loc
89240,Certeju De Sus,10.54713249835201
149968,Preutesti,10.54407423028258
95355,Oras Harlau,10.539866441387078
40214,Oras Ghimbav,10.53864168618267
31333,Simian,10.536633178142612
152467,Calmatuiu De Sus,10.53595968850206
62949,Silistea,10.533245556287032
106620,Sarasau,10.530137981118374
103087,Gaiseni,10.528226538391722
167268,Ciocani,10.526315789473685
154665,Tatarastii De Sus,10.51939513477975
145104,Mosna,10.517799352750808
136802,Apa,10.514865844815084
89954,Lapugiu De Jos,10.51156271899089
137229,Calinesti-Oas,10.509926041261192
13301,Oras Mioveni,10.503776150930292
126326,Corbu,10.50328227571116
145792,Sura Mica,10.498687664041995
98505,Popricani,10.498370942439966
158396,Remetea Mare,10.493587252234745
70316,Municipiul Bailesti,10.491606714628297
162595,Bogdana,10.487353485502776
68789,Salcioara,10.477894198824432
4240,Daia Romana,10.476190476190476
66198,Baleni,10.474780826596835
163903,Gagesti,10.468594217347956
102348,Crevedia Mare,10.463684858432499
63045,Topalu,10.462555066079295
148970,Granicesti,10.455431508063088
151905,Oras Videle,10.454738631534212
114417,Sangeorgiu De Mures,10.45467994871289
39266,Todireni,10.45392022008253
99058,Sinesti,10.452961672473867
61167,Cerchezu,10.445682451253482
155591,Banloc,10.443864229765014
179622,Grosii Tiblesului,10.441385856668248
115771,Bichis,10.440835266821345
114603,Albesti,10.440456769983687
106817,Oras Targu Lapus,10.439518874347531
62020,Istria,10.432766615146832
150310,Stroiesti,10.429082240762813
119590,Solovastru,10.427528675703858
76175,Draguseni,10.42556827892668
74907,Ghidici,10.42535446205171
14851,Budeasa,10.416666666666666
90431,Pestisu Mic,10.416666666666666
41925,Sanpetru,10.414858531504947
146995,Balcauti,10.413379615020512
158314,Oras Recas,10.394792104157917
105455,Tamadau Mare,10.391686650679457
63189,Tortoman,10.38961038961039
22718,Ghimes-Faget,10.386965376782078
81987,Schela,10.3866128101558
179551,Oras Voluntari,10.38659857400143
165719,Rebricea,10.372340425531915
41578,Parau,10.36970243462579
100004,Victoria,10.366122629025144
146263,Municipiul Suceava,10.362916359522055
121732,Borlesti,10.359983256592717
156473,Costeiu,10.357327809425168
72640,Goicea,10.356731875719218
111550,Darvari,10.356731875719218
57582,Feleacu,10.355815188528943
131817,Oras Valenii De Munte,10.346345758732022
10346,Carand,10.344827586206897
112245,Eselnita,10.334137099552187
142284,Pericei,10.330578512396695
151709,Ciuperceni,10.32258064516129
176551,Jitia,10.321797207043108
33337,Ilva Mare,10.317460317460318
104083,Luica,10.314111579934364
88047,Bacia,10.303687635574837
33658,Matei,10.301411674933231
124028,Rediu,10.299797682545522
105259,Spantov,10.298444724674233
105026,Sinesti,10.2979036410445
96192,Ciortesti,10.297215071378423
138574,Piscolt,10.29641185647426
67773,Lucieni,10.295582862836268
84558,Joseni,10.29336078229542
161133,Pardina,10.291595197255575
97679,Letcani,10.287797890350307
20359,Letea Veche,10.285383166739098
100969,Balotesti,10.284331518451301
95612,Alexandru I. Cuza,10.28101439342015
179515,Oras Pantelimon,10.275885178152574
130892,Targsoru Vechi,10.271962433965955
128962,Spineni,10.27190332326284
54975,Municipiul Cluj-Napoca,10.26975981311895
178894,Ploscuteni,10.26438569206843
146628,Municipiul Radauti,10.262738134649531
46313,Cislau,10.261780104712042
14405,Berevoesti,10.259333143345682
116590,Eremitu,10.251403465950697
124206,Sabaoani,10.250378087716351
33382,Josenii Bargaului,10.245901639344263
56425,Calarasi,10.245901639344263
56210,Bontida,10.245901639344263
146931,Oras Milisauti,10.245151847786316
97063,Focuri,10.24390243902439
34397,Salva,10.243730130695868
66474,Bucsani,10.240876965238714
105384,Soldanu,10.236911377595789
141447,Hida,10.23391812865497
149227,Oras Liteni,10.23264793899025
31510,Suncuius,10.232558139534884
55160,Mica,10.232300884955752
138084,Mediesu Aurit,10.229431535876078
17824,Oarja,10.229276895943563
94376,Saveni,10.215664018161181
155957,Barna,10.21059349074665
52990,Gradinari,10.204081632653061
37057,Dangeni,10.200723922342876
127625,Morunglav,10.199918400652795
103032,Oras Fundulea,10.199556541019955
179748,Cosoba,10.196374622356496
80365,Glogova,10.193679918450561
133688,Gura Vadului,10.190518387239699
177726,Slobozia Ciorasti,10.184287099903006
91982,Vetel,10.179010179010179
79157,Borascu,10.176593834181382
147937,Darmanesti,10.174665083940987
32394,Municipiul Bistrita,10.169672964727292
42101,Ucea,10.169491525423728
68976,Uliesti,10.167029774872912
114060,Branistea,10.165864098448369
30773,Rieni,10.163934426229508
64194,Cernat,10.163609320773427
179702,Traian,10.163227594702803
72034,Desa,10.16260162601626
143851,Oras Ocna Sibiului,10.156971375807942
100148,Vladeni,10.153429602888087
12340,Simand,10.151139183397248
12037,Semlac,10.151085930122758
21757,Caiuti,10.14760147601476
142499,Rus,10.14760147601476
152797,Dracsenei,10.146561443066517
75258,Munteni,10.145113650956723
160047,Ceatalchioi,10.144927536231885
27908,Buduslau,10.144927536231885
131620,Oras Urlati,10.142685232937941
34770,Sieu-Odorhei,10.139416983523448
146584,Oras Gura Humorului,10.132364999414314
179409,Oras Magurele,10.130246020260492
152038,Babaita,10.12829169480081
102213,Cornetu,10.127016821146585
85626,Siculeni,10.118632240055828
96370,Comarna,10.117145899893504
123013,Icusesti,10.109345987208583
70879,Oras Bechet,10.10797151389846
109354,Valea Chioarului,10.105871029836381
47630,Manzalesti,10.1010101010101
27285,Avram Iancu,10.1010101010101
179383,Jilava,10.099067038568817
157683,Masloc,10.096930533117932
22380,Dofteana,10.083141694675394
3958,Cetatea De Balta,10.078740157480315
71723,Cernatesti,10.078387458006718
63893,Bodoc,10.077519379844961
149539,Moldovita,10.074130393461319
50969,Oras Bocsa,10.073068893528184
118753,Pasareni,10.072747621712367
157585,Margina,10.065645514223196
21123,Asau,10.064299692479732
65048,Zabala,10.061601642710473
25745,Tatarasti,10.060362173038229
41471,Moieciu,10.059931506849315
150524,Todiresti,10.05586592178771
104831,Roata De Jos,10.053369740598237
93101,Ciochina,10.050251256281408
116652,Ernei,10.050251256281408
159482,Valcani,10.050251256281408
159507,Pesac,10.048055919615553
162069,Alexandru Vlahuta,10.043942247332078
70744,Argetoaia,10.039284155390659
70940,Barca,10.039177277179236
159213,Varias,10.037641154328734
107662,Cicarlau,10.033444816053512
37173,Draguseni,10.033444816053512
132271,Baltesti,10.029031406703616
104243,Moara Vlasiei,10.025873221216042
108455,Petrova,10.02004008016032
4008,Ciuruleasa,10.01669449081803
158010,Ortisoara,10.015240583496626
23289,Livezi,10.00893655049151
151157,Vulturesti,10.008340283569641
92587,Modelu,10.00566358316028
81415,Prigoria,10.003334444814937
30014,Madaras,10.0
178947,Obrejita,10.0
41088,Harman,9.99516363050137
84629,Lueta,9.991898460707535
116493,Danes,9.989484752891693
100086,Vanatori,9.989373007438894
70110,Podari,9.988073941562314
159384,Dudestii Noi,9.987893462469733
60687,Oras Ovidiu,9.98719590268886
73068,Malu Mare,9.986382206082615
70414,Oras Filiasi,9.978849178371929
21891,Colonesti,9.97830802603037
12091,Oras Santana,9.97697620874904
120343,Zagar,9.969325153374234
79077,Bolbosi,9.96376811594203
138734,Santau,9.950248756218905
62672,Pecineaga,9.94733762434172
108552,Remeti,9.94715573515698
97517,Horlesti,9.945460378569138
4142,Cricau,9.943181818181818
119661,Suplac,9.93091537132988
143502,Poplaca,9.917355371900827
32544,Oras Nasaud,9.91105463786531
55623,Alunis,9.90916597853014
6048,Noslac,9.906439185470555
61452,Comana,9.905894006934126
9743,Almas,9.904761904761905
164749,Lunca Banului,9.898341359015516
85840,Sansimion,9.898267803134452
103764,Ileana,9.897927621404268
135949,Valea Calugareasca,9.889204285321856
154380,Smardioasa,9.88875154511743
22237,Dealu Morii,9.887005649717514
118824,Pogaceaua,9.881422924901186
103372,Gostinari,9.875483039931302
165274,Perieni,9.869298479594558
179864,Oncesti,9.868421052631579
65105,Mereni,9.863429438543248
36300,Baluseni,9.861932938856016
118995,Raciu,9.857612267250822
111006,Butoiesti,9.85525100092393
85920,Suseni,9.854083759711958
61513,Corbu,9.853782581055308
97009,Erbiceni,9.849663037843442
112334,Ilovita,9.848484848484848
8096,Oras Teius,9.841734273174625
11584,Oras Pecica,9.841404701217785
106746,Oras Borsa,9.839028144975067
123521,Pipirig,9.829909432295118
97811,Mircesti,9.828629032258064
178279,Urechesti,9.825327510917031
18028,Poiana Lacului,9.823484267075978
42464,Sambata De Sus,9.82318271119843
117827,Oras Iernut,9.820971867007673
139704,Municipiul Zalau,9.820060981719799
36569,Copalau,9.810631987223363
107582,Cernesti,9.8065922092073
72506,Giubega,9.803921568627452
63334,Fantanele,9.803921568627452
156311,Cheveresu Mare,9.799554565701559
105874,Varasti,9.79564262793447
117667,Iclanzel,9.794776119402986
22111,Damienesti,9.793814432989691
71885,Cosoveni,9.791921664626683
18331,Ratesti,9.7911227154047
150588,Udesti,9.786700125470514
9397,Vladimirescu,9.782776151594515
116723,Faragau,9.781357882623706
141722,Ip,9.78059740946339
24837,Rachitoasa,9.777958851089835
177557,Ruginesti,9.776536312849162
106684,Oras Baia Sprie,9.771224621145633
103407,Gradinari,9.770992366412214
115147,Alunis,9.766855702583491
145499,Oras Saliste,9.765953864286917
93067,Oras Cazanesti,9.765625
142177,Napradea,9.764918625678119
107350,Bocicoiu Mare,9.760425909494232
31716,Tileagd,9.75816716164616
60632,Limanu,9.757584997713066
108945,Sapanta,9.754562617998742
76745,Movileni,9.75177304964539
109176,Oras Somcuta Mare,9.751218902362796
82895,Oras Rovinari,9.735031474161909
77224,Smardan,9.73323720259553
112469,Izvoru Barzii,9.72972972972973
177405,Racoasa,9.729401033748859
143735,Oras Cisnadie,9.723299715541764
156213,Carpinis,9.720749381406858
117275,Grebenisu De Campie,9.719839908519154
28077,Cabesti,9.713977334052887
94651,Unirea,9.712230215827338
28889,Cristioru De Jos,9.70873786407767
144410,Bruiu,9.70873786407767
166672,Vetrisoaia,9.70873786407767
60570,Agigea,9.701398513292176
83847,Avramesti,9.694793536804308
108669,Rozavlea,9.690528290090654
27436,Biharia,9.68686641135391
10293,Buteni,9.685940710302319
66857,Corbii Mari,9.669021941242097
159847,Beidaud,9.66183574879227
95239,Rediu,9.661044702800066
131069,Oras Boldesti-Scaeni,9.660169052958427
155243,Municipiul Timisoara,9.654572191710933
13392,Oras Stefanesti,9.646935293345583
153623,Plopii-Slavitesti,9.646302250803858
146799,Adancata,9.644087256027554
62486,Oltina,9.640341119762699
178475,Vintileasca,9.63855421686747
34155,Parva,9.637625289128758
101056,Barcanesti,9.636563876651982
39220,Stiubieni,9.635974304068522
109826,Simian,9.632224168126095
123601,Pangarati,9.62936046511628
163734,Dumesti,9.622886866059819
12144,Sagu,9.61769656167348
102286,Crevedia,9.617035892151812
120511,Bereni,9.615384615384615
77587,Poiana,9.615384615384615
142079,Mesesenii De Jos,9.615384615384615
128301,Poboru,9.610520991401113
137540,Culciu,9.608455440787893
178689,Vartescoiu,9.607233681831026
53489,Coronini,9.605662285136502
9459,Oras Chisineu-Cris,9.600568922602822
9654,Oras Pancota,9.598818606940684
108794,Sacalaseni,9.598603839441536
147072,Boroaia,9.595327492699207
83197,Feliceni,9.5952023988006
75515,Barcea,9.594552770040234
33435,Lechinta,9.593859929645028
33989,Nimigea,9.59232613908873
126228,Colonesti,9.59232613908873
100852,Alexeni,9.587328053355565
162693,Bogdanesti,9.586578789694428
83561,Municipiul Gheorgheni,9.585143028306126
22781,Garleni,9.580163426317272
90878,Rau De Mori,9.57972805933251
46251,Cilibia,9.579563597658328
144054,Oras Avrig,9.569988516013781
150178,Sadova,9.569377990430622
107715,Campulung La Tisa,9.56175298804781
135164,Scorteni,9.560229445506693
147526,Cacica,9.558488848429677
123969,Razboieni,9.552757273122015
32201,Toboliu,9.541984732824428
34547,Spermezeu,9.536423841059603
166413,Todiresti,9.53232052427763
37734,Hlipiceni,9.526401741970604
74891,Galiciuica,9.523809523809524
65154,Estelnic,9.523809523809524
74224,Silistea Crucii,9.523809523809524
133508,Gorgota,9.520108801243444
146021,Boita,9.518143961927423
42307,Voila,9.51776649746193
119625,Stanceni,9.51086956521739
72383,Galicea Mare,9.509875640087783
159142,Uivar,9.508196721311476
40492,Oras Zarnesti,9.49984980474617
77260,Smulti,9.49796472184532
58259,Jucu,9.49293818013429
129095,Stoenesti,9.490940465918895
10373,Cermei,9.489051094890511
96334,Coarnele Caprei,9.48642459928034
57083,Chiuiesti,9.486166007905139
85074,Mihaileni,9.485589201021526
161151,Peceneaga,9.481316229782488
155760,Becicherecu Mic,9.475679090334808
141081,Fildu De Jos,9.475218658892128
84237,Danesti,9.472259810554803
78604,Aninoasa,9.470181725108779
64238,Chichis,9.469696969696969
12368,Siria,9.468237366508863
70094,Isalnita,9.466865969108122
36756,Corni,9.46605531726076
166985,Vulturesti,9.45945945945946
137746,Gherta Mica,9.456903539583896
95943,Bivolari,9.455719557195572
121652,Borca,9.453781512605042
154166,Sfintesti,9.450171821305842
122249,Damuc,9.44933202997719
108222,Lapus,9.449244060475163
98774,Ruginoasa,9.448574969021065
108240,Leordina,9.44558521560575
30871,Sacadat,9.444444444444445
130785,Bucov,9.443207126948774
120824,Savinesti,9.44231336677486
35731,Municipiul Botosani,9.441898834464565
53103,Lapusnicu Mare,9.43952802359882
1017,Municipiul Alba Iulia,9.436883270734892
36426,Broscauti,9.436659994280813
172509,Racovita,9.433962264150944
31208,Spinus,9.433962264150944
120316,Voivodeni,9.433962264150944
18162,Popesti,9.433962264150944
64425,Ilieni,9.433962264150944
67906,Lunguletu,9.432251042989298
133018,Draganesti,9.432027885995488
160877,Mihail Kogalniceanu,9.431092181320352
102570,Domnesti,9.42951438000943
94492,Stelnica,9.429020429544265
152948,Furculesti,9.422850412249705
75668,Baleni,9.422367882015568
175126,Andreiasu De Jos,9.419152276295133
136250,Olari,9.419152276295133
33248,Feldru,9.417378201908589
40633,Bran,9.416195856873824
62191,Mihail Kogalniceanu,9.415647447097651
166057,Stefan Cel Mare,9.4151212553495
119386,Sanger,9.414654113794516
105776,Valea Dragului,9.410944579993028
2130,Albac,9.407337723424272
105623,Ulmi,9.406073636119324
175670,Campuri,9.404388714733543
58142,Iclod,9.399358092618066
41346,Lisa,9.39745715865119
58552,Mintiu Gherlii,9.397024275646045
179980,Marculesti,9.39261114589856
95471,Oras Targu Frumos,9.388062769821147
85984,Simonesti,9.386098427194318
50068,Valea Salciei,9.383378016085791
165899,Solesti,9.382329945269742
105534,Tartasesti,9.378663540445487
59942,Vad,9.378084896347483
60507,Oras Navodari,9.378073057827454
122061,Candesti,9.376465072667605
77579,Negrilesti,9.3713393205779
143450,Municipiul Sibiu,9.365434424299506
12055,Sintea Mare,9.365244536940686
27631,Bors,9.359251259899208
56461,Calatele,9.35720097640358
74705,Verbita,9.353078721745907
53755,Sacu,9.351620947630924
121153,Bahna,9.351090960612071
132075,Aricestii Rahtivani,9.350393700787402
179588,Copaceni,9.349289454001497
34985,Teaca,9.348971613122556
63170,Vulturu,9.345794392523365
158528,Satchinez,9.345794392523365
55446,Oras Huedin,9.343853820598007
49545,Smeeni,9.342977697408077
179711,Vladeni,9.33932895191975
81861,Scoarta,9.337676438653638
94330,Salcioara,9.337483325922632
46910,Glodeanu-Silistea,9.33582288610296
14049,Arefu,9.334415584415584
20297,Municipiul Bacau,9.328036805464071
151512,Hantesti,9.326947315351651
162498,Berezeni,9.32582086652419
30988,Salacea,9.321761491481839
13187,Bascov,9.312933574075833
63294,Baraganu,9.31098696461825
57350,Cojocna,9.310097875387921
67121,Costestii Din Vale,9.30888575458392
86366,Zetea,9.308510638297872
71572,Castranova,9.30809804529941
38580,Prajeni,9.305030532131434
60847,Municipiul Medgidia,9.304645816162756
43466,Jirlau,9.296560272699102
149780,Partestii De Jos,9.295673936360386
87638,Municipiul Orastie,9.292857775024338
61372,Cogealac,9.289031797070383
63447,Oras Baraolt,9.28891736066624
105605,Ulmeni,9.279368213228036
49484,Siriu,9.279307145066502
10051,Barsa,9.269356597600872
108963,Oras Seini,9.2660072878709
152617,Crangeni,9.25925925925926
73905,Rast,9.256661991584853
134443,Podenii Noi,9.253547193090684
66768,Contesti,9.246417013407305
13819,Albestii De Arges,9.245501073138517
175885,Cotesti,9.244042728019721
80043,Danciulesti,9.24124513618677
164133,Grivita,9.23913043478261
27686,Bratca,9.236947791164658
41738,Recea,9.236453201970443
157086,Oras Gataia,9.236453201970443
160323,Dorobantu,9.234828496042216
62609,Pantelimon,9.234111895708853
58856,Panticeu,9.232544720138488
102543,1 Decembrie,9.231536926147704
137032,Berveni,9.229098805646037
107190,Basesti,9.226401703335698
93156,Ciulnita,9.222133119486768
104341,Nicolae Balcescu,9.21942224953903
124803,Tibucani,9.21435499515034
3805,Cergau,9.213759213759214
35152,Tarlisua,9.20863309352518
87424,Oras Calan,9.207965264261118
20411,Magura,9.20666013712047
67256,Darmanesti,9.206219312602292
75542,Balabanesti,9.205426356589147
40367,Oras Rasnov,9.201241885407846
25148,Sanduleni,9.197860962566844
108017,Oras Dragomiresti,9.196811771919068
132486,Carbunesti,9.190120620333142
121938,Brusturi,9.185700099304865
130552,Barcanesti,9.178096318449004
74242,Sopot,9.169054441260744
126406,Crampoia,9.166666666666666
24524,Podu Turcului,9.165366614664586
97189,Gorban,9.162303664921465
9280,Fantanele,9.15948275862069
106318,Municipiul Baia Mare,9.155020047735924
31841,Tulca,9.154155986818015
169351,Daesti,9.15032679738562
174860,Municipiul Adjud,9.149754222027546
112879,Patulele,9.14716168953457
73567,Ostroveni,9.14694770332074
96478,Cotnari,9.146723468237063
9026,Bucerdea Granoasa,9.14380714879468
12288,Silindia,9.142857142857142
167071,Zapodeni,9.140767824497258
94125,Alexandru Odobescu,9.137426900584796
179132,Municipiul Bucuresti,9.136855431743111
96815,Deleni,9.13155141253686
172698,Rosiile,9.123363744545815
82243,Stejari,9.12106135986733
137185,Botiz,9.11695754102631
94107,Munteni-Buzau,9.116809116809117
66955,Cornatelu,9.1164095371669
13524,Valea Mare Pravat,9.1164095371669
14584,Bogati,9.113136252500556
43073,Dudesti,9.103078982597054
105295,Stanesti,9.097801364670204
92569,Municipiul Calarasi,9.095002251238181
91535,Toplita,9.090909090909092
157451,Lenauheim,9.088060169225948
9360,Sofronea,9.087604507451836
73709,Plenita,9.083044982698961
80506,Hurezani,9.079903147699758
143922,Apoldu De Jos,9.07715582450832
104136,Oras Mihailesti,9.072978303747535
43019,Ciresu,9.067357512953368
158653,Sanandrei,9.06035364606167
77536,Vladesti,9.055627425614489
39983,Blandesti,9.051929490233444
112263,Ilovat,9.046052631578947
73031,Maglavit,9.04121110176619
49849,Tintesti,9.038800705467372
60598,23-Aug,9.038762384842691
144535,Cartisoara,9.036144578313253
163618,Dranceni,9.029819403611928
28335,Ceica,9.026798307475318
82680,Tantareni,9.024951336046717
102473,Dascalu,9.02464422075668
104387,Niculesti,9.019426456984274
146539,Municipiul Falticeni,9.015563709983551
97090,Golaiesti,9.011264080100124
44532,Zavoaia,9.00900900900901
40241,Municipiul Codlea,9.007282483710235
124117,Oras Roznov,9.005519511958942
48744,Oras Pogoanele,9.00304514762346
142710,Somes-Odorhei,9.002520705797624
74581,Valea Stanciului,9.0023883887562
139287,Valea Vinului,8.995502248875562
58623,Mociu,8.992805755395683
36532,Concesti,8.98995240613432
38321,Mileanca,8.989572096368214
62823,Saraiu,8.98876404494382
11539,Paulis,8.986175115207374
140672,Creaca,8.983111749910169
64871,Turia,8.981267641775725
83525,Oras Cristuru Secuiesc,8.980649939820387
159473,Tomnatic,8.980454305335446
68128,Mogosani,8.979967764218282
36373,Braesti,8.979206049149338
65413,Doicesti,8.978910002088119
63777,Aita Mare,8.976660682226212
66081,Oras Titu,8.97596757069781
98685,Raducaneni,8.97491349480969
133795,Izvoarele,8.973975471133713
16427,Dobresti,8.9736399326977
144553,Darlos,8.9736399326977
167035,Vutcani,8.97308075772682
151344,Zvoristea,8.97226753670473
71787,Cetate,8.971072867081656
150980,Vatra Moldovitei,8.966599417171038
117505,Hodosa,8.964955175224123
143147,Zimbor,8.96414342629482
130348,Ipotesti,8.962868117797695
161053,Nufaru,8.955223880597014
137960,Lazuri,8.951406649616368
77475,Valea Marului,8.947939262472884
93888,Oras Lehliu Gara,8.940545373267769
25629,Strugari,8.938981733385154
75711,Branistea,8.93880357552143
38456,Nicseni,8.938547486033519
179720,Poiana Ilvei,8.934269304403319
23975,Palanca,8.93371757925072
163208,Cretesti,8.93355667225014
127171,Gradinari,8.932196508323184
117783,Ideciu De Jos,8.924377642085487
25825,Targu Trotus,8.923884514435695
145293,Porumbacu De Jos,8.923076923076923
132164,Baba Ana,8.922112370388232
102909,Fratesti,8.921791951404707
76004,Corni,8.920606601248885
47818,Murgesti,8.918617614269788
99290,Scheia,8.9179548156956
35946,Oras Darabani,8.911819887429644
131461,Dumbravesti,8.911693221712126
72677,Goiesti,8.910891089108912
147358,Oras Brosteni,8.910738976801351
178965,Spulber,8.908685968819599
92701,Municipiul Fetesti,8.90849820143885
93021,Bucu,8.906882591093117
93487,Dragalina,8.90614295501256
105106,Singureni,8.905013192612138
144795,Loamnes,8.904109589041095
143771,Oras Copsa Mica,8.900609856601285
173374,Stoilesti,8.898194190002616
101341,Brezoaele,8.893829905503058
64318,Ghelinta,8.892325536439204
76040,Cosmesti,8.89020595643799
158065,Peciu Nou,8.884859474161377
47774,Movila Banului,8.883738895326381
171325,Mihaesti,8.878366380585971
7945,Spring,8.876881512929371
37280,Oras Flamanzi,8.875491919953111
23449,Manastirea Casin,8.873596522998913
16454,Domnesti,8.871989860583016
163057,Coroiesti,8.870214752567694
68431,Poiana,8.86672208367969
15233,Cateasca,8.8638195004029
83133,Municipiul Odorheiu Secuiesc,8.862399585384814
32660,Branistea,8.860759493670885
36453,Oras Bucecea,8.859357696566999
165336,Poienesti,8.858603066439523
26564,Municipiul Oradea,8.853488893874804
151932,Crevenicu,8.849557522123893
152083,Blejesti,8.849557522123893
43929,Scortaru Nou,8.849557522123893
43180,Galbenu,8.84117461319861
101001,Baneasa,8.84066706851517
108400,Ocna Sugatag,8.838987099856665
14272,Balilesti,8.838693837466241
58357,Maguri-Racatau,8.83838383838384
76674,Liesti,8.835048729392476
25861,Traian,8.832807570977918
163681,Duda-Epureni,8.832399827660492
49153,Sahateni,8.831321754489256
131988,Alunis,8.828722778104767
96904,Dolhesti,8.82768361581921
47337,Magura,8.824895494658616
76601,Ivesti,8.820070560564485
94562,Stefan Cel Mare,8.817269686834905
149655,Ostra,8.816120906801007
96637,Cristesti,8.81488736532811
45673,Buda,8.81488736532811
154139,Seaca,8.812421317666807
179882,Ciumesti,8.810572687224669
172153,Perisani,8.810572687224669
175019,Oras Odobesti,8.809203026220334
37958,Manoleasa,8.80540064572938
167222,Ibanesti,8.80503144654088
56354,Caianu,8.801341156747695
159259,Victor Vlad Delamarina,8.79971840901091
138280,Odoreu,8.795669824086604
130311,Ghimpeteni,8.795669824086604
116867,Galesti,8.795411089866157
94312,Roseti,8.793582227707498
11398,Macea,8.791515489813007
145355,Racovita,8.78972278566599
156437,Comlosu Mare,8.784773060029282
175732,Carligele,8.78081729145559
40544,Beclean,8.777062609713283
32027,Oras Valea Lui Mihai,8.775897946258935
101662,Calugareni,8.770359763737247
20821,Oras Comanesti,8.770106820732366
93664,Gradistea,8.770098141574442
38811,Roma,8.769365682548962
175260,Boghesti,8.766437069505322
63198,Amzacea,8.762705923589204
63318,Saligny,8.760402978537012
120496,Sarateni,8.76010781671159
92989,Bordusani,8.759976640062293
44140,Sutesti,8.758812219611194
18778,Stalpeni,8.757961783439491
38633,Radauti-Prut,8.75752599890531
148382,Draguseni,8.751902587519027
72579,Gangiova,8.751902587519027
49206,Sapoca,8.751458576429405
163832,Falciu,8.750437521876094
150070,Radaseni,8.749113265547411
97553,Ipatele,8.74794969928923
76763,Namoloasa,8.747697974217312
157530,Lovrin,8.747044917257684
171539,Muereasca,8.745247148288973
166529,Tutova,8.742607354075599
62538,Ostrov,8.738828202581926
150043,Putna,8.738113595476742
65477,Sotanga,8.736652336707808
76807,Nicoresti,8.735743751516623
167794,Oras Brezoi,8.733019129470474
115076,Adamus,8.732846194974158
101617,Buturugeni,8.732534930139721
126585,Daneasa,8.72885979268958
78329,Oras Targu Carbunesti,8.72660466184407
164393,Ivanesti,8.724832214765101
81095,Pades,8.723879082978291
177799,Straoane,8.719346049046322
178180,Tifesti,8.7141750580945
24631,Poduri,8.71058765795608
6761,Rosia Montana,8.707767328456983
136241,Cocorastii Colt,8.7073007367716
12509,Tarnova,8.705465097533452
11995,Seleus,8.704385671242049
82396,Telesti,8.701957940536621
50399,Valcelele,8.701472556894243
152314,Bujoru,8.700102354145343
102106,Comana,8.695652173913043
37324,Frumusica,8.694225721784777
38241,Mihalaseni,8.69187309865276
55106,Jichisu De Jos,8.688097306689835
101298,Branesti,8.687903764758298
55062,Cuzdrioara,8.686936184430337
158859,Teremia Mare,8.686659772492243
48557,Parscov,8.683324472798157
69900,Municipiul Craiova,8.68127055101227
15741,Corbeni,8.673469387755102
25228,Saucesti,8.66838804869052
110232,Oras Vanju Mare,8.66757307953773
145934,Turnu Rosu,8.666941807676434
67737,I. L. Caragiale,8.66372980910426
137292,Cauas,8.661417322834646
128105,Oras Piatra-Olt,8.661297675125361
164936,Muntenii De Jos,8.65902176456822
60419,Municipiul Constanta,8.657940586337247
43331,Oras Ianca,8.657227883488142
96940,Dumesti,8.651199370821864
31976,Vadu Crisului,8.650519031141869
174156,Vladesti,8.645533141210375
153589,Pietrosani,8.642419877565718
78873,Bengesti-Ciocadia,8.639308855291576
65139,Micfalau,8.639308855291576
84102,Carta,8.636200071968334
1874,Municipiul Sebes,8.632342098795773
131274,Poiana Campina,8.62914296920965
21855,Cleja,8.626687073883401
130614,Berceni,8.623392913138915
92836,Oras Amara,8.622844288927768
78711,Baia De Fier,8.622698671638313
102749,Oras Fierbinti-Targ,8.615119534783545
109096,Sisesti,8.612790910756827
135654,Talea,8.61244019138756
178910,Paulesti,8.611955420466058
129816,Verguleasa,8.611410118406889
94045,Milosesti,8.611007113440659
94731,Valcelele,8.610792192881744
167302,Muntenii De Sus,8.610658599022575
85412,Remetea,8.60719874804382
125169,Negresti,8.60677783754707
74949,Rojiste,8.603031544448996
83632,Municipiul Toplita,8.602418651041017
61559,Crucea,8.602150537634408
155403,Oras Buzias,8.600095556617296
107920,Cupseni,8.598452278589853
148453,Fantanele,8.597190186621933
77153,Schela,8.595988538681949
166235,Tacuta,8.592592592592593
10827,Felnac,8.590518612790328
157497,Liebling,8.588957055214724
50479,Ziduri,8.583690987124463
17496,Mosoaia,8.58293921877737
148729,Frumosu,8.581235697940503
92907,Balaciu,8.57843137254902
146012,Alma,8.577194752774975
65342,Municipiul Targoviste,8.576677418665755
136134,Varbilau,8.574335125708473
40900,Cristian,8.574277168494516
1348,Municipiul Blaj,8.573878250928837
116439,Cuci,8.572869389813414
130534,Municipiul Ploiesti,8.572821929997177
13365,Maracineni,8.571428571428571
79004,Balteni,8.566978193146417
160127,Cerna,8.560311284046692
9538,Oras Ineu,8.558605573530947
42236,Vistea,8.55470508779829
133964,Lipanesti,8.55188141391106
179677,Camin,8.547008547008547
89080,Burjuc,8.547008547008547
60534,Oras Techirghiol,8.543833580980683
149101,Horodnic De Jos,8.54353132628153
99209,Strunga,8.541245223645763
164687,Lipovat,8.540925266903914
67292,Dobra,8.535242290748899
87576,Oras Hateg,8.53445902541984
18554,Salatrucu,8.531656937584193
99165,Stolniceni-Prajescu,8.531493919041568
81264,Plopsoru,8.530380125710865
88261,Beriu,8.526903851808292
20313,Hemeius,8.526850507982584
35884,Stauceni,8.521165475536009
21668,Buhoci,8.515579640023224
74171,Secu,8.514664143803216
