Siruta,Localitate,NascutiVii_1000loc
137675,Dorolt,10.994380649890056
27560,Borod,10.991756182862852
101145,Berceni,10.98335335507122
41621,Poiana Marului,10.982487384980706
33541,Livezile,10.978239560870417
157736,Manastiur,10.97631426920855
160528,Horia,10.973936899862826
39658,Viisoara,10.972568578553616
31262,Suplacu De Barcau,10.97213078779899
74073,Scaesti,10.968049594659037
91688,Turdas,10.9628217349857
70502,Oras Segarcea,10.961634280019931
145603,Slimnic,10.958205912334353
104270,Movilita,10.954616588419405
57225,Ciurila,10.951403148528405
139811,Oras Jibou,10.950430494023239
148293,Dornesti,10.950413223140496
153151,Lunca,10.938399539435808
17851,Pietrosani,10.934744268077601
122828,Garcina,10.926750303520842
94456,Sfantu Gheorghe,10.926118626430801
133214,Filipestii De Targ,10.925681354304238
37618,Hanesti,10.923987255348202
12643,Vinga,10.923390620448588
61808,Garliciu,10.919540229885058
108204,Ieud,10.91901728844404
44505,Viziru,10.918037828694448
43563,Maxineni,10.910134941142694
95293,Tomesti,10.90778614998206
177352,Pufesti,10.904872389791183
96423,Costuleni,10.897203051216854
161856,Oras Negresti,10.88929219600726
135501,Soimari,10.886967659301954
177600,Sihlea,10.871602624179944
161525,I.c.bratianu,10.869565217391305
100834,Afumati,10.864072764022234
40394,Oras Rupea,10.86075538985249
33514,Lesu,10.858500169664065
158181,Pischia,10.855683269476373
131835,Gura Vitioarei,10.85347804637395
30229,Olcea,10.849909584086799
99370,Sipote,10.847204039648402
15108,Calinesti,10.84326552558473
99780,Tibanesti,10.836845273931367
147465,Bunesti,10.834236186348862
21098,Ardeoani,10.830324909747292
85788,Sanmartin,10.828821324448146
147786,Cornu Luncii,10.826904858573556
97241,Grajduri,10.821738613390416
58534,Marisel,10.821133036282623
118281,Oras Miercurea Nirajului,10.809040288241075
176686,Mera,10.804321728691477
179310,Dobroesti,10.803511141120865
21338,Beresti-Tazlau,10.801393728222996
145202,Orlat,10.797840431913617
33122,Chiuza,10.796221322537113
56522,Camarasu,10.795250089960417
32195,Gepiu,10.793308148947652
151585,Poieni-Solca,10.787992495309568
159525,Otelec,10.787486515641856
38982,Suharau,10.78452104038909
178117,Tulnici,10.783608914450037
175509,Chiojdeni,10.782747603833865
31878,Tetchea,10.779180782260548
133330,Floresti,10.76767164935394
38544,Pomarla,10.760667903525047
13276,Bradu,10.75965776510241
160831,Mihai Bravu,10.756676557863502
44863,Amaru,10.75268817204301
119894,Oras Ungheni,10.751260950358375
71910,Cotofenii Din Dos,10.748065348237317
141134,Galgau,10.717230008244023
62397,Oras Negru Voda,10.715520221223644
92177,Zam,10.714285714285714
144303,Blajel,10.712814173877215
144599,Gura Raului,10.712372790573111
34333,Rodna,10.699333229958134
29403,Finis,10.693720866465588
39122,Sendriceni,10.686297791498456
100638,Mitreni,10.686297791498456
111275,Corcova,10.682004930156122
156801,Oras Faget,10.68178821047079
77126,Scanteiesti,10.680379746835444
178750,Vrancioaia,10.67995728017088
58794,Palatca,10.676156583629894
60062,Viisoara,10.668444740790132
103862,Ion Roata,10.666666666666666
150935,Vama,10.664081434803684
100576,Oras Buftea,10.662811186915466
62707,Pestera,10.662177328843995
77028,Priponesti,10.657193605683837
74750,Varvoru De Jos,10.655090765588003
101957,Ciorogarla,10.654751675545626
151497,Cosna,10.652463382157125
95499,Ion Neculce,10.651090877856038
158608,Secas,10.638297872340425
28816,Copacel,10.638297872340425
27383,Batar,10.630758327427356
179631,Treznea,10.628019323671497
155546,Balint,10.618363522798251
158564,Sacalaz,10.617426428159261
155528,Oras Sannicolau Mare,10.614411104307
162194,Banca,10.612803834303321
39942,Lozna,10.612638687891945
31379,Sinteu,10.610079575596817
116395,Cucerdea,10.608203677510609
102035,Clinceni,10.606769614724692
99879,Tiganasi,10.605115408608858
136642,Oras Tasnad,10.604787904241915
143520,Rasinari,10.603163566834695
110456,Balta,10.597302504816955
83749,Oras Vlahita,10.589619558112172
147054,Bogdanesti,10.579466217840826
40928,Dumbravita,10.576923076923077
68627,Oras Racari,10.576333537706928
131899,Adunati,10.566762728146013
30844,Rosia,10.564811052417717
12812,Zarand,10.564663023679417
74536,Unirea,10.562450488513335
62360,Oras Murfatlar,10.558846252897244
73102,Melinesti,10.555415933651672
56014,Belis,10.550113036925396
