,u1,u2,u3,u4
Barbati_25-34,0.969614941664923,6.500959703402944e-14,13.586036325054001,-2619.222100304175
Barbati_35-44,0.8951371168352823,8.630311090938962,215.51529547181212,14847.400029323526
Barbati_45-64,0.9704166609691418,0.03003641469050466,-2.7662412047225143e-14,4.746936622201844e-13
Barbati_65_,0.9704115996942787,-1.0000127339637537,-0.41398237089976736,79.81075194075937
