,u1,u2,u3,u4
257,-0.09685098056782607,-5.2860759405997455e-05,-3.760371060278358e-05,8.258556366726537e-08
258,4.63870542502904,-5.5307721251256376e-05,-2.417884428805549e-05,3.279765206276698e-08
259,-0.03569515335004392,-5.289235991138488e-05,-3.743033946443322e-05,8.194259362133902e-08
260,-0.0018036172305479102,-5.290987238269961e-05,-3.733426008059079e-05,8.158627038075031e-08
261,-0.0456116560104572,-5.2887235845373975e-05,-3.7458451836269354e-05,8.20468521108581e-08
262,0.07031640211791229,-5.294713831737222e-05,-3.7129806467235965e-05,8.082802682060865e-08
263,1.1125481411887683,-5.3485681432562857e-05,-3.4175175465603416e-05,6.987038272311315e-08
264,-0.04120161428678446,-5.288951460691817e-05,-3.744594977410146e-05,8.200048654181132e-08
265,-0.04190819555742817,-5.2889149501487715e-05,-3.744795286693438e-05,8.20079152793914e-08
266,0.33772086574944976,-5.308531184197361e-05,-3.6371739437995454e-05,7.801663389072794e-08
267,0.41620011653370315,-5.312586372566923e-05,-3.6149257989137224e-05,7.719153169234186e-08
268,0.4321834721730917,-5.3134122662407334e-05,-3.61039466478038e-05,7.702348852495419e-08
269,-0.04405230424076075,-5.288804159530812e-05,-3.7454031217602624e-05,8.20304576555044e-08
270,0.1500138964722411,-5.298831969315434e-05,-3.690387141004644e-05,7.999011645399263e-08
271,-0.018054986455352973,-5.290147495757198e-05,-3.738033121576148e-05,8.175713134514567e-08
272,-0.10925270011119301,-5.285435117600115e-05,-3.7638868335620545e-05,8.271595082000744e-08
273,0.004311965491230282,-5.2913032433260626e-05,-3.731692296675463e-05,8.152197337615528e-08
274,0.02801898536489643,-5.2925282350294016e-05,-3.724971574858129e-05,8.12727264220975e-08
275,-0.1152708233473652,-5.285124148483613e-05,-3.765592916078919e-05,8.277922317114386e-08
276,-0.030139962670500356,-5.289523039554509e-05,-3.741459101043152e-05,8.188418837414234e-08
277,-0.03896004611784582,-5.289067287244292e-05,-3.743959513476805e-05,8.19769195122396e-08
278,-0.0521170766746595,-5.288387435733664e-05,-3.7476894104771935e-05,8.211524772929152e-08
279,0.01637257683497616,-5.291926440544248e-05,-3.7282732244251175e-05,8.13951725105241e-08
280,-0.10006714359282494,-5.285909754674194e-05,-3.761282812878421e-05,8.261937723143616e-08
281,-0.08447362589586058,-5.286715504612635e-05,-3.756862194211413e-05,8.245543267789272e-08
282,-0.04410103398356378,-5.288801641562861e-05,-3.7454169361935315e-05,8.203096998223334e-08
283,-0.07326578505116745,-5.2872946373806006e-05,-3.7536848745443374e-05,8.233759753003195e-08
284,-0.03793672151898254,-5.289120164583932e-05,-3.7436694103767706e-05,8.196616065091244e-08
285,0.005116006247480015,-5.291344789806583e-05,-3.731464358525472e-05,8.151351998511406e-08
286,-0.11383329593467631,-5.285198428557833e-05,-3.7651853902955386e-05,8.27641095326126e-08
287,-0.03396524748053692,-5.2893253790211736e-05,-3.742543534060006e-05,8.192440602243265e-08
288,-0.08167166568468728,-5.286860287803586e-05,-3.756067864294699e-05,8.242597389093049e-08
289,-0.1227264739962263,-5.284738899295667e-05,-3.76770652437912e-05,8.285760916080476e-08
290,0.19004538018491685,-5.300900480482346e-05,-3.679038584020341e-05,7.956924004544444e-08
291,-0.10099300870608223,-5.285861913273254e-05,-3.7615452871117416e-05,8.262911143930438e-08
