,z1,z2,z3,z4
119,0.0020084322950591053,0.0028991286994701133,0.0012593171926981546,-0.0001961582022912789
120,-0.03766865958426215,-0.05558582554116526,-0.02042795682772144,0.0031819713977097415
121,-0.07133371504978864,-0.10520889858286443,-0.03882908574649714,0.006048232884304272
122,-0.058581622187716176,-0.08641201775855843,-0.03185886390980708,0.0049625126281334815
123,-0.031175190567018986,-0.046014301511845525,-0.016878663387859948,0.002629113845534374
124,0.0837110677778402,0.12333070952407528,0.0459175156638671,-0.0071523658840927234
125,-0.060918331653234056,-0.0898563817401762,-0.033136096087985095,0.005161461367523892
126,-0.06590879156702853,-0.09721243546976188,-0.03586385325243563,0.005586351891347636
127,-0.05650324241185353,-0.08334843773470745,-0.030722833278965342,0.004785558221741003
128,-0.06850383072220165,-0.10103758340914644,-0.037282286977949886,0.005807294963735984
129,-0.047790486515299414,-0.0705056333409367,-0.025960490182442293,0.0040437493542651946
130,-0.009146713394599134,-0.013543814931368478,-0.004838022351367726,0.0007535970862559162
131,-0.047062466480816446,-0.069432514914503,-0.025562558549040097,0.00398176532490738
132,-0.03239638546357104,-0.04781437113037944,-0.017546161611631365,0.002733087056070067
133,-0.03699935084288265,-0.054599248923314934,-0.020062116455077515,0.0031249860803969085
134,0.10146536281232783,0.14950095243968364,0.0556219129171593,-0.00866397640649626
135,-0.055399470101508405,-0.08172145173334028,-0.030119517576710393,0.004691582435295281
136,-0.0333005393773644,-0.0491471149825632,-0.01804036702730828,0.00281006722156284
137,-0.04584127158426439,-0.0676324452959691,-0.024895060325268694,0.0038777921143716837
138,-0.04800184717047188,-0.07081718385183679,-0.026076018721171948,0.004061744717627143
139,-0.03191495286012263,-0.04710472829999587,-0.017283013273413785,0.00269209761730119
140,-0.07186211668771983,-0.10598777486011471,-0.039117907093321316,0.006093221292709139
141,-0.030083160515294544,-0.04440462387219501,-0.016281765937756657,0.002536137801497649
142,0.024518342070927367,0.03607925811033072,0.01356310656740796,-0.0021126644003386153
143,-0.07839081248082506,-0.11561122397458443,-0.04268645528963778,0.006649078072111496
144,-0.06258573237737244,-0.09231416910394365,-0.03404748789351914,0.005303424789601475
145,-0.00929936275666814,-0.013768823633685215,-0.004921459629339157,0.0007665937375728772
146,-0.06235088720495858,-0.09196800186961018,-0.0339191228504862,0.005283429941421533
147,-0.0015142452911487594,-0.0022933798155315463,-0.0006661584527963368,0.00010376452040783493
148,-0.05065559761874847,-0.0747288735998047,-0.02752654370744447,0.0042876865020604745
149,-0.028040007515293987,-0.04139296893349405,-0.015164990063369846,0.0023621826223321637
150,-0.04990409306702413,-0.07362113844993769,-0.027115775569738983,0.004223702987884663
151,-0.06519251379116626,-0.09615662540504488,-0.03547233987118509,0.0055253676043988155
152,-0.02459952573943097,-0.036321618950509095,-0.013284442182936892,0.0020692580964960287
153,-0.06324329886013123,-0.09328343736007728,-0.034406910014011444,0.00535941036450531
154,-0.049669247894610274,-0.07327497121560424,-0.026987410526706022,0.004203708139704722
155,-0.048812063015299695,-0.07201146081028717,-0.026518878119635707,0.004130726943847938
156,1.9939299579335377,2.9390376852305917,1.090032357441861,-0.16978946123732325
157,0.041427194484725115,0.06100329898233869,0.02280538966578152,-0.0035522934692943614
158,0.008443190019198807,0.012384110920206476,0.004776519371801439,-0.0007440170424216577
159,0.32366412269169925,0.4770270812042716,0.17707449838280007,-0.027582102011947374
160,-0.02048973522218846,-0.030263692349673823,-0.011038053929859987,0.001719348253347063
161,0.09679194388129207,0.14261222447644809,0.05306744856080329,-0.00826607892771543
162,0.3517985743468794,0.5184979158774182,0.19245263053814937,-0.029977484823904284
163,-0.03190321060150195,-0.0470874199382792,-0.017276595021262147,0.0026910978748921907
164,0.31051279303652324,0.45764171608159876,0.16988605597295403,-0.026462390513870677
165,0.042824523260587576,0.06306299402662269,0.023569161671827668,-0.0036712628159650093
166,0.028698586139894032,0.04224103488146602,0.015848004333394755,-0.002468572697941563
167,-0.0110137325152893,-0.01629584444431936,-0.005858524443479804,0.0009125561292864468
168,-0.0636542779118555,-0.09388923002016084,-0.034631548839319154,0.005394401348820203
169,-0.03600125886012376,-0.0531280381773978,-0.019516565022187394,0.003040007975632162
170,-0.042800026601504934,-0.06314957961135098,-0.02323273301799178,0.00361885883044145
171,-0.05320366773943883,-0.07848478809232258,-0.028919304424352154,0.004504630604812833
172,-0.04809578523943744,-0.07095565074557017,-0.026127364738385155,0.004069742656899118
173,-0.01039139280839258,-0.015378501273335732,-0.005518357079442448,0.000859569781609603
174,-0.034310373618743985,-0.05063563409019701,-0.018592336712350045,0.0028960450687365857
175,-0.06008463129116486,-0.08862748805829247,-0.03268040018521807,0.005090479656485103
176,-0.04093300748081478,-0.06039755009840013,-0.02221223092587969,0.00345989978741092
177,-0.02778167782563874,-0.041012184975727256,-0.015023788516033589,0.0023401882893342276
178,-0.029308171446328815,-0.043262271998894646,-0.015858161295747863,0.0024701548025038438
179,-0.05361464679116308,-0.0790905807524061,-0.02914394324965986,0.004539621589127729
180,-0.06882087170496036,-0.1015049091754966,-0.037455579786044406,0.005834288008778904
181,-0.060812651325647823,-0.08970060648472616,-0.033078331818620244,0.005152463685842919
182,-0.03366454939460588,-0.049683674195780035,-0.018239332844009394,0.0028410592362417483
183,-0.04593520965322994,-0.06777091218970248,-0.024946406342481874,0.003885790053643661
184,-0.01573412048080784,-0.023253805854421578,-0.008438661808442422,0.0013144525777032585
185,-0.05434266682564604,-0.08016369917883978,-0.02954187488306205,0.0046016056184855466
186,0.04889527096748579,0.0720114170341422,0.026887398034229845,-0.004188129641416482
187,-0.03842016413598649,-0.05669356069103227,-0.020838724965426943,0.0032459549118855516
188,-0.05588090270495681,-0.08243109456372383,-0.030382665914927973,0.004732571874064161
189,-0.046815879049781906,-0.06906903931845289,-0.02542777525385548,0.00396077073431844
190,-0.05743088084288827,-0.08471579831032457,-0.031229875198945562,0.004864537872051768
191,-0.05455402748081851,-0.08047524968973988,-0.029657403421791722,0.004619600981847493
192,-0.06866822234289136,-0.10127990047317983,-0.03737214250807297,0.005821291357461944
193,-0.054906295239439296,-0.08099450054124004,-0.029849950986341165,0.004649593254117405
194,-0.013092112291151942,-0.019359424468170336,-0.0069945550743215545,0.0010895105356789234
195,-0.03405204392908874,-0.05025485013243021,-0.01845113516501378,0.00287405073573865
196,-0.020102240687705594,-0.029692516413023635,-0.010826251608855602,0.0016863567538501593
197,-0.05970887901530269,-0.08807362048335896,-0.03247501611636533,0.005058487899397197
