SIRUTA,F1,F2,F3,F4
68921,-0.21756,0.38849,-0.62109,-0.17697
68976,-1.86201,0.10777,4.04704,1.2249
69063,-0.14902,-0.3276,-0.11258,-0.49966
69170,0.16212,-0.48961,-0.23662,-0.56253
69250,-0.01549,0.02612,-0.63423,-0.79489
69303,-0.26407,-0.52063,-0.30262,0.69753
69330,-0.48702,0.38631,-0.46648,-0.0111
69394,-0.77983,-0.05022,2.96751,-0.6249
69447,-0.03081,0.51838,-0.00506,-0.71635
69526,-0.99978,-0.15301,-0.20839,-0.34975
69615,-0.70532,0.27521,0.09661,0.06037
69900,-0.93679,-0.98968,-0.7186,-0.46401
69964,-0.74849,-0.1063,-0.63894,-0.59756
70094,-0.90163,-0.81752,-0.45788,-0.28723
70110,-0.95173,0.15702,0.40157,-0.62267
70174,-0.84635,-0.69806,-0.4637,-0.10271
70316,-0.87886,-0.69416,-0.41243,-0.34165
70352,-0.57674,0.22698,0.29168,0.34564
70414,-0.73164,-0.62925,-0.63119,-0.3421
70502,0.23969,-0.2296,-0.86186,0.15574
70520,-0.0117,-0.80089,-0.14122,0.92385
70566,-0.21817,-0.40383,0.05395,-0.65579
70637,-0.24219,-0.50304,-0.47132,-0.35103
70673,0.24734,0.32264,0.16644,-0.29806
70726,-0.02861,0.72527,0.48057,-0.99779
70744,-0.69301,-0.14821,-0.45065,-0.31788
70879,-0.70884,-0.17645,-0.49935,0.19869
70897,-0.28478,2.90741,1.56209,0.05762
70940,-0.94335,0.12481,0.26202,-0.54678
70986,3.80609,-0.87126,-0.0086,-1.40518
71055,-0.20912,-1.30388,-0.15543,1.24094
71126,0.38641,-1.28112,1.76731,0.38109
71199,-0.45101,1.5423,-1.33197,0.17173
71260,-0.37948,-0.78583,-0.51413,-0.45428
71340,-0.06649,0.65717,-0.91047,-0.65799
71457,-0.11687,-0.26559,-0.47189,-0.08088
71518,-0.01404,-0.66922,0.61313,-0.15905
71536,0.66241,0.85484,3.95627,-3.65296
71572,-0.93771,0.47077,-0.4121,-0.5536
71607,-0.01272,0.52222,-0.03275,0.97709
71634,-0.44701,-0.51405,-0.6329,0.42742
71698,-1.17448,0.22871,-0.34686,1.01286
71723,-0.20575,2.2939,0.80773,-0.96332
71787,0.8538,-0.09355,-0.24158,-1.29308
71812,1.8638,-0.46733,-0.00205,-0.10762
71858,-0.52637,-0.43566,0.07395,-0.26745
71885,3.04546,-0.64674,-1.06262,-1.22343
71910,-0.52984,0.33677,-0.22018,1.54636
71956,-0.88999,0.86605,-0.84448,-0.07903
72007,-0.09009,0.19769,-0.98561,-0.56136
72034,0.00704,-0.59562,0.01264,-1.13756
72052,-0.70417,-0.27656,0.54762,0.25863
72098,0.51824,0.55626,0.26162,-0.18007
72150,0.27511,-1.64962,2.67396,2.18595
72221,1.44317,2.84829,-2.04865,-0.83111
72276,-0.13611,-0.28418,1.67574,0.15864
72383,-0.69,0.34112,-0.16303,0.2124
72409,-0.6283,1.85966,-0.39363,-1.03051
72463,-0.0652,-0.8908,-0.37825,0.37114
72506,2.03041,1.20497,0.67157,0.19871
72533,-0.40228,2.38935,-1.17138,3.11651
72579,0.01301,1.27565,0.66101,-0.46178
72604,-0.52315,2.54628,2.82836,4.29303
72640,-0.47952,-0.91842,0.89706,-0.4058
72677,-0.42867,-0.4756,-0.58531,0.24867
72819,-0.26191,1.42591,1.19663,-0.83862
72882,0.37433,2.24009,-1.04561,1.49953
72926,-0.35517,0.04819,0.21681,-0.95763
72953,2.57731,-0.21905,0.69096,0.84987
72980,0.92336,0.65875,1.04924,-0.32456
73013,0.24742,-0.05461,0.01994,-0.2008
73031,-0.66803,-0.34364,-0.59551,0.00927
73068,-0.73259,-0.5273,-0.71184,-0.52922
73102,-0.50615,-0.68926,0.21361,0.28623
73246,-0.71584,-0.35353,-0.66578,-0.21043
73317,-0.63258,-0.59576,-0.44549,-0.28889
73335,-0.14895,1.83501,-1.64284,0.00921
73371,-0.7244,0.09573,-0.06501,-0.31003
73460,-0.17572,-0.65674,0.28006,0.64587
73503,0.72295,-0.16212,0.82582,-1.65722
73567,-0.58916,-0.32617,-0.16436,-0.30828
73594,-0.63806,1.85695,-0.07004,-0.2455
73629,0.3641,-0.31714,-0.17143,0.4292
73665,-0.60602,0.10265,1.15612,-0.12447
73709,-0.24879,-0.35206,-0.38123,-0.46209
73736,-0.82647,-0.45503,-0.12739,-0.33834
73772,-0.06995,-0.38637,-0.49592,-0.32567
73852,0.05912,0.1703,0.34185,-0.73087
73905,-0.47002,1.02195,-0.61412,-0.1425
73923,0.33174,-0.47439,-0.59076,-0.17395
73996,-1.14435,2.58584,0.89546,-1.17495
74028,1.80541,0.10686,-0.31536,-0.96378
74073,-0.54909,-0.58006,1.44234,1.29966
74135,1.40812,-0.19232,-0.36626,1.19813
74171,5.06574,-0.2517,-0.76501,-0.11075
74224,1.2337,1.97086,1.58175,1.87953
74242,-1.11462,1.76946,-0.04301,-0.24051
74322,-0.94989,0.83988,-0.49789,-0.53774
74359,0.09916,0.76226,-0.17721,-0.29211
74411,2.42194,-0.6131,-1.38797,0.83951
74509,-0.63907,-0.27723,-0.13605,-0.64868
74536,0.37064,0.53829,-0.58076,0.76543
74554,-0.44889,-0.60964,0.05799,-0.34688
74581,-0.68369,-0.57115,0.74554,-0.18185
74616,1.05837,0.05413,-0.09827,-0.84278
74732,0.43152,-0.01362,1.81634,0.53586
74750,-0.63371,2.26367,-1.46237,-0.75719
74842,0.25843,1.57276,-0.18988,0.93354
74859,-0.69859,-0.83032,-0.33161,-0.51588
74867,-0.50349,3.0698,-0.51875,2.32829
74875,-0.80759,0.7188,0.1509,0.63245
74883,-0.34469,-0.55582,1.59069,1.06991
74891,0.01642,-0.41674,1.08833,1.41531
74907,-1.00108,-0.36199,0.39032,0.44509
74915,-1.04555,-1.01767,1.80058,2.41669
74923,0.38002,0.83275,-0.30334,-0.47574
74931,0.12788,3.96564,0.40027,-0.61983
74949,-1.09363,1.99098,0.24151,-1.66196
75098,-0.95441,-0.87149,-0.70998,-0.44943
75114,-0.40844,-0.74549,-0.71216,-0.51308
75150,-0.69928,-0.82604,-0.67908,-0.47606
75203,-0.90579,-0.84871,-0.62754,-0.3388
75221,-0.61931,-0.52832,-0.51723,-0.14918
75258,-0.53922,-0.56932,-0.43342,-0.30785
75338,-0.06449,-0.21989,-0.15986,-0.31799
75356,-1.00794,1.76364,1.95278,-1.75504
75472,-0.06722,-0.45158,-0.69607,-0.39151
75515,-0.62062,-0.57861,-0.58355,-0.29962
75542,1.60738,1.56523,0.76351,-0.75367
75613,2.27291,-0.09142,-0.39723,-1.32529
75668,0.58814,-0.65218,0.45686,-0.17179
75686,-0.46791,3.74505,0.46921,-1.71467
75711,-0.23939,-0.56847,-0.28088,-0.7159
75766,-0.23832,-0.12033,0.27072,-0.59368
75819,0.35603,1.44816,1.3358,-0.33545
75864,-0.12798,1.1404,0.08796,-0.23345
75917,2.00338,-0.34465,0.90362,0.51791
75953,-0.43034,-0.61463,-0.52636,-0.37304
76004,-0.2321,-0.74469,2.33872,-0.45742
76040,-0.50971,-0.45487,-0.47392,-0.42429
76111,1.18121,-0.44024,-0.93869,-0.26979
76139,0.11736,1.03072,-0.93929,0.92516
76157,-0.96458,0.09482,-0.52721,-0.23517
76175,-0.38845,1.65021,0.74637,-1.19777
76255,-0.62468,-0.05411,-0.18839,0.07272
76282,0.77838,-0.41473,-0.34512,0.64299
76317,-0.23174,-0.18597,-0.49054,-0.3282
76353,-0.58286,-0.48411,0.00369,-0.23157
76406,0.83171,0.5721,-0.44458,0.37307
76497,-0.40108,-0.18718,0.0795,-0.12866
76558,-0.38806,-0.44556,0.03973,0.29953
76585,-0.50727,-0.70802,-0.51902,-0.16271
76601,-0.86558,-0.44904,0.15668,-0.36688
76638,2.02158,2.5931,0.86821,1.97075
76674,-0.80855,-0.26585,-0.97527,-0.04609
76692,-0.72405,-0.4361,-0.35112,-0.26482
76718,-0.19525,0.87843,-0.408,-0.2303
76745,1.62216,-0.13837,0.73347,3.74528
76763,0.20523,-0.09412,-0.57067,1.64685
76807,-0.27289,-0.09902,-0.90481,0.2261
76932,-0.47979,0.84835,-0.0837,-0.1291
76969,-0.34642,-0.7117,-0.24678,0.2004
76996,-0.36522,-0.4726,-0.62641,-0.42097
77028,-0.08668,0.44357,1.07543,0.50667
77082,0.48071,1.88483,1.47154,-0.59913
77126,-0.82657,1.64073,0.1229,0.11885
77153,-0.28386,0.13051,-1.08192,-0.25408
77180,-0.41269,-0.04173,0.46701,-1.21617
77224,0.81155,-0.00541,-0.72608,0.70814
77260,-0.81834,1.73279,0.71895,0.46285
77288,0.18546,-0.05566,0.43893,-0.27443
77313,1.61058,1.2502,-0.57746,-0.46141
77331,-0.789,0.5086,-0.98803,-0.28561
77377,1.02062,-0.39086,-0.73075,0.41694
77402,-0.49559,-0.7464,0.36194,-1.15189
77475,3.2051,-0.34854,0.01895,-1.64221
77509,0.32575,0.70954,-0.09465,-0.16571
77536,-0.16287,0.03649,-0.46684,0.17331
77579,-0.77047,0.67435,0.58328,0.22793
77595,0.8028,2.10144,-0.57286,-1.2857
77601,0.98614,1.07662,-0.97136,0.33205
77812,-0.0213,-1.67842,0.61633,0.16727
77910,-0.57583,-0.47642,-0.5896,-0.44391
78016,-0.31424,-0.6423,-0.66058,-0.52499
78089,0.56836,-0.68446,-0.2668,-1.00519
78141,-0.56009,-0.91235,-0.64874,-0.39131
78258,1.10249,-1.06452,-0.1254,0.00109
78329,-0.92428,-0.57902,-0.46979,-0.34228
78454,-0.45122,-0.06145,-0.44981,-0.17278
78472,-0.19466,0.42776,0.91704,0.62455
78542,0.08927,-0.65232,-0.30544,-0.66079
78604,0.02654,0.17107,0.09133,0.42583
78668,-0.65087,-0.60619,-0.25608,0.54298
78711,0.56658,-0.94781,-0.57215,-0.50761
78748,-0.53896,0.13163,-0.69835,0.21086
78828,3.30444,-0.99282,0.91952,-0.66041
78873,-0.83429,0.80919,-0.11046,-0.59822
78926,0.16223,0.69762,-0.72859,0.84668
79004,-0.4186,-0.01829,-0.45367,-0.8314
79077,-0.02504,0.0831,-0.36746,-0.59768
79157,-0.1577,0.83515,-0.21602,-0.17027
79237,-0.5606,0.5467,-0.33559,-0.47956
79308,0.95006,0.16234,-1.14319,0.40149
79362,-0.39391,0.86404,-0.58131,-0.3699
79406,-0.14483,0.1403,-0.43055,-0.75218
79497,0.38008,0.38603,0.19817,-0.2463
79585,0.24922,1.49301,-0.31209,0.05653
79656,-0.77269,-0.31128,0.04443,-0.23275
79736,-0.59971,-0.5726,0.52982,-0.63687
79834,-0.67224,-0.66963,-0.29209,-0.04998
79932,-0.42541,0.07427,0.37056,0.4263
80043,-0.91842,-0.23431,2.09607,0.08479
80123,-0.93993,0.13944,-0.11012,-0.63759
80249,-1.19627,0.93771,1.60793,-2.22427
80285,-0.65747,2.55053,-0.85499,-0.85706
80365,1.61646,0.4771,0.49516,0.33024
80427,-0.38641,0.51722,2.61693,0.55482
80506,-0.03539,-0.41412,0.51885,-0.34641
80560,-0.28886,-0.1154,0.33433,2.06833
80613,-0.45183,0.39667,-0.26207,-0.2815
80677,-0.71292,-0.2485,-0.71593,-0.03968
80711,1.15984,-0.35125,0.31952,1.66891
80766,0.29879,-0.59633,0.20039,-0.75556
80846,-0.28967,0.13384,-0.51561,0.22624
80908,-0.43743,-0.65037,-0.22173,0.70347
80980,0.56786,-0.61671,0.63764,-0.03653
81095,-0.29404,-0.56514,-0.58723,-0.14362
81184,-0.15191,-0.92573,-0.58676,0.60509
81264,-0.56299,0.14354,-0.58096,-0.08669
81380,-0.07411,-0.34243,-0.00847,0.16879
81415,-0.23253,-0.2618,0.11811,-0.8364
81497,-0.69225,-0.5304,3.02759,0.58519
81576,-1.36552,0.32141,1.20063,-2.139
81656,0.89989,-0.15403,-0.31667,0.59687
81754,-0.87388,2.42788,0.27952,-0.00069
81816,-0.58607,-0.08639,0.39062,0.05257
81861,-0.70639,-0.62202,-0.36282,-0.45414
81987,-0.26108,-0.40601,-0.10055,0.21069
82047,-1.30844,1.78761,3.6469,-1.23066
82136,-0.45995,-0.27491,-0.31762,0.22381
82243,0.14833,0.10217,-0.25975,0.27113
82314,0.41294,-0.77577,-0.16727,0.21939
82396,0.22171,-0.40948,-0.05596,0.22474
82430,-0.70734,-0.33912,-0.59455,-0.48189
82555,-0.66174,1.28234,0.24238,-0.3205
82617,-0.16535,0.60632,-0.29682,-0.96825
82680,1.10935,-0.70034,1.21195,0.31369
82733,-0.39417,-0.6461,0.15883,-0.04644
82779,0.31861,-0.48845,-0.22144,0.40084
82831,-0.48134,0.67705,0.2602,-0.65884
82895,-0.21116,-0.15478,0.34841,-0.01845
83133,-0.98199,-0.88381,-0.61491,-0.33724
83151,-0.73006,-0.85617,-0.57037,-0.03787
83197,-0.73924,-0.75336,-0.5381,-0.47772
83320,-0.90133,-0.91979,-0.64027,-0.43674
83375,-1.06119,-0.58463,0.52852,-0.76296
83428,0.28807,0.12221,-0.66754,0.12785
83464,-0.51879,-0.46594,-0.67553,-0.16008
83491,3.42276,0.91485,1.23623,0.52639
83525,-0.83892,-0.87948,-0.65262,-0.36136
83561,-0.84851,-0.91679,-0.70159,-0.45925
83632,-0.85505,-0.61102,-0.30915,-0.22767
83749,-0.75572,-0.78178,-0.65521,-0.21603
83785,0.44125,-0.42761,-0.509,-0.53106
83847,-0.59702,-0.56298,-0.04758,-0.15138
83936,-0.27764,0.00271,0.12155,-0.15436
83963,-0.81421,0.36128,-0.53277,0.32842
83981,-0.27454,-0.3433,-0.49026,-0.29457
84086,-0.06147,-0.61337,0.82106,-0.18183
84102,-0.30683,-0.6342,0.27076,0.17681
84148,0.47767,-0.38429,-0.50614,0.30329
84175,-0.32112,-0.70022,-0.35879,-0.44378
84237,-0.3464,-0.68323,-0.55934,-0.35441
84264,-0.57364,-0.58701,-0.48841,-0.42758
84344,-0.66941,-0.71157,-0.36987,-0.5637
84380,1.46353,-1.0322,1.43997,0.67791
84415,-0.37081,-0.65358,-0.26019,-0.26955
84460,-0.2262,1.14772,-1.22831,-0.67631
84558,-0.54265,-0.65911,-0.5933,-0.62202
84594,-0.71844,-0.50937,-0.59218,-0.47721
84629,-0.39862,-0.83211,-0.40584,-0.24167
84656,-0.16158,0.29968,0.30693,-0.73001
84754,1.04006,-0.2666,-0.28324,-0.45237
84825,-0.57075,-0.79018,-0.51554,-0.1962
84923,-0.42163,0.68747,-0.62383,-0.7502
85056,-0.14402,-0.39566,0.49946,-0.18723
85074,-0.6366,-0.44288,0.19956,-0.07682
85127,-0.35699,-0.8295,-0.01255,-0.66402
85243,-0.04827,0.05797,-0.09159,-0.37156
85289,-0.28618,0.26783,-0.14421,-0.98619
85341,-0.52372,-0.60252,-0.50871,-0.25049
85412,0.37689,-0.494,-0.90253,-0.6967
85467,4.14373,0.67869,4.14165,-2.72727
85528,-0.14892,-0.38164,-0.00686,0.32371
85582,0.07102,-0.49134,-0.22464,0.34082
85626,-0.57134,-0.41405,-0.26999,-0.45268
85680,1.45225,0.51272,-0.04821,0.25793
85760,-0.58766,-0.64959,-0.3208,-0.17688
85788,0.09825,-0.56899,-0.61128,-0.32215
85840,-0.02407,-0.85308,-0.15569,0.04155
85877,-0.24652,-0.01959,0.95953,0.02272
85920,-0.71797,-0.2741,-0.38092,-0.18932
85984,0.03545,-0.02325,-0.60671,-0.1909
86133,-0.33915,-0.28886,-0.07377,-0.25322
86188,0.73828,0.902,-0.32696,-0.57806
86222,-0.82492,0.82733,-1.10849,2.85654
86311,-0.25772,-0.00675,1.08203,0.43067
86339,-0.71427,-0.07833,-0.28098,-0.10932
86366,-0.56555,-0.80968,-0.56342,-0.24067
86438,-0.36184,-0.01427,-0.38867,0.69129
86446,-0.40164,-0.28315,-0.06307,0.2402
86453,-0.0968,-0.75794,0.49283,-0.3307
86461,-0.50693,-0.6744,-0.67274,-0.08167
86479,-0.87757,0.17136,0.5092,-0.43913
86487,0.22606,0.01895,0.42349,0.07495
86495,-0.25411,-0.15712,-0.46016,-0.44043
86501,0.04905,-0.0663,2.40829,-1.32929
86519,-0.46005,-0.23443,-0.60222,-0.32181
86687,-0.76046,0.14669,-1.0321,0.17658
86749,1.23956,-0.63638,-0.49643,2.51475
86810,-0.89402,-0.90746,-0.61491,-0.35892
86883,-0.52841,-0.48296,-0.28525,-0.06432
86936,-0.10621,-0.7603,-0.51118,-0.51108
86990,-0.43656,0.81986,-1.05139,0.29519
87059,-0.82993,-0.92344,0.3128,-0.13057
87077,-0.74759,-0.90574,-0.66106,-0.3003
87139,0.28291,-0.92928,-0.10408,-0.05826
87175,-0.79448,-0.85298,-0.07528,-0.79439
87219,-0.19174,0.05918,-0.67977,-0.09944
87246,0.07567,-0.37629,-0.84434,0.23045
87291,-0.85679,-0.35803,-0.65685,-0.49634
87362,-0.12021,-0.41512,-0.48562,0.26705
87424,-0.67736,-0.76873,-0.3412,-0.14712
87576,-0.64695,-0.79914,-0.59285,-0.44603
87638,-0.36354,-0.99591,-0.68553,-0.4376
87665,-0.61034,-0.62632,-0.46808,-0.33808
87745,-0.54556,-0.50311,-0.28693,-0.47908
87843,1.80786,0.06107,0.05629,3.15629
87996,-0.04112,-0.00985,-0.18604,-0.2394
88047,-0.56101,-0.69755,-0.67159,0.15498
88092,-0.26385,-0.07258,-0.44552,-0.44445
88261,-0.64043,-0.56973,-0.46962,-0.29965
88350,1.48628,0.9286,-0.69033,0.86838
88449,0.2464,-0.78553,-0.56885,2.25767
88546,1.68787,0.77408,-0.28031,-0.81491
88644,-0.22934,-0.71809,0.1028,1.50193
88788,3.13614,-0.51,-1.65568,3.19722
88868,-0.96264,0.5154,0.42262,0.17849
89026,3.90144,2.27791,1.30267,0.73976
89080,0.77422,3.20243,1.02709,1.06949
89151,-0.11949,4.41562,-2.00447,1.02622
89240,0.12835,-0.57544,-0.04415,0.62453
89348,0.75822,0.24543,0.01104,-0.67853
89428,0.31443,-0.21063,-0.74137,-0.65956
89561,-0.71151,-0.52685,-0.39422,-0.07398
89687,-0.433,1.28013,0.51393,0.20678
89801,-1.44067,0.65475,0.98991,-0.49045
89856,-0.59118,-0.72342,-0.43149,-0.52616
89954,-0.95501,1.5586,-0.60164,-0.91398
90066,4.76996,1.41142,2.74983,-2.12558
90119,1.7814,0.33135,-0.81305,0.15182
90208,0.09539,1.37544,-0.02094,0.05077
90262,1.13966,-0.33113,-0.53421,1.78828
90342,-0.6663,-0.27469,-0.14643,-0.40368
90431,2.61573,0.77666,-0.36387,1.0046
90538,-0.14684,-0.9053,-0.26596,0.36554
90663,2.31866,-0.69609,-0.69474,-2.30907
90725,2.69297,-0.21166,-1.1696,-0.59833
90805,-0.14238,0.54628,-0.55431,-0.06407
90878,-0.53951,-0.33624,-0.42448,0.06964
90994,-0.51772,-0.59726,0.00131,-0.48079
91054,0.81062,-0.68366,0.51227,0.86772
91116,-0.1977,0.17829,-0.92499,0.09951
91232,-0.13923,0.35794,-0.31254,0.23012
91330,-0.61967,1.57435,-1.50143,-0.07704
91535,0.7273,-0.01541,-0.29027,-0.47022
91624,-0.07075,-0.57813,-0.36427,-0.4044
91688,0.82159,0.48833,-0.78638,-0.7291
91731,-0.04879,0.3161,0.02496,0.45962
91795,-0.53293,0.47114,0.75085,-0.65609
91937,1.57566,-1.13575,0.95901,2.95297
91982,-0.86206,0.16689,0.26027,0.02745
92097,3.34422,-0.10373,-0.89394,1.12905
92177,-0.11089,-0.35669,-0.59736,1.5135
92569,-0.94212,-0.91028,-0.5975,-0.31303
92587,-0.00616,-0.84141,-0.75507,0.23159
92658,-0.92168,-0.93085,-0.68385,-0.41739
92701,-0.85379,-0.8408,-0.5132,-0.21164
92765,-0.67924,-0.48034,-0.66569,-0.34358
92783,0.6099,-0.22281,-0.47531,0.19165
92836,-0.32106,-0.76206,-0.54246,-0.10658
92872,0.28452,1.63397,-0.79849,0.72212
92907,0.27852,0.70489,-0.48205,0.99236
92961,0.1618,0.0603,0.19956,-0.40332
92989,0.2917,-0.57376,-0.32495,0.137
93021,0.09842,-0.66759,-0.04748,-0.34311
93067,0.00434,-0.35274,-0.78639,0.03036
93085,-0.38325,-0.79185,-0.54489,0.03886
93101,0.06379,0.95627,0.5158,-0.76148
93156,-0.50481,0.85336,-0.56318,-0.488
93209,0.07318,1.03807,1.95059,-0.72582
93236,0.25919,-0.66055,-0.14206,-0.69647
93281,-0.43672,-0.75499,-0.06313,-0.17451
93325,1.18279,0.45589,1.00247,-0.92961
93370,-0.16814,-0.05152,-0.31344,-0.11038
93441,1.13895,-0.0497,1.18479,-0.83084
93487,0.38843,-0.88533,-0.06588,0.52685
93539,0.00993,-0.28859,-0.64452,0.15928
93575,-0.29015,-0.48989,-0.07576,0.09939
93600,0.12235,-0.72285,-0.74813,-0.48351
93628,0.18092,0.71142,0.06451,-0.10643
93646,0.11967,0.81671,0.15296,-0.29715
93664,0.52498,-0.22858,-0.9515,0.29133
93717,1.70432,-0.53804,-0.59018,-0.33324
93735,0.28627,-0.13873,-0.93651,-0.09446
93771,-0.63676,0.29964,-0.00799,1.4685
93815,0.33279,-0.07016,-0.07042,0.33289
93851,-0.43547,-0.17271,0.81093,2.38919
93888,-0.86598,-0.71789,-0.49574,-0.14639
93931,0.14186,-0.16391,-0.2561,-0.30022
93995,0.28423,1.20591,-0.67756,0.78331
94045,-1.27112,1.69928,0.96249,-0.0785
94081,2.66483,0.95742,1.2897,1.12256
94107,-0.21543,-0.3023,-0.27802,-0.15037
94125,-0.34953,-0.30838,1.31345,0.45361
94161,-0.70035,-0.26237,-0.39756,-0.46512
94223,0.87478,-0.53335,-0.02254,1.35402
94269,0.08952,0.24492,-0.82688,-0.20348
94312,1.65842,-0.53819,0.82564,-0.83792
94330,1.99224,-0.02662,0.11255,0.42402
94376,0.02392,0.45687,-0.3839,-0.75133
94429,2.62846,-1.58508,0.47227,-0.0066
94456,1.3711,-0.17371,-0.27278,-0.95455
94492,-0.40181,-0.40559,-0.06522,-0.05143
94535,0.46297,-0.20455,0.10208,-0.45285
94562,0.52723,0.40368,-0.31964,0.26353
94580,3.39307,0.29462,-1.58221,1.97566
94606,1.01946,-0.15954,-0.13171,0.54672
94651,-0.74834,0.69162,0.2112,0.12886
94688,-0.81189,-0.11761,-0.00253,1.59765
94731,-0.04605,0.0122,-0.28264,-0.47606
94768,-1.26001,0.71415,1.60127,1.95817
94795,0.18139,0.12722,0.06582,-0.71818
95060,-0.91944,-0.99325,-0.72978,-0.47825
95088,-0.97364,-0.75799,-0.4746,-0.39617
95159,-0.7102,-0.89562,-0.55389,-0.39217
95239,-0.86866,-0.30799,-0.68457,-0.57945
95293,-0.80906,-0.82936,-0.62431,-0.45155
95355,-0.78024,-0.72426,-0.42201,-0.32821
95391,-0.77865,-0.98245,-0.59938,-0.35377
95471,-0.77284,-0.53071,-0.5126,-0.46443
95499,1.21809,-0.21441,-0.33028,0.53664
95612,0.52752,1.56512,0.9133,0.65292
95667,1.66864,1.163,1.03825,0.01032
95747,-0.5569,-0.69214,-0.76868,-0.24625
95792,-0.49745,-0.42512,-0.53326,-0.3058
95872,0.13675,-0.08484,-0.54991,-0.17091
95943,3.5447,-1.55159,1.63693,-0.21278
96003,-0.39833,1.48457,-0.10554,-1.52937
96058,-0.56872,1.32599,-0.98124,-0.19454
96110,-0.12603,0.01133,-0.02664,-0.32845
96147,0.03743,0.91733,1.53842,-0.76322
96192,-1.44397,-0.25533,1.73539,0.5449
96254,-0.67582,-0.20802,-0.46262,-0.78029
96334,0.29592,0.5621,-0.36765,0.70698
96370,-1.13428,0.51617,0.094,-0.38917
96423,-0.50222,0.19378,-0.68132,0.25344
96478,1.11974,1.19496,1.23046,1.37541
96593,0.6915,2.49805,-1.1109,0.09767
96637,-0.35418,0.51917,-0.9015,-0.20163
96717,-0.82605,-0.78972,4.19379,5.34384
96815,-0.36337,0.01108,-0.44776,-0.24851
96888,-0.07783,0.633,0.17198,-1.87813
96904,-1.06212,-0.19141,2.75643,0.40577
96940,1.28284,-0.7327,0.81428,2.27332
97009,-0.61666,-0.28852,-0.14299,-0.10783
97063,-0.51671,1.01578,0.61411,-0.46484
97090,-0.61471,1.16995,0.24546,-0.24118
97189,3.26401,-1.6092,1.70788,0.22001
97241,-0.46387,-1.29498,1.50857,-0.18859
97321,-0.1,-0.06937,-0.53414,0.62702
97394,1.19613,0.90926,-0.41897,-0.31217
97438,-0.65538,0.47486,-0.82881,-0.66189
97465,-0.55112,0.2088,1.04296,0.7967
97517,-0.15569,0.81145,-0.80733,-0.18375
97553,2.17999,-0.20609,1.12725,2.01975
97606,-0.04046,-0.78692,-0.21563,0.0402
97679,-0.85072,-0.94072,-0.3568,0.4818
97722,-0.14051,-1.2178,0.92078,2.64106
97811,-0.5641,0.20579,-0.27834,-0.47386
97875,-0.43103,-0.41628,1.04296,3.2836
97919,-0.42223,-0.98827,0.94779,0.09882
98051,0.11636,-0.55333,-0.26701,0.82172
98113,0.17198,-0.25702,0.07005,-0.48163
98168,-0.42936,0.01926,-0.00587,-0.65345
98202,1.15083,1.46948,-0.26267,-0.03509
98220,-0.73592,-0.13267,-0.42099,-0.22476
98257,0.95119,-0.2458,0.38899,0.03782
98300,-0.49504,3.00837,-1.34772,-0.71985
98337,0.19318,2.25187,0.56586,1.45082
98373,1.43918,-0.90472,-1.00813,-0.94923
98435,-0.39251,-0.00105,1.18914,-0.11671
98505,-0.00992,-0.71354,-0.90086,-0.63071
98603,-0.43904,1.23265,0.23135,0.05919
98649,0.08222,-0.34888,1.26157,-1.55558
98685,-0.50915,-0.80516,-0.5427,-0.29393
98738,0.52912,0.1101,-0.18461,-0.23341
98774,-0.16835,-0.21993,0.37028,0.43035
98827,-0.35093,0.49304,0.49915,-1.58927
98916,-0.94608,0.1306,0.65144,1.04355
98998,-0.60388,-0.13364,-0.64101,-0.12877
99058,-0.78959,2.50769,0.51196,0.05096
99101,0.11495,-0.62459,-0.00083,0.23067
99165,-1.10259,1.78973,-1.23044,-0.35956
99209,-1.34569,2.76816,2.67059,1.99346
99290,-0.12016,0.86888,-0.22831,-0.64538
99370,0.48287,-0.14878,1.5876,-1.30224
99441,0.83062,0.79398,-0.75549,2.27755
99478,-0.11708,-0.46976,-0.22637,-0.52034
99539,0.81787,0.81396,-0.31733,-1.00043
99600,-0.33642,-0.16317,0.53573,-0.31252
99673,-0.64461,0.97349,-0.41626,0.10414
99780,-0.43928,-0.47759,-0.58099,-0.12364
99879,2.60266,-0.68316,-0.74182,-0.68807
99922,0.22455,0.13017,-0.08523,-0.61825
99968,-0.47158,-0.17948,-0.50395,-0.49429
100004,-0.5192,0.04259,-0.40321,-0.81596
100086,-0.30568,1.11655,0.24502,0.2748
100148,2.36845,-0.38157,-0.42626,0.06228
100219,3.74311,-0.93098,-2.11253,-0.22803
100273,-0.35037,1.46729,-0.84985,0.54025
100282,0.76652,3.2886,-0.53852,2.50021
100326,-0.15586,-0.49622,0.77297,1.65121
100335,1.49155,2.12337,2.00232,0.55126
100353,-1.03674,-0.5819,-0.72557,-0.08763
100362,0.01776,1.10937,-0.26647,-0.92738
100521,-0.97439,-0.91372,-0.6415,-0.46401
100549,-0.3535,-0.52178,-0.43361,-0.29079
100576,-0.97845,-0.83765,-0.65165,-0.47689
100610,-0.91175,-0.8914,-0.60058,-0.37501
100638,-0.57603,-0.60874,0.08021,0.31069
100683,-0.65237,-0.6909,-0.2086,-0.25767
100709,-0.01363,-0.07422,-0.34026,1.11283
100736,-0.68093,-0.63644,-0.49891,-0.32915
100754,-1.11891,2.21766,0.76648,-0.79065
100781,-0.91305,0.79847,-0.70122,-0.82986
100834,-0.33312,-0.8598,-0.72446,-0.86747
