SIRUTA,F1,F2,F3,F4
38492,1.50181,-0.27295,0.17215,-0.20981
38544,-0.68855,-0.4233,4.6442,-1.50389
38580,-0.21536,0.96854,0.79104,-0.38388
38633,2.40718,-1.02474,0.48203,2.79432
38679,-0.84253,0.77345,0.8057,-0.06627
38731,0.34765,-0.23817,0.11984,0.30061
38811,1.9982,-0.84507,1.3592,0.36537
38848,1.01372,0.12466,0.78936,0.73222
38893,0.66521,-0.00826,0.20622,0.30515
38982,-0.54866,1.10441,-0.09898,-0.71882
39051,-0.89484,0.12173,-0.81381,2.34403
39122,-0.67298,-0.77079,0.65477,-0.14604
39168,-0.53168,-0.08504,-0.25965,-0.0684
39266,-0.44755,0.32845,-0.24282,0.72991
39328,-0.54905,-0.51535,-0.22741,0.12921
39391,-0.91787,0.82386,-0.53958,0.60114
39417,-0.51572,-0.47288,0.31951,0.0785
39612,-0.79141,1.04432,-0.48547,0.81374
39658,0.17538,1.97707,0.61977,4.25631
39694,-0.37374,0.88878,-0.80479,-0.33393
39738,-0.82898,-0.53376,-0.37557,1.23373
39792,3.03302,0.61304,-1.15646,0.65005
39836,-0.41999,0.30485,0.45887,-0.1649
39872,-0.26924,-0.4362,-0.12158,-0.59732
39942,2.94274,0.79865,-0.77164,1.36565
39967,-0.27075,-0.32774,0.02824,0.47912
39975,2.19252,0.36773,2.218,-2.84229
39983,4.15377,0.13567,1.48743,-2.43817
40198,-0.92131,-1.02638,-0.72381,-0.40254
40214,-0.21834,-1.04764,-0.6337,0.09205
40241,-0.54841,-0.77178,-0.72961,-0.09575
40278,-0.87439,-0.97583,-0.65105,-0.45542
40303,-0.24475,-0.94662,-0.16724,-0.57853
40367,-0.73984,-0.95438,-0.70341,-0.38681
40394,-0.70562,-0.8851,-0.66544,-0.39579
40438,-0.96808,-0.71869,-0.71138,-0.41526
40465,-0.20817,0.25128,-0.25226,-0.35656
40492,-0.88374,-0.59416,-0.58191,-0.42253
40526,0.15975,-0.5718,0.70787,-0.26077
40544,-0.35593,-0.17981,-0.06453,-0.94133
40606,-0.56118,-0.19339,-0.18424,-0.64657
40633,-0.5398,-0.91666,-0.69564,-0.12242
40688,-0.30139,0.79517,-0.31847,-0.80386
40704,1.74649,-0.35793,-0.51272,-0.38028
40768,1.05501,-0.58253,-0.70127,-0.46324
40820,2.63489,-0.85241,-0.65354,-0.55094
40857,0.19566,-0.16077,0.04622,-0.55602
40900,0.84856,0.86023,0.22209,-0.37426
40928,-0.30674,-0.86661,0.04858,-0.16546
40955,0.03846,-0.61699,-0.67756,-0.41733
40991,-0.09614,-0.37727,0.47294,-0.00388
41033,-0.94634,-0.33991,-0.71678,-0.37015
41088,-0.72653,-0.56364,-0.48326,-0.53998
41113,-0.82845,-0.40242,-0.31511,-0.4432
41177,-0.5871,-0.66349,-0.10557,-0.36407
41248,-0.2781,0.42055,0.10617,0.43354
41284,-0.39433,2.03955,-0.73689,0.20444
41346,-0.0587,-0.52766,-0.25952,-0.4362
41382,0.34059,-0.34308,-0.49712,0.69109
41417,1.69692,-1.84945,2.18723,0.33789
41471,-0.79929,-0.81948,-0.48007,-0.19774
41541,-0.10599,-0.45508,0.89104,-0.10693
41578,-0.91751,-0.30416,1.73397,0.57109
41621,2.62998,-0.90883,2.8005,0.90614
41667,-0.59831,-1.01555,-0.18352,0.28964
41701,-0.19554,0.42288,-0.27655,-0.35262
41738,-0.6523,-0.56334,-0.44305,-0.36817
41818,0.11421,1.0587,-0.36893,0.71652
41854,-0.41183,-0.50899,-0.4829,-0.60684
41925,-0.04288,-1.07146,-0.57606,0.34876
41943,-0.84411,0.14386,0.31285,-0.53275
42003,-0.81364,-0.78466,-0.59114,-0.36956
42058,1.43616,0.21012,1.43687,0.77079
42076,0.11086,0.45643,2.42423,-0.08965
42101,-0.2206,0.70355,0.07404,-0.4508
42156,2.35276,-0.74803,0.28567,-0.62497
42183,-0.73944,0.71499,-0.34256,-0.5071
42236,0.33405,-0.15075,-0.21775,0.29901
42307,-0.85294,-0.21293,-0.09015,-0.11537
42398,-0.71757,-0.97124,-0.46079,0.11015
42449,-0.32322,-0.32735,-0.29936,0.8611
42456,0.44846,-0.65513,-0.30622,-0.32839
42464,-0.86777,-0.35545,-0.46422,-0.37834
42472,0.09269,-1.1028,1.39723,1.69769
42480,-0.36332,0.16532,-0.44287,-0.2956
42498,-0.14198,1.23162,-0.50484,6.56917
42682,-0.95086,-0.94592,-0.67103,-0.39734
42708,-0.8359,-0.53357,-0.51011,-0.38378
42753,-0.27483,-0.47199,-0.64983,-0.36085
42771,3.58126,2.05917,0.4663,0.25457
42824,0.14925,0.26656,1.13747,0.57265
42842,0.89771,0.69774,0.25444,0.60834
42913,0.40651,-0.51396,0.19567,-0.22497
42968,-0.55017,1.26041,-0.29966,-0.7129
43019,0.75097,-0.60308,-0.30514,0.77161
43073,-0.21052,0.07448,-0.12245,-0.42248
43117,0.54746,0.31493,1.8562,1.75142
43180,-0.30116,1.34664,0.87433,-0.88377
43242,-0.42109,1.04646,-0.21267,0.27645
43279,0.49795,-0.0299,0.15328,-0.9581
43313,-0.34824,0.62732,-0.87398,0.50564
43331,0.31989,-0.65955,-0.7913,0.06237
43411,-0.07026,-0.71135,-0.56476,-0.29795
43466,-0.95791,0.66405,0.94747,-0.50641
43493,0.96486,0.28684,0.66833,1.59832
43563,1.11034,1.3246,0.71336,1.12698
43625,0.25693,-0.69692,-0.04589,0.16663
43652,-0.78762,0.60119,1.30695,-0.57303
43732,3.75565,0.75294,0.02212,-0.11958
43787,0.03207,-0.30194,-0.3387,-0.01127
43812,0.73094,2.10651,-2.80318,3.50041
43867,0.03485,4.43038,-2.60187,-0.39309
43929,0.42664,0.18259,1.35299,2.55821
43992,-0.67525,1.79468,-1.52594,-0.73216
44060,1.51402,0.10781,-0.2522,0.31367
44113,-0.25627,0.26656,0.42063,-0.05162
44140,0.63639,-0.29426,-0.16995,-0.78834
44177,1.05173,0.0467,0.48424,-0.79308
44202,1.06765,1.32947,0.13037,0.97546
44257,-0.67351,0.13456,1.11375,1.13555
44300,-0.33126,0.61658,1.39565,-0.96157
44328,-0.6782,-0.36756,-0.50803,0.57747
44355,-1.05562,-0.54242,3.20331,-0.57215
44391,-0.70467,-0.29225,-0.39875,-0.31606
44435,0.59879,0.80208,-0.3252,-0.49742
44462,-0.98511,2.78987,-0.57693,-0.57716
44505,0.84231,0.60967,0.35162,0.76905
44532,-0.6533,-0.14103,0.02429,-0.082
44560,-0.446,0.20638,-0.98806,-0.51206
44818,-0.97692,-0.96245,-0.70168,-0.43053
44845,-0.7655,-0.84721,-0.48346,-0.12421
44863,1.17305,1.98212,-0.55795,0.39366
44934,-0.61541,0.37409,-0.72123,-0.2758
44989,1.23954,-0.71614,1.16173,1.00371
45003,-0.30741,-0.37663,-0.80048,-0.07532
45101,-0.87081,-0.29661,-0.70329,-0.39114
45245,0.13715,-0.65039,0.19812,-0.50384
45334,0.97698,-0.69768,-0.50778,-0.10631
45361,0.01338,-0.04395,0.82692,0.38421
45389,1.19844,0.96467,0.7352,0.24343
45496,-0.44192,-0.38439,0.06815,0.03506
45539,-0.70411,0.72899,0.3978,-0.07918
45619,1.86821,-0.26136,-1.14902,-0.96098
45673,-0.21266,-0.71975,1.62331,1.9837
45753,0.69453,0.19003,0.38906,-1.28445
45815,0.39792,-0.31219,0.38187,-0.69742
45888,0.66633,0.5367,0.10007,2.33184
45959,0.01483,0.95945,-0.47926,2.04517
46019,1.32636,-0.52513,-1.11452,-1.04785
46108,0.93619,0.25083,0.88784,0.80236
46180,-0.40266,0.06795,-0.17108,-0.15533
46251,0.22037,0.93404,1.79321,1.87625
46313,-0.18796,0.0511,-0.37933,0.57215
46377,-0.21062,0.27342,-0.82448,-0.06722
46439,0.96695,0.94102,-0.79373,0.34691
46484,-0.86881,0.23759,-0.55671,-0.60435
46554,1.34318,-0.35335,-0.3101,1.9968
46769,-0.7769,-0.35695,-0.59078,0.05185
46803,-0.84379,0.28983,-0.57183,-0.45835
46830,0.19312,0.28719,-0.26956,-0.24002
46867,0.02867,0.27039,-0.72574,-0.54575
46910,-0.01936,1.57057,0.72312,0.51223
47006,-0.42406,-0.00368,-0.42194,-0.09854
47079,-0.16323,-0.47602,0.83418,-0.15651
47159,0.61628,-0.01608,-0.72519,-0.16183
47186,0.06287,-0.42983,-0.33384,-0.97716
47300,0.7951,-0.82683,1.17643,0.9361
47337,0.4149,-0.6832,0.03074,-0.61148
47373,-0.79725,-0.82293,-0.62393,-0.43982
47417,2.40937,0.20301,-0.03406,1.16
47453,-0.69055,-0.61396,-0.7168,-0.36954
47578,-0.2986,-0.17706,-0.38892,0.97661
47630,-0.23757,-0.01758,-0.23201,-0.47841
47774,-0.32127,0.60868,0.10577,-0.63114
47854,1.68658,-0.38176,-0.85737,-0.63278
47916,-0.52765,-0.41656,-0.00788,0.03152
48021,0.5335,3.08374,4.19183,-2.36338
48138,0.00373,0.20575,0.20658,0.53714
48227,0.38441,1.44079,0.75015,0.0179
48325,-0.56643,-0.51468,-0.48968,-0.36867
48487,-0.14431,-0.79636,-0.22694,-0.1202
48557,-0.43727,0.32854,-0.45986,-0.50178
48682,-0.73198,-0.01587,-0.39073,-0.43646
48744,-0.54337,-0.22761,-0.67635,-0.30512
48771,-0.82607,-0.4244,-0.09039,-0.12571
48842,-0.17778,-0.30517,0.88143,-0.05597
48922,0.3623,0.12178,-1.9106,4.00922
48968,-0.14117,-0.48302,0.28849,-0.64864
49019,4.12397,-0.44714,0.34013,-0.55096
49046,-0.25058,-0.52821,-0.27517,0.22346
49073,-0.35881,-0.48541,-0.53248,0.03317
49153,-0.18821,-0.26135,-0.77819,1.09288
49206,-0.68261,-0.11596,-0.61267,-0.54853
49233,2.24831,0.16827,2.61357,1.22768
49313,1.39917,0.75007,-0.2392,0.61263
49439,-0.53755,1.44612,1.63903,-0.82124
49484,-0.21917,-0.09181,-0.39219,-0.41309
49545,-0.52383,-0.61936,-0.30188,0.20116
49625,0.85224,-1.56542,-0.99756,3.38876
49643,2.54212,-0.25573,-0.08184,0.55828
49769,-1.01474,0.50597,0.30873,0.49412
49849,2.17482,-0.32571,-0.75508,0.38509
49894,-0.4333,-0.19387,-0.58331,-0.39351
49956,-0.84927,-0.25939,-0.5598,-0.39694
50022,-0.12001,-0.48679,-0.53048,-0.32366
50068,3.68921,1.20038,1.64053,2.46955
50102,-0.83361,-0.45708,-0.58642,-0.41651
50228,-0.25016,-0.39111,-0.67776,0.40403
50326,-0.51527,0.92408,-0.08033,0.04085
50399,0.34514,-0.47453,0.89928,-0.06995
50415,-0.56141,-0.38372,-0.41567,-0.31087
50479,0.75004,-0.35058,1.34351,-0.91051
50549,-0.14864,-0.00183,-0.10663,-0.49145
50564,1.61239,-0.00998,-0.95936,0.16919
50790,-0.93651,-0.94245,-0.69661,-0.38491
50889,-0.54338,-0.81879,-0.33311,-0.19691
50923,-0.73817,0.01123,-0.26344,-0.43734
50969,-0.798,-0.89992,-0.53088,-0.28163
50987,-0.83081,1.35365,0.8864,-0.71269
51010,-0.83882,-0.96013,-0.68987,-0.41075
51056,-0.99743,-1.36209,-0.95966,3.59499
51118,-0.66254,-0.80324,-0.62213,-0.30036
51207,-0.56714,-0.9905,-0.66308,-0.4181
51243,-0.06895,-0.17511,1.50892,1.26238
51305,0.56944,0.13729,0.58814,-0.10841
51332,0.2788,0.37335,-0.1019,-1.04783
51387,-0.40903,0.72163,0.93565,-0.04191
51449,-0.08655,0.09469,-0.24417,-0.61625
51500,0.21532,-0.81996,0.21637,-0.01377
51546,0.06819,0.56416,0.11645,0.23653
51573,-0.82018,-0.33772,0.16569,-0.1205
51626,-1.01784,-0.13395,0.35796,2.67655
51662,-0.08883,-0.13298,0.13597,1.03124
51699,4.81957,-0.47625,0.06132,2.03578
51751,0.63357,0.20981,-0.19398,-1.06894
51804,0.65845,-0.49415,-0.53294,-0.5455
51840,0.22954,-0.07948,-0.35372,0.02174
51877,0.87779,-0.68707,2.0664,-0.2418
51948,0.57741,1.106,2.02531,1.96713
51984,-0.61809,-0.95473,2.64564,4.52018
52035,5.7743,1.03888,0.66794,-1.48606
52062,-1.40554,3.65558,0.10198,0.69581
52115,-0.45718,0.00549,0.00593,0.25836
52160,0.55123,0.93639,0.39804,-0.92779
52570,0.41841,-0.08751,0.16155,-0.21169
52650,-0.20485,-0.64414,-0.20956,0.64009
52696,0.38301,-0.35358,2.85156,-1.79774
52721,1.22419,0.20365,0.28938,-1.03805
52758,0.30913,-0.07487,-0.24245,-0.2358
52785,2.01329,-0.6263,-0.52165,-1.48685
52856,-0.89979,4.69436,-1.30727,-0.68513
52909,0.13094,1.67756,0.28266,0.32477
52936,1.39559,0.45854,-0.54406,-0.54716
52954,0.92649,0.93113,0.71596,-0.9336
52990,0.19098,-0.66582,-0.62445,0.71194
53023,1.13392,-0.36484,1.19858,-0.0062
53069,1.20923,0.66684,2.00626,-1.15623
53103,-0.01132,-0.72372,0.73877,-0.39185
53130,0.63441,0.88331,-1.26669,0.62145
53167,0.67975,0.00424,0.33128,0.48477
53210,-0.65744,-0.17952,-0.07841,-0.25302
53247,0.01346,-0.11699,-0.30736,-0.22773
53274,-0.87388,-0.44932,0.11162,0.3402
53345,0.46373,0.40476,-0.87931,2.86949
53372,2.73668,-1.01899,-0.33068,-2.09021
53425,-0.07535,-0.22185,-0.62731,-0.43538
53489,-0.1005,-0.52243,-0.72429,0.73407
53513,-0.18799,-0.29837,-0.73585,-0.15763
53577,0.54476,-0.29799,0.06577,1.98262
53639,-0.59226,0.39616,-0.54605,2.32259
53675,-0.50047,0.39518,0.36651,-0.52452
53700,-0.10751,1.40619,-1.04265,-0.3533
53728,2.04521,-0.74015,0.57258,-0.31105
53755,0.05914,-0.43734,2.71493,-1.60568
53791,-0.32825,0.23982,-0.08737,-0.49327
53853,-0.61054,0.79903,-0.37202,-0.63774
54056,-0.86731,0.89624,-0.99093,-0.50994
54109,0.73694,0.81381,1.52756,1.07791
54163,2.85905,0.12291,0.23479,1.31489
54270,0.22199,-0.88878,0.50794,-0.15082
54305,2.51335,0.60466,-0.26054,1.25302
54350,-0.26152,0.16307,0.44502,0.84976
54387,1.86876,-0.76265,-0.05367,-0.96964
54412,-0.37962,-0.35249,-0.39667,-0.2271
54485,1.95164,-1.35586,-0.62075,-0.0609
54500,0.69596,1.4975,1.49819,3.47113
54573,5.64459,1.23736,-1.31856,-3.55709
54617,0.24165,0.27517,1.49011,1.04219
54699,-0.60292,0.22145,-0.003,-0.06645
54975,-0.84416,-1.04203,-0.72897,-0.46066
55008,-0.88109,-0.98642,-0.68826,-0.37966
55062,-0.29672,-0.85193,-0.09434,-0.04589
55106,-1.0774,-0.44648,0.86123,1.86492
55160,-0.72496,-0.3237,-0.26499,-0.57648
55259,-0.86475,-0.91619,-0.69924,-0.39306
55277,0.22234,-0.71401,-0.59069,-0.42294
55311,-0.62396,-0.39778,-0.49863,-0.30053
55357,-1.06072,0.40165,-0.92758,-0.79293
55384,-0.72309,-0.7886,-0.03296,0.0549
55446,-0.75576,-0.9497,-0.67421,-0.33009
55473,-0.58485,-0.6712,-0.40855,-0.23708
55598,0.69113,-0.54004,1.09504,-1.3655
55623,0.43981,-0.08765,2.69403,-2.03467
55687,-0.82502,-0.80301,-0.5637,-0.4056
55776,-0.639,0.40501,-0.04651,-0.02519
55838,-0.93786,-0.85928,-0.70871,-0.39465
55918,0.6793,-0.55552,-0.78179,-0.22733
56014,-0.50265,-0.16154,-0.41127,-0.4185
56096,-0.74081,0.11239,0.01254,0.23053
56210,-0.34728,-0.63816,-0.11302,-0.16392
56265,-0.32416,-0.46843,0.5323,-0.33335
56327,-0.04712,-0.46624,0.95195,0.40707
56354,-0.49193,-0.39452,-0.28412,-0.17663
56425,-0.22178,-0.76177,-0.05684,0.23676
56461,-0.52526,-0.64758,-0.36683,0.20396
56522,-0.30629,0.04561,-0.72292,-0.1072
56568,-0.86437,-1.27422,2.20541,-0.32706
56666,-0.77459,-0.50886,-0.43426,-0.43426
56773,-0.34168,-0.46585,-0.03998,-0.4603
56844,-0.17522,-0.85458,-0.11099,-0.53379
56988,-0.55826,-0.67199,-0.59186,-0.58183
57083,-0.193,-0.15362,0.03328,-0.38363
57163,-0.38396,-0.28522,0.12129,-0.39909
57225,-0.62412,-0.63528,-0.63072,-0.44896
57314,1.15942,-0.22221,-0.01228,0.32601
57350,-0.81603,-0.90597,0.24659,-0.20698
57449,-0.81617,0.12447,-0.2068,-0.28645
57546,-1.07642,0.36403,0.61967,-0.42646
57582,-0.95049,-0.81334,-0.60768,-0.43515
57644,-0.23072,-0.43875,-0.13591,-0.46429
57706,-1.01106,-0.6665,-0.75371,-0.5048
57742,-0.68643,-0.24235,0.9934,-0.78743
57831,-0.99608,0.73314,0.00063,0.28896
57902,-0.80151,-0.8249,-0.56882,-0.23238
57948,-0.4932,-0.84839,-0.59723,-0.28403
58008,-0.65953,-0.79313,-0.40148,-0.48305
58142,1.14437,-0.61197,-0.27251,-0.4306
58204,-0.36451,-0.57379,-0.31821,0.02623
58259,2.33687,-1.02634,-0.35385,-0.32568
58311,-0.67516,-0.54767,-0.54617,-0.58946
58357,-0.98197,0.33693,0.17131,-0.29406
58393,-0.55795,-0.67893,0.9054,-0.66146
58464,-0.31217,-0.31561,-0.21269,-0.38782
58534,-0.6382,-0.70202,-0.11996,0.23695
58552,-0.79133,-0.5106,-0.28378,-0.36974
58623,-0.67427,-0.2995,-0.56421,-0.26371
58721,0.26981,-0.71036,-0.42869,-0.58063
58794,1.09153,0.69199,-0.53205,0.34285
58856,-1.10279,0.3543,-0.32852,0.10335
58918,-0.68916,0.00587,-0.41404,-0.39948
58990,0.68838,0.50444,-0.73991,0.38435
59041,-0.57002,-0.45399,-0.46229,0.26276
59130,-0.48444,0.27828,-0.0714,1.60128
59238,-0.72673,-0.23516,-0.05992,0.028
59283,-0.85244,0.8012,0.4422,-1.04018
59327,0.23991,-0.34794,-0.49167,-0.94473
59416,-0.67807,-0.53244,-0.11851,-0.12252
59434,-0.4108,-0.59065,-0.54695,-0.57305
59498,-1.41197,-0.44352,1.76723,1.64644
59586,0.20838,-0.37161,-0.34322,-0.07078
59657,-0.10094,0.90217,0.94308,-0.69269
59693,-0.97248,-0.25851,-0.11435,-0.4263
59764,-0.31553,-0.22629,0.23851,-0.48296
59826,1.17604,-1.02654,0.05219,0.33095
59880,-0.54677,-0.20927,0.67269,-0.25652
59942,-0.54988,0.44215,0.13119,-0.17477
60026,-0.44779,0.30064,0.01115,0.68268
60062,-0.8051,-0.84637,-0.07753,-0.47564
60099,-0.67717,-0.7371,2.77261,-0.71431
60169,-0.52393,-0.13182,-0.51366,-0.41179
60419,-0.98767,-0.80846,-0.79402,-0.45498
60455,-0.65175,-0.97042,-0.40263,-0.26815
60482,-0.27979,-0.1605,-0.0949,-0.2846
60507,-0.75396,-0.85281,-0.6294,-0.36789
60534,-0.85888,-0.67005,-0.56904,-0.03173
60570,-0.64216,-0.82614,-0.59276,-0.29748
60598,0.23558,-0.79428,-0.67411,-0.5909
60632,-0.89155,-1.17123,-0.19796,1.61533
60687,-0.90756,-0.94107,-0.61718,-0.43474
60721,-0.66151,-0.78429,-0.27826,-0.32325
60776,-0.68211,-0.68883,-0.5815,-0.22865
60801,-0.79353,-0.78036,-0.19819,-0.05977
60847,-0.79331,-0.86091,-0.72672,-0.45709
60883,-0.19102,-0.64636,-0.34183,-0.03995
60945,-0.37378,-0.18832,-0.26312,0.40717
61069,-0.47406,-0.43539,-0.49059,-0.12483
61121,-0.51014,-0.16325,-0.60894,0.16457
61167,0.66074,-0.46997,0.86824,2.51615
61210,0.1512,0.1846,-0.39274,-0.1072
61256,0.35963,-0.15013,0.36706,0.12103
61283,0.25242,-0.44272,-0.16108,0.21691
61318,-0.09684,-0.79431,-0.57047,0.12818
61372,-0.73549,-0.76299,-0.58752,-0.35422
61452,2.29532,0.11349,0.33985,-1.34323
61513,-0.81532,-0.35886,-0.48083,-0.2719
61559,-0.61567,-0.17431,-0.44365,-0.23869
61620,-0.78941,-0.88217,-0.53439,-0.36167
61675,0.06246,-0.37049,-0.30344,-0.58725
61737,0.91237,-0.80587,1.51205,-0.05471
61808,-1.48964,2.64312,1.20869,1.71634
61826,0.7296,-0.09385,-0.19091,0.72615
61871,0.20899,0.34632,-0.48608,1.34151
61951,-0.09227,0.11594,0.86879,0.43981
62020,-0.51016,1.31042,-0.53986,-0.20889
62057,-0.07474,-0.0796,0.61748,-0.3442
62137,1.47126,-0.50969,0.0744,-1.20206
62191,-1.03089,1.98323,-1.48661,-0.63064
62253,-0.15516,-0.33856,-0.44869,-0.45867
62280,-0.50637,0.13686,-0.71486,0.95454
62360,-0.43032,-0.72302,-0.56993,-0.38724
62397,0.36884,-0.98962,-0.63186,0.01795
62440,-0.58573,-1.00044,0.08372,-0.18766
62486,0.54375,-0.86421,-0.23296,-0.1513
62538,3.24997,0.7612,0.6549,0.35256
62609,-0.2589,-0.10549,0.1384,-0.80196
62672,-0.86562,1.08619,1.17433,2.07766
62707,-0.20902,-0.56292,-0.321,0.85945
62761,-0.01375,-0.65395,-0.94673,0.21881
62798,0.32699,0.28222,-0.59884,-0.40237
62823,0.77389,-0.57313,0.56925,-0.0151
62878,-0.67444,-0.19358,-0.09014,0.39647
62903,-1.24774,3.13338,-0.27487,-1.29698
62949,1.81663,-0.2694,0.02804,0.66134
62985,-0.62117,0.79523,0.22202,-0.15342
63045,1.38592,0.99841,1.10876,0.01936
63072,-0.17126,-0.73352,-0.75519,-0.04507
63125,-0.84444,-0.89934,-0.25938,-0.53896
63152,-0.96053,-0.72751,-0.2009,-0.3487
63170,2.7756,-0.22863,-0.66601,-0.19139
63189,0.42438,-0.97122,0.0941,0.93893
63198,-0.22546,-0.48434,0.45604,-0.66279
63278,1.7293,-1.39237,2.1715,0.21839
63286,2.04651,-1.35492,-0.79384,-0.95878
63294,0.1041,0.374,-1.15254,1.1881
63300,-0.37762,-0.84875,0.37895,0.11838
63318,0.25835,0.47652,-0.46737,-0.46713
63326,-0.23146,2.06633,-1.50614,-0.62315
63334,0.30634,1.513,0.78318,-1.74084
63394,-0.97439,-0.68043,-0.77549,-0.43889
63447,-0.16624,-0.87913,-0.66941,-0.17359
63526,-0.51371,-0.79937,-0.66705,-0.54481
63553,2.0717,-0.39925,-1.31309,1.14559
63580,-0.79577,-0.65802,-0.75005,-0.31959
63633,-0.15735,-0.43051,-0.30771,-0.04891
63688,-0.23175,-0.29673,-0.45658,0.19742
63740,0.05034,-0.49641,-0.44564,0.47652
63777,-0.19519,-0.02455,-0.16106,0.02096
63802,-0.44046,-0.58026,-0.26986,0.06758
63866,-0.98033,0.69574,-0.38872,0.3119
63893,0.18223,-1.08059,0.23081,0.21618
63937,-1.57609,0.46879,2.91252,1.99407
64005,-0.08565,1.06547,1.22345,1.45727
64041,-0.28198,-0.09437,-0.42326,-0.14664
64096,2.0319,0.80492,-1.12017,1.41883
64130,-0.00808,-0.31433,-0.3876,-0.30505
64194,-0.44262,-0.39409,-0.46636,-0.1828
64238,-0.73339,1.43381,0.60399,-0.30836
64265,-1.13182,3.41877,-0.77818,-0.62319
64318,-0.41437,-0.1297,-0.36596,-0.10441
64345,-0.37205,-0.72625,-0.59091,-0.13626
64390,0.64552,1.81413,-1.62347,2.30967
64425,-0.84365,-0.51526,0.60169,-0.45389
64461,0.33352,1.4316,1.64274,1.53115
64504,3.10942,0.51749,4.19306,-3.86959
64568,0.05428,-1.19102,2.28946,0.8177
64602,-0.33348,-0.57036,-0.2117,-0.09666
64639,-0.47,-0.9678,-0.40602,0.02794
64719,0.08882,0.05743,0.22971,0.25043
64773,0.36866,0.55317,-0.23103,-1.41897
64826,0.0084,-0.55128,-0.09297,0.63051
64871,-0.31759,-0.46339,-0.53841,-0.27482
64906,-0.17626,-0.94811,-0.52106,-0.27515
64942,0.82611,0.75187,0.24782,0.45124
64997,2.24774,-1.22464,0.24073,1.38661
65011,-0.04816,-0.65598,-0.10838,0.37773
65048,-0.12576,-0.62278,-0.39634,-0.26451
65099,-0.31414,3.51611,-0.1539,-0.20652
65105,2.06535,-0.86541,-0.64108,-1.05595
65113,-0.28613,-0.49555,-0.40293,-0.32877
65121,0.17158,-0.59159,-0.49394,0.58168
65139,-0.16047,-0.1673,-0.29467,0.14156
65147,-0.86558,-0.50054,1.77973,3.12653
65154,-1.17046,3.2657,4.11296,-1.71356
65342,-0.91433,-0.87278,-0.72027,-0.46578
65379,-0.8154,-0.6255,-0.19142,-0.34404
65413,-0.01737,0.09067,-0.20136,0.50027
65431,-0.55438,-0.95957,-0.34967,-0.29618
65477,-2.07126,1.27788,4.70334,-2.75138
65501,0.05916,0.98328,-1.15264,-0.75917
65609,-0.75902,-0.28891,-0.53778,-0.37153
65645,-0.37825,-0.36511,-0.39072,0.23972
65681,1.52824,-0.15429,-0.02714,-0.09276
65707,-0.41341,0.4276,-0.37517,-0.04721
65752,0.92437,-1.23952,0.15648,0.20407
65841,-0.56515,-0.51739,-0.58819,0.26364
65869,-0.04614,-0.76219,-0.19218,-0.04288
65921,0.94614,-1.09213,-0.10218,0.08964
66009,-0.14292,-1.11277,1.39899,-0.03623
66081,-0.5955,-0.67096,-0.40528,0.08833
66152,-0.33415,-0.45147,-0.53922,-0.50575
66198,-0.72543,-0.57089,-0.3063,-0.20857
66223,0.10676,1.16855,-0.76887,2.45097
66330,0.16458,-0.09082,1.04082,-0.93607
66401,0.843,-0.97887,-1.76384,4.66158
66438,-0.20222,-0.61191,-0.40415,-0.53138
66474,-0.45636,-0.04299,-0.59821,-0.61789
66526,0.10177,0.24593,-0.69135,0.743
66580,-0.42732,-0.7724,-0.77148,2.19997
66697,2.39522,-1.61215,0.12959,0.62051
66731,1.59918,-1.65549,0.95952,0.65529
66768,1.69076,0.34076,-1.54359,0.41995
66857,-0.24903,-0.56001,-0.36882,-0.4872
66955,-0.46782,1.54199,0.19343,-0.76344
67014,-0.62925,-0.44298,-0.48665,-0.35088
67121,-0.32156,-1.1525,0.56373,2.27175
67167,2.32847,-0.30644,0.15061,0.34186
67256,0.08563,-0.7195,-0.4882,-0.82974
67292,0.82012,-0.02528,-0.20761,-1.36023
67327,-0.00653,-0.10321,-0.65397,0.5857
67407,1.52142,-0.62442,-1.07253,-0.16908
67470,-0.4311,-0.08849,-0.08677,0.08131
67522,0.48408,-0.19694,-0.39171,-0.30583
67595,-0.91414,-0.44543,0.25384,0.79743
67648,-0.44806,-0.84958,-0.36597,0.02966
67675,0.15876,0.08256,0.33164,-0.00052
67737,0.21446,-0.43688,-0.2902,1.52334
67773,0.31368,-0.51323,0.10454,-0.18994
67835,-0.6639,0.86668,-0.35265,-0.54773
67906,-0.67108,-0.66979,-0.32277,0.21013
67942,-0.68116,-0.10867,0.60758,0.3626
68002,-0.26544,-0.20276,-0.22184,-0.32501
68048,-0.59492,-0.28934,0.9652,-0.45155
68128,-0.33419,0.41185,-0.15069,-0.68563
68182,-0.74579,-0.36161,-0.2066,-0.32743
68253,-0.30703,0.99092,1.7159,-0.24165
68280,-0.17269,-0.66564,0.90851,-0.56775
68324,-0.42729,0.1693,-0.30787,-0.13524
68342,0.41567,-0.41137,-0.45582,0.19434
68404,-0.49162,-0.59522,-0.45026,-0.08905
68431,-0.76045,-0.56732,1.22132,0.79322
68468,1.21815,-0.96166,-0.03411,-0.39941
68529,-0.36065,1.9639,0.23864,-1.38095
68565,0.68032,1.46136,2.12437,2.9793
68627,-0.63322,-0.32175,1.47537,-1.81778
68716,-0.96074,-0.14846,0.29837,0.55516
68789,-0.60969,0.52763,-0.71516,0.37773
68887,-0.65873,0.28776,-0.92813,0.51458
