Siruta,Localitate,Categorie_Max,Categorie_Min
36426,Broscauti,Barbati_45-64,Femei_18-24
36453,Oras Bucecea,Barbati_45-64,Barbati_18-24
36499,Calarasi,Barbati_45-64,Femei_18-24
36532,Concesti,Barbati_45-64,Femei_18-24
36569,Copalau,Barbati_45-64,Femei_18-24
36649,Cordareni,Barbati_45-64,Femei_25-34
36676,Corlateni,Barbati_45-64,Femei_25-34
36756,Corni,Barbati_45-64,Femei_18-24
36809,Cotusca,Barbati_45-64,Femei_18-24
36907,Cristesti,Barbati_45-64,Femei_18-24
36952,Cristinesti,Barbati_45-64,Femei_18-24
37011,Dersca,Barbati_45-64,Femei_18-24
37057,Dangeni,Barbati_45-64,Barbati_18-24
37100,Dobarceni,Barbati_45-64,Barbati_25-34
37173,Draguseni,Barbati_45-64,Femei_18-24
37217,Durnesti,Barbati_45-64,Femei_18-24
37280,Oras Flamanzi,Barbati_45-64,Barbati_18-24
37324,Frumusica,Barbati_45-64,Femei_18-24
37397,George Enescu,Barbati_45-64,Femei_18-24
37459,Gorbanesti,Barbati_45-64,Femei_18-24
37547,Havarna,Barbati_45-64,Barbati_25-34
37618,Hanesti,Barbati_45-64,Femei_18-24
37672,Hiliseu-Horia,Barbati_45-64,Barbati_18-24
37734,Hlipiceni,Barbati_45-64,Femei_25-34
37770,Hudesti,Barbati_45-64,Femei_18-24
37823,Ibanesti,Barbati_45-64,Femei_18-24
37850,Leorda,Barbati_45-64,Femei_18-24
37912,Lunca,Femei_65_,Femei_18-24
37958,Manoleasa,Barbati_45-64,Barbati_18-24
38063,Mihai Eminescu,Barbati_45-64,Femei_18-24
38161,Mihaileni,Barbati_45-64,Femei_18-24
38241,Mihalaseni,Barbati_45-64,Barbati_18-24
38321,Mileanca,Barbati_45-64,Barbati_18-24
38376,Mitoc,Barbati_45-64,Femei_25-34
38456,Nicseni,Barbati_45-64,Barbati_18-24
38492,Paltinis,Barbati_45-64,Femei_25-34
38544,Pomarla,Barbati_45-64,Barbati_18-24
38580,Prajeni,Barbati_45-64,Femei_18-24
38633,Radauti-Prut,Barbati_45-64,Femei_18-24
38679,Rauseni,Barbati_45-64,Barbati_18-24
38731,Ripiceni,Barbati_45-64,Femei_18-24
38811,Roma,Barbati_45-64,Femei_18-24
38848,Romanesti,Barbati_45-64,Femei_25-34
38893,Santa Mare,Barbati_45-64,Femei_18-24
38982,Suharau,Barbati_45-64,Femei_18-24
39051,Sulita,Barbati_45-64,Femei_18-24
39122,Sendriceni,Barbati_45-64,Femei_18-24
39168,Oras Stefanesti,Barbati_45-64,Femei_18-24
39220,Stiubieni,Femei_65_,Femei_18-24
39266,Todireni,Barbati_45-64,Femei_18-24
39328,Trusesti,Barbati_45-64,Femei_25-34
39391,Tudora,Barbati_45-64,Barbati_18-24
39417,Ungureni,Barbati_45-64,Femei_18-24
39532,Unteni,Barbati_45-64,Femei_18-24
39612,Vaculesti,Barbati_45-64,Barbati_18-24
39658,Viisoara,Barbati_45-64,Femei_18-24
39694,Varfu Campului,Barbati_45-64,Barbati_18-24
39738,Vladeni,Barbati_45-64,Femei_18-24
39792,Vlasinesti,Barbati_45-64,Femei_25-34
39836,Vorniceni,Barbati_45-64,Femei_18-24
39872,Vorona,Barbati_45-64,Barbati_18-24
39942,Lozna,Barbati_45-64,Femei_18-24
39959,Dimacheni,Barbati_45-64,Femei_18-24
39967,Candesti,Barbati_45-64,Femei_18-24
39975,Cosula,Barbati_45-64,Barbati_18-24
39983,Blandesti,Barbati_65_,Barbati_18-24
40035,Adaseni,Barbati_45-64,Femei_18-24
40198,Municipiul Brasov,Femei_45-64,Femei_18-24
40214,Oras Ghimbav,Barbati_45-64,Femei_18-24
40241,Municipiul Codlea,Barbati_45-64,Femei_18-24
40278,Municipiul Fagaras,Femei_45-64,Femei_18-24
40303,Oras Predeal,Femei_45-64,Femei_18-24
40367,Oras Rasnov,Barbati_45-64,Barbati_18-24
40394,Oras Rupea,Barbati_45-64,Femei_18-24
40438,Municipiul Sacele,Femei_45-64,Femei_18-24
40465,Oras Victoria,Femei_45-64,Femei_18-24
40492,Oras Zarnesti,Femei_45-64,Femei_18-24
40526,Apata,Barbati_45-64,Femei_18-24
40544,Beclean,Barbati_45-64,Femei_18-24
40606,Bod,Femei_45-64,Femei_18-24
40633,Bran,Femei_45-64,Femei_18-24
40688,Budila,Barbati_45-64,Femei_65_
40704,Bunesti,Femei_45-64,Femei_18-24
40768,Cata,Barbati_45-64,Femei_18-24
40820,Cincu,Barbati_45-64,Femei_18-24
40857,Comana,Barbati_45-64,Barbati_18-24
40900,Cristian,Barbati_45-64,Femei_18-24
40928,Dumbravita,Barbati_45-64,Barbati_18-24
40955,Feldioara,Barbati_45-64,Femei_18-24
40991,Fundata,Barbati_45-64,Femei_18-24
41033,Halchiu,Femei_45-64,Barbati_18-24
41088,Harman,Barbati_45-64,Femei_18-24
41113,Harseni,Barbati_65_,Femei_18-24
41177,Hoghiz,Barbati_45-64,Barbati_18-24
41248,Homorod,Barbati_45-64,Femei_18-24
41284,Jibert,Barbati_45-64,Barbati_18-24
41346,Lisa,Barbati_45-64,Femei_18-24
41382,Maierus,Barbati_45-64,Femei_18-24
41417,Mandra,Barbati_45-64,Femei_18-24
41471,Moieciu,Barbati_45-64,Femei_18-24
41541,Ormenis,Barbati_45-64,Femei_18-24
41578,Parau,Barbati_45-64,Barbati_18-24
41621,Poiana Marului,Barbati_45-64,Femei_18-24
41667,Prejmer,Femei_45-64,Femei_18-24
41701,Racos,Barbati_45-64,Femei_18-24
41738,Recea,Barbati_45-64,Femei_18-24
41818,Sercaia,Barbati_45-64,Femei_18-24
41854,Sinca,Barbati_45-64,Femei_18-24
41925,Sanpetru,Barbati_45-64,Barbati_18-24
41943,Soars,Femei_45-64,Barbati_18-24
42003,Tarlungeni,Barbati_45-64,Barbati_18-24
42058,Teliu,Femei_45-64,Femei_18-24
42076,Ticusu,Barbati_45-64,Femei_18-24
42101,Ucea,Barbati_45-64,Femei_18-24
42156,Ungra,Barbati_45-64,Femei_18-24
42183,Vama Buzaului,Barbati_45-64,Femei_18-24
42236,Vistea,Barbati_45-64,Femei_18-24
42307,Voila,Barbati_45-64,Femei_18-24
42398,Vulcan,Barbati_45-64,Femei_18-24
42449,Sinca Noua,Barbati_45-64,Femei_18-24
42456,Crizbav,Femei_45-64,Barbati_18-24
42464,Sambata De Sus,Barbati_45-64,Femei_18-24
42472,Holbav,Barbati_45-64,Femei_18-24
42480,Dragus,Barbati_45-64,Barbati_18-24
42498,Augustin,Barbati_45-64,Barbati_18-24
42682,Municipiul Braila,Femei_45-64,Femei_18-24
42708,Chiscani,Barbati_45-64,Femei_18-24
42753,Oras Faurei,Barbati_45-64,Femei_18-24
42771,Surdila-Greci,Barbati_45-64,Femei_18-24
42824,Baraganul,Barbati_45-64,Femei_18-24
42842,Bertestii De Jos,Barbati_45-64,Femei_18-24
42913,Bordei Verde,Barbati_45-64,Femei_18-24
42968,Ciocile,Barbati_45-64,Femei_18-24
43019,Ciresu,Barbati_45-64,Femei_18-24
43073,Dudesti,Barbati_45-64,Femei_18-24
43117,Frecatei,Barbati_45-64,Femei_18-24
43180,Galbenu,Barbati_45-64,Barbati_18-24
43242,Gemenele,Barbati_45-64,Barbati_18-24
43279,Gradistea,Barbati_45-64,Barbati_35-44
43313,Gropeni,Barbati_45-64,Femei_18-24
43331,Oras Ianca,Barbati_45-64,Femei_18-24
43411,Oras Insuratei,Barbati_45-64,Femei_18-24
43466,Jirlau,Barbati_45-64,Barbati_18-24
43493,Marasu,Barbati_45-64,Barbati_18-24
43563,Maxineni,Barbati_45-64,Barbati_18-24
43625,Mircea Voda,Barbati_45-64,Barbati_18-24
43652,Movila Miresii,Barbati_45-64,Femei_18-24
43698,Racovita,Barbati_45-64,Femei_18-24
43732,Ramnicelu,Barbati_45-64,Femei_18-24
43787,Romanu,Barbati_45-64,Barbati_25-34
43812,Rosiori,Barbati_45-64,Barbati_18-24
43867,Salcia Tudor,Barbati_45-64,Femei_18-24
43929,Scortaru Nou,Barbati_45-64,Barbati_18-24
43992,Silistea,Barbati_45-64,Barbati_18-24
44060,Stancuta,Barbati_45-64,Femei_18-24
44113,Surdila-Gaiseanca,Barbati_45-64,Femei_18-24
44140,Sutesti,Barbati_45-64,Femei_18-24
44177,Tichilesti,Barbati_45-64,Femei_18-24
44202,Traian,Barbati_45-64,Femei_18-24
44257,Tudor Vladimirescu,Barbati_45-64,Femei_18-24
44300,Tufesti,Barbati_45-64,Femei_18-24
44328,Ulmu,Barbati_45-64,Femei_18-24
44355,Unirea,Barbati_45-64,Femei_18-24
44391,Vadeni,Barbati_45-64,Barbati_18-24
44435,Victoria,Barbati_45-64,Femei_18-24
44462,Visani,Barbati_45-64,Femei_18-24
44505,Viziru,Barbati_45-64,Femei_18-24
44532,Zavoaia,Barbati_45-64,Femei_18-24
44560,Cazasu,Barbati_45-64,Barbati_18-24
44818,Municipiul Buzau,Femei_45-64,Femei_18-24
44845,Municipiul Ramnicu Sarat,Femei_45-64,Femei_18-24
44863,Amaru,Barbati_45-64,Barbati_18-24
44934,Balta Alba,Barbati_45-64,Femei_18-24
44989,Balaceanu,Barbati_45-64,Femei_25-34
45003,Beceni,Femei_45-64,Femei_18-24
45101,Berca,Barbati_45-64,Femei_18-24
45245,Bisoca,Barbati_45-64,Femei_18-24
45334,Blajani,Femei_65_,Femei_18-24
45361,Boldu,Barbati_45-64,Femei_18-24
45389,Bozioru,Barbati_45-64,Femei_25-34
45496,Bradeanu,Barbati_45-64,Femei_18-24
45539,Braesti,Barbati_45-64,Femei_18-24
45619,Breaza,Barbati_45-64,Femei_18-24
45673,Buda,Barbati_45-64,Femei_18-24
45753,Calvini,Barbati_45-64,Femei_18-24
45815,C.a. Rosetti,Barbati_45-64,Femei_18-24
45888,Canesti,Femei_65_,Barbati_18-24
45959,Catina,Barbati_45-64,Femei_18-24
46019,Cernatesti,Barbati_45-64,Femei_18-24
46108,Chiliile,Femei_65_,Femei_18-24
46180,Chiojdu,Barbati_45-64,Femei_18-24
46251,Cilibia,Barbati_45-64,Barbati_18-24
46313,Cislau,Barbati_45-64,Barbati_18-24
46377,Cochirleanca,Barbati_45-64,Femei_25-34
46439,Colti,Barbati_45-64,Femei_25-34
46484,Costesti,Barbati_45-64,Femei_18-24
46554,Cozieni,Barbati_45-64,Femei_18-24
46769,Galbinasi,Barbati_45-64,Femei_18-24
46803,Gheraseni,Barbati_45-64,Femei_25-34
46830,Ghergheasa,Barbati_45-64,Femei_18-24
46867,Glodeanu Sarat,Barbati_45-64,Femei_18-24
46910,Glodeanu-Silistea,Barbati_45-64,Femei_18-24
47006,Grebanu,Barbati_45-64,Femei_18-24
47079,Gura Teghii,Barbati_45-64,Femei_18-24
47159,Largu,Barbati_45-64,Femei_18-24
47186,Lopatari,Barbati_45-64,Femei_18-24
47300,Luciu,Barbati_45-64,Femei_18-24
47337,Magura,Barbati_45-64,Barbati_18-24
47373,Maracineni,Barbati_45-64,Femei_18-24
47417,Margaritesti,Barbati_45-64,Femei_18-24
47453,Merei,Barbati_45-64,Femei_18-24
47578,Mihailesti,Barbati_45-64,Femei_18-24
47630,Manzalesti,Barbati_45-64,Femei_18-24
47774,Movila Banului,Barbati_45-64,Femei_18-24
47818,Murgesti,Femei_65_,Femei_18-24
47854,Naeni,Barbati_45-64,Femei_25-34
47916,Oras Nehoiu,Barbati_45-64,Femei_18-24
48021,Odaile,Barbati_45-64,Femei_25-34
48138,Padina,Barbati_45-64,Femei_25-34
48165,Pardosi,Barbati_65_,Femei_18-24
48227,Panatau,Barbati_45-64,Barbati_18-24
48325,Oras Patarlagele,Barbati_45-64,Femei_18-24
48487,Pietroasele,Barbati_45-64,Femei_18-24
48557,Parscov,Barbati_45-64,Femei_18-24
48682,Podgoria,Barbati_45-64,Femei_18-24
48744,Oras Pogoanele,Barbati_45-64,Femei_18-24
48771,Posta Calnau,Barbati_45-64,Femei_18-24
48842,Puiesti,Barbati_45-64,Femei_25-34
48922,Racoviteni,Barbati_45-64,Femei_35-44
48968,Ramnicelu,Barbati_45-64,Femei_18-24
49019,Robeasca,Femei_65_,Femei_18-24
49046,Rusetu,Barbati_45-64,Femei_18-24
49073,Sageata,Barbati_45-64,Barbati_18-24
49153,Sahateni,Barbati_45-64,Femei_18-24
49206,Sapoca,Barbati_45-64,Femei_18-24
49233,Sarulesti,Barbati_45-64,Femei_18-24
49313,Scortoasa,Barbati_45-64,Femei_18-24
49439,Scutelnici,Barbati_45-64,Femei_18-24
49484,Siriu,Femei_45-64,Femei_18-24
49545,Smeeni,Barbati_45-64,Barbati_18-24
49625,Stalpu,Barbati_45-64,Femei_18-24
49643,Tisau,Barbati_45-64,Barbati_18-24
49769,Topliceni,Barbati_45-64,Femei_18-24
49849,Tintesti,Barbati_45-64,Barbati_18-24
49894,Ulmeni,Barbati_45-64,Femei_18-24
49956,Vadu Pasii,Barbati_45-64,Femei_18-24
50022,Valea Ramnicului,Barbati_45-64,Femei_18-24
50068,Valea Salciei,Barbati_45-64,Barbati_18-24
50102,Vernesti,Barbati_45-64,Femei_18-24
50228,Vintila Voda,Barbati_45-64,Femei_25-34
50326,Viperesti,Barbati_45-64,Femei_18-24
50399,Valcelele,Femei_65_,Femei_18-24
50415,Zarnesti,Barbati_45-64,Femei_18-24
50479,Ziduri,Barbati_45-64,Femei_18-24
50549,Unguriu,Barbati_45-64,Femei_18-24
50564,Florica,Barbati_45-64,Barbati_25-34
50790,Municipiul Resita,Barbati_45-64,Femei_18-24
50889,Oras Anina,Barbati_45-64,Femei_18-24
50923,Oras Baile Herculane,Barbati_45-64,Barbati_18-24
50969,Oras Bocsa,Barbati_45-64,Barbati_18-24
50987,Ocna De Fier,Barbati_45-64,Barbati_18-24
51010,Municipiul Caransebes,Barbati_45-64,Femei_18-24
51056,Oras Moldova Noua,Barbati_45-64,Femei_18-24
51118,Oras Oravita,Barbati_45-64,Femei_18-24
51207,Oras Otelu Rosu,Barbati_45-64,Femei_18-24
51243,Armenis,Barbati_45-64,Barbati_18-24
51305,Bania,Femei_45-64,Femei_18-24
51332,Bautar,Barbati_45-64,Femei_18-24
51387,Berliste,Barbati_45-64,Femei_18-24
51449,Berzasca,Barbati_45-64,Femei_18-24
51500,Berzovia,Barbati_45-64,Femei_18-24
51546,Bolvasnita,Barbati_45-64,Barbati_18-24
51573,Bozovici,Barbati_45-64,Femei_18-24
51626,Brebu,Barbati_45-64,Barbati_18-24
51662,Brebu Nou,Barbati_45-64,Femei_18-24
51699,Buchin,Barbati_45-64,Barbati_18-24
51751,Bucosnita,Barbati_45-64,Femei_18-24
51804,Carasova,Barbati_45-64,Femei_18-24
51840,Carbunari,Barbati_45-64,Femei_18-24
51877,Constantin Daicoviciu,Barbati_45-64,Femei_18-24
51948,Ciclova Romana,Barbati_45-64,Femei_18-24
51984,Ciuchici,Barbati_45-64,Barbati_18-24
52035,Ciudanovita,Barbati_45-64,Barbati_18-24
52062,Copacele,Barbati_45-64,Femei_25-34
52115,Cornea,Barbati_45-64,Femei_25-34
52160,Cornereva,Barbati_45-64,Femei_18-24
52570,Dalboset,Barbati_45-64,Barbati_18-24
52650,Doclin,Barbati_45-64,Femei_18-24
52696,Dognecea,Barbati_45-64,Femei_18-24
52721,Domasnea,Barbati_45-64,Femei_25-34
52758,Ezeris,Barbati_45-64,Femei_18-24
52785,Farliug,Barbati_45-64,Femei_18-24
52856,Forotic,Barbati_45-64,Femei_18-24
52909,Garnic,Barbati_45-64,Femei_18-24
52936,Glimboca,Femei_45-64,Barbati_18-24
52954,Goruia,Barbati_45-64,Femei_18-24
52990,Gradinari,Barbati_45-64,Femei_18-24
53023,Iablanita,Barbati_45-64,Femei_18-24
53069,Lapusnicel,Femei_65_,Femei_18-24
53103,Lapusnicu Mare,Femei_65_,Femei_18-24
53130,Luncavita,Barbati_45-64,Femei_18-24
53167,Lupac,Barbati_45-64,Barbati_18-24
53210,Marga,Barbati_45-64,Femei_18-24
53247,Maureni,Barbati_45-64,Femei_18-24
53274,Mehadia,Barbati_45-64,Femei_18-24
53327,Mehadica,Barbati_65_,Femei_18-24
53345,Naidas,Barbati_45-64,Femei_18-24
53372,Obreja,Barbati_45-64,Femei_18-24
53425,Paltinis,Barbati_45-64,Femei_18-24
53489,Coronini,Barbati_45-64,Femei_18-24
53513,Pojejena,Barbati_45-64,Femei_18-24
53577,Prigor,Barbati_45-64,Femei_18-24
53639,Ramna,Barbati_45-64,Femei_18-24
53675,Racasdia,Barbati_45-64,Barbati_18-24
53700,Eftimie Murgu,Barbati_45-64,Femei_18-24
53728,Rusca Montana,Barbati_45-64,Femei_18-24
53755,Sacu,Barbati_45-64,Barbati_18-24
53791,Sasca Montana,Barbati_45-64,Femei_18-24
53853,Sichevita,Barbati_45-64,Femei_18-24
54056,Slatina-Timis,Barbati_45-64,Barbati_18-24
54109,Socol,Barbati_45-64,Femei_18-24
54163,Sopotu Nou,Barbati_45-64,Femei_18-24
54270,Teregova,Barbati_45-64,Femei_18-24
54305,Ticvaniu Mare,Barbati_45-64,Femei_25-34
54350,Tarnova,Barbati_45-64,Femei_18-24
54387,Toplet,Barbati_45-64,Femei_25-34
54412,Turnu Ruieni,Barbati_45-64,Barbati_18-24
54485,Valiug,Barbati_45-64,Femei_18-24
54500,Varadia,Barbati_45-64,Femei_18-24
54537,Vermes,Barbati_45-64,Barbati_18-24
54573,Vrani,Barbati_45-64,Femei_18-24
54617,Zavoi,Barbati_45-64,Femei_18-24
54699,Zorlentu Mare,Barbati_45-64,Femei_18-24
54975,Municipiul Cluj-Napoca,Femei_45-64,Barbati_18-24
55008,Municipiul Dej,Barbati_45-64,Femei_18-24
55062,Cuzdrioara,Barbati_45-64,Barbati_18-24
55106,Jichisu De Jos,Barbati_45-64,Barbati_18-24
55160,Mica,Barbati_45-64,Femei_18-24
55259,Municipiul Turda,Barbati_45-64,Femei_18-24
55277,Mihai Viteazu,Barbati_45-64,Femei_18-24
55311,Sandulesti,Barbati_45-64,Femei_18-24
55357,Municipiul Campia Turzii,Barbati_45-64,Barbati_18-24
55384,Municipiul Gherla,Barbati_45-64,Femei_18-24
55446,Oras Huedin,Femei_45-64,Femei_18-24
55473,Aghiresu,Barbati_45-64,Femei_18-24
55598,Aiton,Barbati_45-64,Femei_18-24
55623,Alunis,Barbati_45-64,Femei_25-34
55687,Apahida,Barbati_45-64,Femei_18-24
55776,Aschileu,Barbati_45-64,Femei_18-24
55838,Baciu,Barbati_45-64,Femei_18-24
55918,Baisoara,Barbati_45-64,Barbati_18-24
56014,Belis,Barbati_45-64,Barbati_18-24
56096,Bobalna,Barbati_45-64,Barbati_25-34
56210,Bontida,Barbati_45-64,Femei_18-24
56265,Borsa,Barbati_45-64,Barbati_18-24
56327,Buza,Barbati_45-64,Femei_25-34
56354,Caianu,Barbati_45-64,Barbati_18-24
56425,Calarasi,Barbati_45-64,Femei_18-24
56461,Calatele,Barbati_45-64,Femei_18-24
56522,Camarasu,Barbati_45-64,Femei_18-24
56568,Capusu Mare,Barbati_45-64,Barbati_18-24
56666,Caseiu,Barbati_45-64,Femei_18-24
56773,Catina,Barbati_45-64,Femei_18-24
56844,Ceanu Mare,Barbati_45-64,Femei_18-24
56988,Chinteni,Barbati_45-64,Barbati_18-24
57083,Chiuiesti,Barbati_45-64,Femei_18-24
57163,Ciucea,Barbati_45-64,Barbati_18-24
57225,Ciurila,Barbati_45-64,Barbati_18-24
57314,Catcau,Barbati_45-64,Femei_18-24
57350,Cojocna,Barbati_45-64,Femei_18-24
57449,Cornesti,Barbati_45-64,Barbati_18-24
57546,Dabaca,Barbati_45-64,Barbati_18-24
57582,Feleacu,Barbati_45-64,Femei_18-24
57644,Fizesu Gherlii,Barbati_45-64,Femei_18-24
57706,Floresti,Barbati_35-44,Barbati_18-24
57742,Frata,Barbati_45-64,Femei_18-24
57831,Geaca,Barbati_45-64,Femei_18-24
57902,Gilau,Barbati_45-64,Femei_18-24
57948,Garbau,Barbati_45-64,Femei_18-24
58008,Iara,Barbati_45-64,Femei_18-24
58142,Iclod,Barbati_45-64,Femei_25-34
58204,Izvoru Crisului,Femei_45-64,Femei_18-24
58259,Jucu,Barbati_45-64,Femei_18-24
58311,Luna,Barbati_45-64,Femei_18-24
58357,Maguri-Racatau,Barbati_45-64,Femei_65_
58393,Manastireni,Barbati_45-64,Femei_25-34
58464,Margau,Barbati_45-64,Barbati_18-24
58534,Marisel,Barbati_45-64,Femei_18-24
58552,Mintiu Gherlii,Barbati_45-64,Barbati_18-24
58623,Mociu,Barbati_45-64,Femei_18-24
58721,Moldovenesti,Barbati_45-64,Femei_18-24
58794,Palatca,Barbati_45-64,Femei_18-24
58856,Panticeu,Barbati_45-64,Barbati_18-24
58918,Petrestii De Jos,Barbati_45-64,Barbati_18-24
58990,Ploscos,Barbati_45-64,Femei_18-24
59041,Poieni,Barbati_45-64,Femei_18-24
59130,Recea-Cristur,Barbati_45-64,Femei_18-24
59238,Risca,Femei_45-64,Barbati_18-24
59283,Sacuieu,Barbati_45-64,Femei_18-24
59327,Savadisla,Barbati_45-64,Barbati_18-24
59416,Sic,Barbati_45-64,Femei_18-24
59434,Sancraiu,Barbati_45-64,Femei_18-24
59498,Sanmartin,Femei_65_,Femei_18-24
59586,Sanpaul,Barbati_45-64,Femei_18-24
59657,Suatu,Barbati_45-64,Femei_18-24
59693,Tritenii De Jos,Barbati_45-64,Femei_18-24
59764,Tureni,Barbati_45-64,Femei_18-24
59826,Taga,Barbati_45-64,Barbati_18-24
59880,Unguras,Barbati_45-64,Femei_18-24
59942,Vad,Femei_65_,Barbati_18-24
60026,Valea Ierii,Barbati_45-64,Barbati_18-24
60062,Viisoara,Barbati_45-64,Femei_18-24
60099,Vultureni,Barbati_45-64,Femei_18-24
60169,Negreni,Barbati_45-64,Femei_18-24
60419,Municipiul Constanta,Femei_45-64,Femei_18-24
60455,Oras Eforie,Femei_45-64,Femei_18-24
60482,Municipiul Mangalia,Femei_45-64,Femei_18-24
60507,Oras Navodari,Femei_45-64,Femei_18-24
60534,Oras Techirghiol,Femei_45-64,Femei_18-24
60570,Agigea,Barbati_45-64,Femei_18-24
60598,2020-08-23 00:00:00,Barbati_45-64,Femei_18-24
60632,Limanu,Barbati_45-64,Barbati_18-24
60687,Oras Ovidiu,Barbati_45-64,Femei_18-24
60721,Tuzla,Barbati_45-64,Barbati_18-24
60776,Oras Cernavoda,Barbati_45-64,Femei_18-24
60801,Oras Harsova,Femei_45-64,Femei_18-24
60847,Municipiul Medgidia,Femei_45-64,Femei_18-24
60883,Adamclisi,Barbati_45-64,Femei_18-24
60945,Albesti,Barbati_45-64,Barbati_18-24
61005,Aliman,Barbati_45-64,Femei_18-24
61069,Oras Baneasa,Barbati_45-64,Femei_18-24
61121,Castelu,Barbati_45-64,Femei_18-24
61167,Cerchezu,Barbati_45-64,Femei_18-24
61210,Chirnogeni,Barbati_45-64,Femei_18-24
61256,Ciobanu,Barbati_45-64,Barbati_18-24
61283,Ciocarlia,Barbati_45-64,Barbati_18-24
61318,Cobadin,Barbati_45-64,Barbati_18-24
61372,Cogealac,Barbati_45-64,Femei_18-24
61452,Comana,Barbati_45-64,Femei_18-24
61513,Corbu,Barbati_45-64,Femei_18-24
61559,Crucea,Barbati_45-64,Femei_18-24
61620,Cumpana,Barbati_45-64,Barbati_18-24
61675,Deleni,Barbati_45-64,Femei_18-24
61737,Dobromir,Barbati_45-64,Barbati_18-24
61808,Garliciu,Barbati_45-64,Femei_18-24
61826,Ghindaresti,Barbati_45-64,Femei_18-24
61871,Independenta,Barbati_45-64,Femei_18-24
61951,Ion Corvin,Barbati_45-64,Femei_18-24
62020,Istria,Barbati_45-64,Femei_18-24
62057,Lipnita,Barbati_45-64,Barbati_18-24
62137,Mereni,Barbati_45-64,Barbati_18-24
62191,Mihail Kogalniceanu,Barbati_45-64,Femei_18-24
62253,Mihai Viteazu,Barbati_45-64,Femei_18-24
62280,Mircea Voda,Barbati_45-64,Femei_18-24
62360,Oras Murfatlar,Barbati_45-64,Femei_18-24
62397,Oras Negru Voda,Barbati_45-64,Femei_18-24
62440,Nicolae Balcescu,Barbati_45-64,Femei_18-24
62486,Oltina,Barbati_45-64,Femei_18-24
62538,Ostrov,Barbati_45-64,Femei_18-24
62609,Pantelimon,Barbati_45-64,Femei_18-24
62672,Pecineaga,Barbati_45-64,Barbati_18-24
62707,Pestera,Barbati_45-64,Barbati_18-24
62761,Poarta Alba,Barbati_45-64,Femei_18-24
62798,Rasova,Barbati_45-64,Barbati_18-24
62823,Saraiu,Barbati_45-64,Femei_18-24
62878,Sacele,Barbati_45-64,Barbati_18-24
62903,Seimeni,Barbati_45-64,Barbati_18-24
62949,Silistea,Barbati_45-64,Barbati_18-24
62985,Targusor,Barbati_45-64,Barbati_18-24
63045,Topalu,Femei_45-64,Femei_18-24
63072,Topraisar,Barbati_45-64,Femei_18-24
63125,Valu Lui Traian,Barbati_45-64,Barbati_18-24
63152,Lumina,Barbati_45-64,Femei_18-24
63161,Dumbraveni,Barbati_45-64,Femei_18-24
63170,Vulturu,Barbati_45-64,Barbati_18-24
63189,Tortoman,Barbati_45-64,Femei_18-24
63198,Amzacea,Barbati_45-64,Femei_18-24
63278,Horia,Barbati_45-64,Barbati_18-24
63286,Costinesti,Barbati_45-64,Femei_18-24
63294,Baraganu,Femei_45-64,Femei_18-24
63300,Cuza Voda,Barbati_45-64,Barbati_18-24
63318,Saligny,Barbati_45-64,Femei_18-24
63326,Gradina,Barbati_45-64,Femei_18-24
63334,Fantanele,Barbati_45-64,Femei_18-24
63394,Municipiul Sfantu Gheorghe,Femei_45-64,Femei_18-24
63447,Oras Baraolt,Femei_45-64,Femei_18-24
63526,Oras Covasna,Femei_45-64,Femei_18-24
63553,Comandau,Femei_45-64,Barbati_18-24
63580,Oras Intorsura Buzaului,Barbati_45-64,Femei_18-24
63633,Barcani,Barbati_45-64,Barbati_18-24
63688,Sita Buzaului,Barbati_45-64,Barbati_18-24
63740,Municipiul Targu Secuiesc,Femei_45-64,Barbati_18-24
63777,Aita Mare,Femei_45-64,Barbati_18-24
63802,Batani,Barbati_45-64,Femei_18-24
63866,Belin,Barbati_45-64,Femei_18-24
63893,Bodoc,Barbati_45-64,Femei_18-24
63937,Borosneu Mare,Barbati_45-64,Barbati_18-24
64005,Brates,Femei_45-64,Barbati_18-24
64041,Bradut,Femei_45-64,Femei_18-24
64096,Bretcu,Barbati_45-64,Femei_18-24
64130,Catalina,Barbati_45-64,Barbati_18-24
64194,Cernat,Femei_45-64,Barbati_18-24
64238,Chichis,Barbati_45-64,Femei_18-24
64265,Dobarlau,Barbati_45-64,Femei_18-24
64318,Ghelinta,Barbati_45-64,Femei_18-24
64345,Ghidfalau,Barbati_45-64,Femei_18-24
64390,Haghig,Barbati_65_,Barbati_18-24
64425,Ilieni,Barbati_45-64,Barbati_18-24
64461,Lemnia,Femei_65_,Barbati_18-24
64504,Malnas,Femei_45-64,Barbati_18-24
64568,Moacsa,Barbati_45-64,Barbati_18-24
64602,Ojdula,Femei_45-64,Barbati_18-24
64639,Ozun,Barbati_45-64,Femei_18-24
64719,Poian,Barbati_45-64,Barbati_18-24
64773,Reci,Femei_45-64,Femei_18-24
64826,Sanzieni,Femei_45-64,Femei_18-24
64871,Turia,Femei_45-64,Barbati_18-24
64906,Valea Crisului,Femei_45-64,Femei_18-24
64942,Valcele,Barbati_45-64,Femei_18-24
64997,Varghis,Barbati_45-64,Barbati_18-24
65011,Zagon,Barbati_45-64,Barbati_18-24
65048,Zabala,Barbati_45-64,Femei_18-24
65099,Valea Mare,Barbati_45-64,Femei_18-24
65105,Mereni,Barbati_45-64,Barbati_18-24
