Siruta,Localitate,Categorie_Max,Categorie_Min
94795,Vladeni,Barbati_45-64,Barbati_18-24
95060,Municipiul Iasi,Femei_45-64,Femei_18-24
95088,Barnova,Barbati_45-64,Femei_18-24
95159,Holboca,Barbati_45-64,Barbati_18-24
95239,Rediu,Barbati_45-64,Femei_18-24
95293,Tomesti,Barbati_45-64,Femei_18-24
95355,Oras Harlau,Barbati_45-64,Femei_18-24
95391,Municipiul Pascani,Barbati_45-64,Femei_18-24
95471,Oras Targu Frumos,Barbati_45-64,Femei_18-24
95499,Ion Neculce,Barbati_45-64,Femei_25-34
95612,Alexandru I. Cuza,Barbati_45-64,Femei_18-24
95667,Andrieseni,Barbati_45-64,Femei_18-24
95747,Aroneanu,Barbati_45-64,Femei_18-24
95792,Baltati,Barbati_45-64,Femei_18-24
95872,Belcesti,Barbati_45-64,Femei_25-34
95943,Bivolari,Barbati_45-64,Femei_25-34
96003,Ungheni,Barbati_45-64,Femei_18-24
96058,Braesti,Barbati_45-64,Femei_18-24
96110,Butea,Barbati_45-64,Barbati_18-24
96147,Ceplenita,Barbati_45-64,Femei_18-24
96192,Ciortesti,Barbati_45-64,Barbati_18-24
96254,Ciurea,Barbati_45-64,Femei_18-24
96334,Coarnele Caprei,Barbati_45-64,Barbati_25-34
96370,Comarna,Barbati_45-64,Femei_18-24
96423,Costuleni,Barbati_45-64,Barbati_18-24
96478,Cotnari,Barbati_45-64,Femei_18-24
96593,Cozmesti,Barbati_45-64,Femei_25-34
96637,Cristesti,Barbati_45-64,Femei_25-34
96664,Cucuteni,Barbati_45-64,Femei_18-24
96717,Dagata,Barbati_45-64,Femei_18-24
96815,Deleni,Femei_45-64,Barbati_18-24
96888,Dobrovat,Barbati_45-64,Femei_18-24
96904,Dolhesti,Barbati_45-64,Barbati_18-24
96940,Dumesti,Barbati_45-64,Barbati_18-24
97009,Erbiceni,Barbati_45-64,Barbati_18-24
97063,Focuri,Barbati_45-64,Femei_18-24
97090,Golaiesti,Barbati_45-64,Femei_18-24
97189,Gorban,Barbati_45-64,Femei_25-34
97241,Grajduri,Barbati_45-64,Femei_18-24
97321,Gropnita,Barbati_45-64,Femei_18-24
97394,Grozesti,Barbati_45-64,Femei_18-24
97438,Halaucesti,Barbati_45-64,Femei_25-34
97465,Helesteni,Barbati_45-64,Barbati_25-34
97517,Horlesti,Barbati_45-64,Barbati_18-24
97553,Ipatele,Barbati_45-64,Femei_18-24
97606,Lespezi,Barbati_45-64,Femei_18-24
97679,Letcani,Barbati_45-64,Femei_18-24
97722,Lungani,Barbati_45-64,Femei_18-24
97777,Madarjac,Barbati_45-64,Femei_18-24
97811,Mircesti,Barbati_45-64,Barbati_25-34
97875,Mironeasa,Barbati_45-64,Femei_18-24
97919,Miroslava,Barbati_45-64,Barbati_18-24
98051,Miroslovesti,Barbati_45-64,Femei_18-24
98113,Mogosesti,Barbati_45-64,Femei_18-24
98168,Mogosesti-Siret,Barbati_45-64,Femei_18-24
98202,Mosna,Barbati_45-64,Femei_18-24
98220,Motca,Barbati_45-64,Femei_25-34
98257,Movileni,Barbati_45-64,Femei_18-24
98300,Oteleni,Barbati_45-64,Barbati_18-24
98337,Plugari,Barbati_45-64,Barbati_18-24
98373,Oras Podu Iloaiei,Barbati_45-64,Femei_18-24
98435,Popesti,Barbati_45-64,Barbati_18-24
98505,Popricani,Barbati_45-64,Femei_18-24
98603,Prisacani,Barbati_45-64,Barbati_18-24
98649,Probota,Barbati_45-64,Femei_18-24
98685,Raducaneni,Barbati_45-64,Barbati_25-34
98738,Romanesti,Barbati_45-64,Femei_25-34
98774,Ruginoasa,Barbati_45-64,Femei_18-24
98827,Schitu Duca,Barbati_45-64,Femei_18-24
98916,Scanteia,Barbati_45-64,Femei_18-24
98998,Scobinti,Barbati_45-64,Femei_18-24
99058,Sinesti,Barbati_45-64,Barbati_18-24
99101,Siretel,Barbati_45-64,Barbati_18-24
99165,Stolniceni-Prajescu,Barbati_45-64,Femei_18-24
99209,Strunga,Barbati_45-64,Femei_18-24
99290,Scheia,Barbati_45-64,Femei_18-24
99370,Sipote,Barbati_45-64,Femei_25-34
99441,Tansa,Barbati_45-64,Femei_25-34
99478,Tatarusi,Barbati_45-64,Femei_18-24
99539,Todiresti,Barbati_45-64,Femei_25-34
99600,Trifesti,Barbati_45-64,Barbati_18-24
99673,Tibana,Barbati_45-64,Femei_18-24
99780,Tibanesti,Barbati_45-64,Femei_18-24
99879,Tiganasi,Barbati_45-64,Femei_18-24
99922,Tutora,Barbati_45-64,Barbati_18-24
99968,Valea Seaca,Barbati_45-64,Femei_18-24
100004,Victoria,Barbati_45-64,Femei_18-24
100086,Vanatori,Barbati_45-64,Femei_25-34
100148,Vladeni,Barbati_45-64,Barbati_18-24
100219,Voinesti,Barbati_45-64,Femei_18-24
100273,Bals,Barbati_45-64,Barbati_18-24
100282,Costesti,Barbati_45-64,Barbati_18-24
100308,Draguseni,Barbati_45-64,Femei_25-34
100317,Fantanele,Barbati_45-64,Femei_18-24
100326,Harmanesti,Barbati_45-64,Barbati_18-24
100335,Rachiteni,Barbati_45-64,Femei_18-24
100344,Roscani,Barbati_45-64,Femei_18-24
100353,Valea Lupului,Barbati_35-44,Barbati_18-24
100362,Ciohorani,Barbati_45-64,Femei_25-34
100521,Municipiul Giurgiu,Barbati_45-64,Femei_18-24
100549,Slobozia,Barbati_45-64,Barbati_18-24
100576,Oras Buftea,Femei_45-64,Femei_18-24
100610,Municipiul Oltenita,Barbati_45-64,Femei_18-24
100638,Mitreni,Barbati_45-64,Femei_18-24
100683,Municipiul Urziceni,Barbati_45-64,Femei_18-24
100709,Ciocarlia,Barbati_45-64,Barbati_18-24
100736,Manasia,Barbati_45-64,Barbati_18-24
100754,Adancata,Barbati_45-64,Femei_18-24
100781,Adunatii-Copaceni,Barbati_45-64,Femei_18-24
100834,Afumati,Barbati_45-64,Femei_18-24
100852,Alexeni,Barbati_45-64,Femei_18-24
100870,Armasesti,Barbati_45-64,Femei_18-24
100923,Axintele,Barbati_45-64,Femei_18-24
100969,Balotesti,Barbati_45-64,Femei_18-24
101001,Baneasa,Barbati_45-64,Femei_18-24
101056,Barcanesti,Barbati_45-64,Femei_18-24
101083,Belciugatele,Barbati_45-64,Barbati_18-24
101145,Berceni,Barbati_45-64,Femei_18-24
101163,Bolintin-Deal,Barbati_45-64,Femei_18-24
101190,Oras Bolintin-Vale,Barbati_45-64,Femei_18-24
101243,Brazii,Barbati_45-64,Femei_18-24
101298,Branesti,Barbati_45-64,Femei_18-24
101341,Brezoaele,Barbati_45-64,Femei_18-24
101378,Bucsani,Barbati_45-64,Femei_18-24
101458,Oras Budesti,Barbati_45-64,Femei_18-24
101519,Bulbucata,Barbati_45-64,Barbati_18-24
101564,Butimanu,Barbati_45-64,Femei_18-24
101617,Buturugeni,Barbati_45-64,Femei_18-24
101662,Calugareni,Barbati_45-64,Femei_18-24
101724,Cascioarele,Barbati_45-64,Femei_25-34
101742,Cernica,Barbati_45-64,Femei_18-24
101804,Chirnogi,Barbati_45-64,Femei_18-24
101822,Chiselet,Barbati_45-64,Barbati_18-24
101840,Ciocanesti,Barbati_45-64,Femei_18-24
101902,Ciolpani,Barbati_45-64,Femei_18-24
101957,Ciorogarla,Barbati_45-64,Femei_18-24
101984,Clejani,Barbati_45-64,Femei_18-24
102035,Clinceni,Barbati_45-64,Femei_18-24
102071,Colibasi,Barbati_45-64,Femei_18-24
102106,Comana,Barbati_45-64,Barbati_18-24
102160,Corbeanca,Barbati_45-64,Femei_18-24
102213,Cornetu,Barbati_45-64,Femei_18-24
102240,Cosereni,Barbati_45-64,Femei_25-34
102286,Crevedia,Barbati_45-64,Femei_18-24
102348,Crevedia Mare,Barbati_45-64,Femei_18-24
102419,Curcani,Barbati_45-64,Barbati_18-24
102446,Daia,Barbati_45-64,Femei_18-24
102473,Dascalu,Barbati_45-64,Femei_18-24
102525,Darasti-Ilfov,Barbati_45-64,Femei_18-24
102543,1 Decembrie,Barbati_45-64,Femei_18-24
102570,Domnesti,Barbati_45-64,Femei_18-24
102605,Dragomiresti-Vale,Barbati_45-64,Barbati_18-24
102641,Dragoesti,Barbati_45-64,Femei_18-24
102703,Dridu,Barbati_45-64,Femei_18-24
102749,Oras Fierbinti-Targ,Barbati_45-64,Femei_18-24
102794,Floresti-Stoenesti,Barbati_45-64,Femei_18-24
102838,Frasinet,Barbati_45-64,Femei_18-24
102909,Fratesti,Barbati_45-64,Femei_18-24
102945,Frumusani,Barbati_45-64,Femei_18-24
103014,Fundeni,Barbati_45-64,Barbati_18-24
103032,Oras Fundulea,Barbati_45-64,Femei_18-24
103087,Gaiseni,Barbati_45-64,Femei_18-24
103130,Ganeasa,Barbati_45-64,Femei_18-24
103194,Gaujani,Barbati_45-64,Femei_18-24
103238,Ghimpati,Femei_65_,Femei_18-24
103283,Garbovi,Barbati_45-64,Barbati_18-24
103309,Gogosari,Barbati_45-64,Femei_18-24
103354,Gostinu,Femei_65_,Femei_18-24
103372,Gostinari,Barbati_45-64,Femei_18-24
103407,Gradinari,Barbati_45-64,Femei_18-24
103443,Gradistea,Barbati_45-64,Femei_18-24
103470,Greaca,Barbati_45-64,Femei_18-24
103513,Gruiu,Barbati_45-64,Femei_18-24
103568,Gurbanesti,Barbati_45-64,Femei_25-34
103639,Hotarele,Barbati_45-64,Femei_18-24
103693,Iepuresti,Barbati_45-64,Femei_18-24
103764,Ileana,Barbati_45-64,Femei_18-24
103862,Ion Roata,Barbati_45-64,Femei_18-24
103899,Izvoarele,Barbati_45-64,Femei_18-24
103960,Jilavele,Barbati_45-64,Barbati_18-24
103997,Joita,Barbati_45-64,Femei_18-24
104047,Letca Noua,Barbati_45-64,Femei_18-24
104083,Luica,Barbati_45-64,Barbati_18-24
104118,Mihai Bravu,Femei_45-64,Femei_18-24
104136,Oras Mihailesti,Barbati_45-64,Femei_18-24
104181,Manastirea,Barbati_45-64,Femei_18-24
104225,Marsa,Barbati_45-64,Femei_18-24
104243,Moara Vlasiei,Barbati_45-64,Femei_18-24
104270,Movilita,Barbati_45-64,Femei_65_
104323,Nana,Barbati_45-64,Femei_25-34
104341,Nicolae Balcescu,Barbati_45-64,Femei_18-24
104387,Niculesti,Barbati_45-64,Femei_18-24
104421,Nuci,Barbati_45-64,Femei_18-24
104485,Ogrezeni,Barbati_45-64,Femei_18-24
104519,Oinacu,Barbati_45-64,Femei_18-24
104546,Peris,Barbati_45-64,Barbati_18-24
104582,Petrachioaia,Barbati_45-64,Barbati_18-24
104635,Plataresti,Barbati_45-64,Femei_18-24
104680,Prundu,Barbati_45-64,Femei_18-24
104715,Putineiu,Femei_45-64,Femei_18-24
104751,Radovanu,Barbati_45-64,Femei_18-24
104788,Rasuceni,Femei_65_,Barbati_18-24
104831,Roata De Jos,Barbati_45-64,Femei_18-24
104886,Sarulesti,Barbati_45-64,Femei_18-24
104975,Schitu,Barbati_45-64,Barbati_18-24
105026,Sinesti,Barbati_45-64,Femei_18-24
105106,Singureni,Barbati_45-64,Femei_18-24
105142,Slobozia Moara,Barbati_45-64,Femei_18-24
105160,Snagov,Barbati_45-64,Femei_18-24
105222,Sohatu,Barbati_45-64,Femei_18-24
105259,Spantov,Barbati_45-64,Femei_18-24
105295,Stanesti,Barbati_45-64,Femei_18-24
105348,Stoenesti,Barbati_45-64,Femei_18-24
105384,Soldanu,Barbati_45-64,Femei_18-24
105419,Stefanestii De Jos,Barbati_45-64,Femei_18-24
105455,Tamadau Mare,Barbati_45-64,Femei_18-24
105534,Tartasesti,Barbati_45-64,Femei_18-24
105570,Tunari,Barbati_45-64,Femei_18-24
105605,Ulmeni,Barbati_45-64,Femei_18-24
105623,Ulmi,Barbati_45-64,Barbati_18-24
105712,Valea Argovei,Barbati_45-64,Femei_25-34
105776,Valea Dragului,Barbati_45-64,Femei_18-24
105794,Valea Macrisului,Barbati_65_,Barbati_18-24
105829,Vasilati,Barbati_45-64,Femei_18-24
105874,Varasti,Barbati_45-64,Femei_18-24
105909,Vedea,Barbati_45-64,Femei_18-24
105936,Vidra,Barbati_45-64,Femei_18-24
105972,Vanatorii Mici,Barbati_45-64,Femei_18-24
106318,Municipiul Baia Mare,Femei_45-64,Femei_18-24
106363,Grosi,Barbati_45-64,Femei_18-24
106407,Recea,Barbati_45-64,Femei_18-24
106461,Oras Tautii-Magheraus,Barbati_45-64,Femei_18-24
106559,Municipiul Sighetu Marmatiei,Barbati_45-64,Femei_18-24
106620,Sarasau,Barbati_45-64,Femei_18-24
106648,Vadu Izei,Barbati_45-64,Femei_18-24
106684,Oras Baia Sprie,Barbati_45-64,Femei_18-24
106746,Oras Borsa,Barbati_45-64,Femei_18-24
106782,Oras Cavnic,Barbati_45-64,Barbati_18-24
106817,Oras Targu Lapus,Barbati_45-64,Femei_18-24
106979,Oras Viseu De Sus,Barbati_45-64,Barbati_18-24
107001,Ardusat,Barbati_45-64,Femei_18-24
107047,Arinis,Femei_45-64,Femei_18-24
107083,Asuaju De Sus,Barbati_45-64,Femei_18-24
107118,Baita De Sub Codru,Barbati_45-64,Femei_18-24
107154,Baiut,Barbati_45-64,Femei_18-24
107190,Basesti,Barbati_45-64,Femei_18-24
107234,Bicaz,Barbati_45-64,Femei_18-24
107270,Bistra,Barbati_45-64,Femei_18-24
107314,Barsana,Barbati_45-64,Femei_18-24
107350,Bocicoiu Mare,Barbati_45-64,Femei_18-24
107403,Bogdan Voda,Barbati_65_,Femei_18-24
107430,Boiu Mare,Barbati_45-64,Femei_18-24
107485,Botiza,Barbati_45-64,Barbati_25-34
107519,Budesti,Barbati_45-64,Barbati_18-24
107546,Calinesti,Barbati_45-64,Barbati_18-24
107582,Cernesti,Barbati_45-64,Femei_25-34
107662,Cicarlau,Barbati_45-64,Femei_18-24
107715,Campulung La Tisa,Barbati_45-64,Barbati_18-24
107733,Copalnic-Manastur,Barbati_45-64,Femei_18-24
107868,Coroieni,Barbati_45-64,Femei_18-24
107920,Cupseni,Barbati_45-64,Femei_18-24
107975,Desesti,Femei_45-64,Femei_18-24
108017,Oras Dragomiresti,Barbati_45-64,Femei_18-24
108035,Dumbravita,Barbati_45-64,Barbati_18-24
108106,Farcasa,Barbati_45-64,Barbati_18-24
108151,Giulesti,Barbati_45-64,Femei_18-24
108204,Ieud,Barbati_45-64,Barbati_18-24
108222,Lapus,Barbati_45-64,Barbati_18-24
108240,Leordina,Barbati_45-64,Barbati_18-24
108268,Miresu Mare,Barbati_45-64,Barbati_18-24
108348,Moisei,Barbati_45-64,Femei_18-24
108366,Oarta De Jos,Barbati_45-64,Barbati_18-24
108400,Ocna Sugatag,Barbati_45-64,Barbati_18-24
108455,Petrova,Barbati_45-64,Barbati_18-24
108473,Poienile De Sub Munte,Barbati_45-64,Barbati_18-24
108491,Remetea Chioarului,Barbati_45-64,Femei_18-24
108552,Remeti,Barbati_45-64,Barbati_18-24
108598,Repedea,Barbati_45-64,Barbati_18-24
108614,Rona De Jos,Barbati_45-64,Femei_18-24
108632,Rona De Sus,Barbati_45-64,Femei_18-24
108669,Rozavlea,Barbati_45-64,Barbati_18-24
108696,Ruscova,Barbati_45-64,Barbati_18-24
108712,Satulung,Barbati_45-64,Femei_18-24
108794,Sacalaseni,Barbati_45-64,Femei_18-24
108874,Sacel,Barbati_45-64,Femei_18-24
108892,Oras Salistea De Sus,Barbati_45-64,Femei_18-24
108918,Salsig,Barbati_45-64,Femei_18-24
108945,Sapanta,Barbati_45-64,Barbati_18-24
108963,Oras Seini,Barbati_45-64,Femei_18-24
109005,Stramtura,Barbati_45-64,Barbati_18-24
109041,Suciu De Sus,Barbati_45-64,Femei_18-24
109096,Sisesti,Barbati_45-64,Barbati_18-24
109176,Oras Somcuta Mare,Barbati_45-64,Femei_18-24
109265,Oras Ulmeni,Femei_45-64,Femei_18-24
109354,Valea Chioarului,Barbati_45-64,Femei_18-24
109425,Vima Mica,Barbati_45-64,Femei_25-34
109504,Viseu De Jos,Barbati_45-64,Femei_18-24
109773,Municipiul Drobeta-Turnu Severin,Femei_45-64,Femei_18-24
109826,Simian,Barbati_45-64,Femei_18-24
109924,Oras Baia De Arama,Barbati_45-64,Femei_18-24
110027,Obarsia-Closani,Barbati_45-64,Barbati_18-24
110063,Municipiul Orsova,Barbati_45-64,Barbati_18-24
110116,Oras Strehaia,Barbati_45-64,Femei_18-24
110232,Oras Vanju Mare,Barbati_45-64,Femei_18-24
110296,Bala,Barbati_45-64,Femei_18-24
110456,Balta,Femei_45-64,Barbati_18-24
110535,Balacita,Barbati_45-64,Femei_18-24
110571,Bacles,Femei_65_,Femei_18-24
110688,Balvanesti,Barbati_45-64,Femei_18-24
110740,Breznita-Motru,Barbati_45-64,Barbati_18-24
110820,Breznita-Ocol,Barbati_45-64,Femei_18-24
110875,Brosteni,Barbati_45-64,Femei_18-24
110946,Burila Mare,Barbati_45-64,Femei_18-24
111006,Butoiesti,Barbati_45-64,Femei_18-24
111097,Cazanesti,Barbati_45-64,Femei_18-24
111220,Ciresu,Barbati_45-64,Femei_18-24
111275,Corcova,Barbati_45-64,Femei_18-24
111417,Corlatel,Barbati_45-64,Barbati_25-34
111444,Cujmir,Barbati_45-64,Femei_18-24
111480,Devesel,Barbati_45-64,Barbati_18-24
111550,Darvari,Barbati_45-64,Femei_18-24
111587,Dumbrava,Barbati_45-64,Barbati_18-24
111685,Floresti,Barbati_45-64,Femei_18-24
111783,Garla Mare,Barbati_45-64,Femei_18-24
111818,Godeanu,Barbati_45-64,Barbati_18-24
111863,Gogosu,Barbati_45-64,Femei_18-24
111916,Greci,Barbati_45-64,Femei_18-24
111989,Grozesti,Barbati_45-64,Femei_18-24
112030,Gruia,Barbati_45-64,Barbati_18-24
112076,Hinova,Barbati_45-64,Femei_18-24
112129,Husnicioara,Barbati_45-64,Femei_18-24
112245,Eselnita,Barbati_45-64,Barbati_18-24
112263,Ilovat,Barbati_45-64,Femei_18-24
112334,Ilovita,Barbati_45-64,Barbati_18-24
112370,Isverna,Barbati_45-64,Barbati_18-24
112469,Izvoru Barzii,Barbati_45-64,Femei_18-24
112548,Jiana,Barbati_45-64,Femei_18-24
112600,Livezile,Barbati_45-64,Femei_18-24
112664,Malovat,Barbati_45-64,Barbati_18-24
112744,Obarsia De Camp,Barbati_45-64,Femei_18-24
112771,Oprisor,Barbati_45-64,Femei_18-24
112806,Padina,Barbati_45-64,Femei_18-24
112879,Patulele,Barbati_45-64,Femei_18-24
112904,Dubova,Barbati_45-64,Femei_18-24
112959,Podeni,Barbati_45-64,Barbati_18-24
112995,Ponoarele,Barbati_45-64,Femei_18-24
113153,Poroina Mare,Barbati_45-64,Femei_18-24
113206,Pristol,Femei_65_,Femei_18-24
113233,Prunisor,Barbati_45-64,Femei_18-24
113395,Punghina,Barbati_45-64,Barbati_18-24
113466,Rogova,Barbati_45-64,Barbati_18-24
113493,Salcia,Barbati_45-64,Femei_18-24
113518,Stangaceaua,Barbati_45-64,Femei_18-24
113607,Svinita,Barbati_45-64,Femei_18-24
113625,Sisesti,Barbati_45-64,Barbati_18-24
113698,Sovarna,Barbati_45-64,Femei_18-24
113732,Tamna,Barbati_45-64,Barbati_18-24
113849,Vanatori,Barbati_45-64,Femei_25-34
113894,Vanjulet,Barbati_45-64,Femei_18-24
113929,Vladaia,Barbati_45-64,Femei_18-24
113974,Voloiac,Barbati_45-64,Barbati_18-24
114060,Branistea,Barbati_45-64,Femei_18-24
114079,Vrata,Barbati_45-64,Femei_18-24
114319,Municipiul Targu Mures,Femei_45-64,Femei_18-24
114355,Cristesti,Barbati_45-64,Femei_18-24
114382,Sancraiu De Mures,Barbati_45-64,Femei_18-24
114417,Sangeorgiu De Mures,Barbati_45-64,Femei_18-24
114453,Santana De Mures,Femei_45-64,Femei_18-24
114514,Municipiul Sighisoara,Barbati_45-64,Femei_18-24
114603,Albesti,Barbati_45-64,Femei_18-24
114710,Oras Ludus,Barbati_45-64,Femei_25-34
114809,Municipiul Reghin,Barbati_45-64,Femei_18-24
114854,Oras Sovata,Barbati_45-64,Barbati_18-24
114925,Municipiul Tarnaveni,Barbati_45-64,Femei_18-24
114970,Acatari,Femei_45-64,Femei_18-24
115076,Adamus,Barbati_45-64,Femei_25-34
115147,Alunis,Barbati_45-64,Femei_18-24
115183,Apold,Barbati_45-64,Femei_18-24
115236,Atintis,Barbati_45-64,Femei_18-24
115307,Bahnea,Barbati_45-64,Barbati_18-24
115389,Band,Barbati_45-64,Femei_18-24
115520,Batos,Barbati_45-64,Femei_18-24
115575,Bagaciu,Barbati_45-64,Barbati_35-44
115600,Bala,Barbati_45-64,Femei_25-34
115637,Balauseri,Barbati_45-64,Femei_18-24
115708,Beica De Jos,Barbati_45-64,Femei_18-24
115771,Bichis,Barbati_45-64,Barbati_35-44
115824,Bogata,Barbati_45-64,Femei_25-34
115851,Breaza,Barbati_45-64,Barbati_25-34
115897,Brancovenesti,Barbati_45-64,Barbati_18-24
115959,Ceuasu De Campie,Barbati_45-64,Femei_18-24
116046,Chetani,Barbati_45-64,Barbati_18-24
116126,Chiheru De Jos,Barbati_45-64,Femei_18-24
116171,Coroisanmartin,Barbati_45-64,Femei_18-24
116224,Cozma,Barbati_45-64,Femei_18-24
116288,Craciunesti,Barbati_45-64,Femei_18-24
116340,Craiesti,Barbati_45-64,Femei_18-24
116395,Cucerdea,Barbati_45-64,Femei_18-24
116439,Cuci,Barbati_45-64,Femei_25-34
116493,Danes,Barbati_45-64,Barbati_18-24
116545,Deda,Barbati_45-64,Barbati_18-24
116590,Eremitu,Femei_45-64,Femei_18-24
116652,Ernei,Barbati_45-64,Femei_18-24
116723,Faragau,Barbati_45-64,Barbati_18-24
116796,Fantanele,Barbati_45-64,Femei_18-24
116867,Galesti,Barbati_45-64,Femei_18-24
116938,Ganesti,Femei_45-64,Barbati_18-24
116983,Gheorghe Doja,Barbati_45-64,Femei_18-24
117042,Ghindari,Barbati_45-64,Barbati_18-24
117113,Glodeni,Barbati_45-64,Femei_18-24
117177,Gornesti,Barbati_45-64,Femei_18-24
117275,Grebenisu De Campie,Barbati_45-64,Barbati_18-24
117319,Gurghiu,Barbati_45-64,Barbati_18-24
117426,Hodac,Barbati_45-64,Femei_18-24
117505,Hodosa,Barbati_45-64,Femei_18-24
117550,Ibanesti,Barbati_45-64,Femei_18-24
117667,Iclanzel,Barbati_45-64,Femei_18-24
117783,Ideciu De Jos,Barbati_45-64,Femei_18-24
117827,Oras Iernut,Barbati_45-64,Femei_18-24
117925,Livezeni,Barbati_45-64,Barbati_18-24
117998,Lunca,Barbati_45-64,Femei_25-34
118058,Lunca Bradului,Barbati_45-64,Femei_18-24
118094,Magherani,Femei_65_,Barbati_18-24
118209,Mica,Barbati_45-64,Femei_18-24
118281,Oras Miercurea Nirajului,Femei_45-64,Barbati_18-24
118370,Mihesu De Campie,Barbati_45-64,Femei_18-24
118469,Nades,Barbati_45-64,Femei_18-24
118511,Neaua,Femei_45-64,Barbati_18-24
118575,Ogra,Barbati_45-64,Femei_18-24
118637,Papiu Ilarian,Barbati_45-64,Barbati_18-24
118691,Panet,Barbati_45-64,Femei_18-24
118753,Pasareni,Barbati_45-64,Barbati_18-24
118799,Petelea,Barbati_45-64,Femei_18-24
118824,Pogaceaua,Barbati_45-64,Femei_25-34
118931,Rastolita,Barbati_45-64,Femei_18-24
118995,Raciu,Barbati_45-64,Femei_18-24
119153,Rusii-Munti,Barbati_45-64,Femei_18-24
119206,Saschiz,Barbati_45-64,Femei_18-24
119242,Oras Sarmasu,Barbati_45-64,Femei_25-34
119331,Oras Sangeorgiu De Padure,Barbati_45-64,Femei_18-24
119386,Sanger,Barbati_45-64,Femei_18-24
119466,Sanpaul,Barbati_45-64,Femei_18-24
119527,Sanpetru De Campie,Barbati_45-64,Femei_25-34
119590,Solovastru,Barbati_45-64,Femei_18-24
119625,Stanceni,Barbati_45-64,Femei_18-24
119661,Suplac,Barbati_45-64,Femei_18-24
119723,Suseni,Femei_45-64,Barbati_18-24
119750,Saulia,Barbati_45-64,Femei_18-24
119803,Sincai,Barbati_45-64,Femei_25-34
119858,Taureni,Barbati_45-64,Femei_18-24
119894,Oras Ungheni,Barbati_45-64,Femei_18-24
119974,Valea Larga,Barbati_45-64,Femei_25-34
120076,Vargata,Barbati_45-64,Femei_18-24
120138,Vatava,Barbati_45-64,Barbati_18-24
120174,Vetca,Femei_65_,Barbati_18-24
120218,Viisoara,Barbati_45-64,Femei_25-34
120254,Vanatori,Femei_45-64,Barbati_18-24
120316,Voivodeni,Barbati_45-64,Femei_18-24
120343,Zagar,Barbati_45-64,Femei_18-24
120370,Zau De Campie,Barbati_45-64,Femei_18-24
120478,Chibed,Barbati_45-64,Barbati_18-24
120487,Corunca,Barbati_45-64,Femei_18-24
120496,Sarateni,Barbati_45-64,Femei_18-24
120502,Madaras,Barbati_45-64,Femei_18-24
120511,Bereni,Barbati_45-64,Femei_18-24
120726,Municipiul Piatra-Neamt,Femei_45-64,Femei_18-24
120771,Dumbrava Rosie,Barbati_45-64,Barbati_18-24
120824,Savinesti,Femei_45-64,Barbati_18-24
120860,Municipiul Roman,Femei_45-64,Femei_18-24
120888,Cordun,Femei_45-64,Femei_18-24
120922,Horia,Barbati_45-64,Femei_18-24
120968,Oras Bicaz,Barbati_45-64,Femei_18-24
121055,Oras Targu Neamt,Femei_45-64,Femei_18-24
121108,Agapia,Femei_45-64,Barbati_18-24
121153,Bahna,Barbati_45-64,Femei_18-24
121242,Baltatesti,Barbati_45-64,Femei_18-24
121297,Bicaz-Chei,Barbati_45-64,Femei_18-24
121340,Bicazu Ardelean,Barbati_45-64,Femei_18-24
121386,Bira,Barbati_45-64,Barbati_18-24
121466,Bargauani,Barbati_45-64,Femei_25-34
121607,Bodesti,Barbati_45-64,Femei_18-24
121652,Borca,Barbati_45-64,Femei_18-24
121732,Borlesti,Barbati_45-64,Femei_18-24
121796,Botesti,Barbati_45-64,Femei_25-34
121876,Bozieni,Barbati_45-64,Femei_18-24
121938,Brusturi,Barbati_45-64,Femei_18-24
122025,Ceahlau,Barbati_45-64,Barbati_18-24
122061,Candesti,Barbati_45-64,Femei_25-34
122132,Costisa,Barbati_45-64,Barbati_18-24
122187,Cracaoani,Barbati_45-64,Femei_18-24
122249,Damuc,Barbati_45-64,Femei_18-24
122285,Dobreni,Barbati_45-64,Femei_18-24
122347,Doljesti,Barbati_45-64,Femei_18-24
122392,Dragomiresti,Barbati_45-64,Femei_18-24
122463,Dulcesti,Barbati_45-64,Femei_25-34
122551,Farcasa,Barbati_45-64,Femei_18-24
122613,Faurei,Barbati_45-64,Femei_18-24
122668,Gheraesti,Barbati_45-64,Barbati_18-24
122702,Girov,Barbati_45-64,Femei_18-24
122828,Garcina,Barbati_45-64,Barbati_25-34
122864,Grinties,Barbati_45-64,Femei_18-24
122908,Grumazesti,Barbati_45-64,Femei_18-24
122953,Hangu,Barbati_45-64,Barbati_18-24
123013,Icusesti,Barbati_45-64,Femei_18-24
123102,Ion Creanga,Barbati_45-64,Barbati_18-24
123175,Margineni,Barbati_45-64,Femei_25-34
123228,Moldoveni,Barbati_45-64,Femei_18-24
123255,Oniceni,Barbati_45-64,Femei_18-24
123371,Pastraveni,Barbati_45-64,Femei_18-24
123424,Petricani,Barbati_45-64,Femei_18-24
123479,Piatra Soimului,Barbati_45-64,Femei_18-24
123521,Pipirig,Barbati_45-64,Femei_18-24
123601,Pangarati,Barbati_45-64,Femei_18-24
123674,Podoleni,Barbati_45-64,Femei_18-24
123709,Poienari,Barbati_45-64,Femei_18-24
123790,Poiana Teiului,Barbati_45-64,Femei_18-24
123914,Raucesti,Barbati_45-64,Femei_18-24
123969,Razboieni,Barbati_45-64,Barbati_18-24
124028,Rediu,Barbati_45-64,Femei_18-24
